Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99,Sursa_100
t1,,29,,29,9,60,,,79,,,83,67,"81,43",49,45,,1,,,,82,,37,,,97,"10,86",70,39,86,,,5,"18,39","19,63",66,,7,"96,54",,98,55,1,"9,77",,45,,82,,81,,18,84,,90,,63,,"12,70",,,,,"49,90,47",,,71,,,,,77,"25,50,57",6,,48,"72,92",33,92,"88,53,54",50,27,"96,58",10,"64,20",,,,13,,87,36,,,84,70,11,"91,60",
t2,,62,,99,36,"12,37",,,"32,88",,,85,31,"62,63",,61,,,,,,,,"43,5,31",,,41,"97,100","20,13",,"18,39",,,,86,,69,,,,,"64,99",33,,53,,"48,71",,87,,,,,,,,,,,77,,,,,"28,31",,,43,,,,,,77,,,,71,100,39,"73,42",90,,,"89,100,15",45,,,,87,,73,63,,,9,"8,16",,"64,34,94",
t3,,12,,,,"24,99",,,55,,,"91,23",,"25,21,70,39",,62,,,,,,,,,,,6,"51,12,94","35,61",,,,,,98,,,,,,,44,,,,,"74,20,69,68",,37,,,,,,,,,,,24,,,,,"96,36",,,,,,,,,,,,,53,40,,75,"73,54",,,"72,6","70,71",,,,4,,"19,84",,,,,48,,"86,52,78",
t4,,,,,,"87,47",,,,,,"66,51,20",,"3,99,100,7,45,80,53",,29,,,,,,,,,,,65,"40,35",,,,,,,"47,23",,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,"14,47",80,,,"48,2,35",,,"41,4",76,,,,69,,"96,42,11,26,93",,,,,"81,91,13",,73,
t5,,,,,,92,,,,,,27,,"24,59,96,47",,,,,,,,,,,,,56,"49,77",,,,,,,"5,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,45,,,,45,,,"8,56,74",,,,,,,"98,4,40,41,13",,,,,"88,83,53",,12,
t6,,,,,,39,,,,,,"73,62,97",,"33,93",,,,,,,,,,,,,,"64,31",,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,42,,,,,,,"28,55",,,,,"98,15",,,
t7,,,,,,51,,,,,,"72,6",,,,,,,,,,,,,,,,78,,,,,,,"9,27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t8,,,,,,,,,,,,"1,49",,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t9,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,"88,69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,"64,34",,,,,,,,,,,,,,,,,,,,,,,"65,59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t11,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,"26,90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t12,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t13,,,,,,,,,,,,"65,84,29,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t14,,,,,,,,,,,,"33,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
