Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99,Sursa_100
t1,,16,47,,56,59,,,33,,,,"98,67,61",53,,"24,87",78,,,62,,,15,,7,,,"37,95,63",,,53,73,,28,,"30,47",,61,,26,97,56,"81,62",,,,80,13,,54,"96,26",,"89,51,14",,,52,88,,46,89,38,12,93,"52,62",,37,13,38,,97,"48,90",20,93,,"89,41,66",,,,68,,,,"20,68",,79,,,22,78,3,,,56,,,20,,35,"74,45",40
t2,,75,,,,,,,63,,,,"88,17,41",,,66,23,,,"25,29",,,85,,,,,"81,36,94,87",,,,,,,,3,,,,52,,32,"83,12,36",,,,,"17,61",,71,,,"73,61,78,47",,,89,55,,"32,81,92,89","32,18",15,"58,83,21",80,"36,5",,,,,,,52,"83,70",,,"35,18,20,23,25,95",,,,,,,,,,,,,18,64,,,,46,,,61,,88,,27
t3,,,,,,,,,,,,,"40,89,2,78",,,"20,77,23","55,15",,,,,,,,,,,54,,,,,,,,,,,,39,,79,"9,4,21",,,,,"40,28",,"73,68",,,"32,98,99,72,21,25,92",,,75,59,,"78,63",,28,98,,6,,,,,,,56,"3,13",,,"65,1,99,70,7,42,52,86",,,,,,,,,,,,,"89,90",34,,,,21,,,,,81,,21
t4,,,,,,,,,,,,,"51,12,93,63",,,"50,74",,,,,,,,,,,,47,,,,,,,,,,,,49,,,"24,40,35",,,,,,,,,,"65,46,20,22,23,26,60",,,"9,67",,,70,,,"2,18,15",,,,,,,,,,44,,,"76,15,85,88,27,31",,,,,,,,,,,,,,48,,,,,,,,,,,
t5,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72,53",,,,,,,,,,,,,,,"99,51,45",,,,,,,,,,"2,66,70,11,18,19,58",,,84,,,97,,,"94,11,29,6",,,,,,,,,,,,,"64,46,39",,,,,,,,,,,,,,,,,,,,,,,,,
t6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,100,71,7",,,,,,,,,,"41,94,63",,,,,,41,,,"67,27,31",,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,
t7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89,39",,,,,,,,,,,,,,,,,,,"3,77",,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
t8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92,23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
