Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99,Sursa_100
t1,"9,17,20,22,25,34,38,41,43,45,50,54,60,61,64,65,70,74,75,80,89,90,92,99",55,21,"27,68,86",,,96,1,,"68,70",,,1,27,21,1,,,,"18,42,90",45,"32,67,10,57,27","88,1","1,84",81,"89,99,52,22","41,26,22,70",1,15,,57,84,,43,,1,,1,"8,1","26,70","1,68,78,26,30","1,18,45",,,,,,,"1,31",,,24,1,"89,55","2,28","68,22","64,68,83,22,26,27,61,31",25,,"99,14",1,,"57,97",1,,1,,"99,4,76,26,27,63",1,,1,,"1,68",,,10,,41,5,1,"1,49",,"17,66,30,57","32,1,52","1,83",76,,"1,6,23",81,,1,,"54,95",42,93,,,,"1,27,60",
t2,"32,67,68,73,10,42,56,57,26,27,31",49,45,"1,67,99,41,10,11,14,80,83,22,56,26",,,,"4,9,13,15,16,20,22,23,25,27,29,34,37,41,42,46,51,59,60,64,66,67,69,72,73,74,75,80,82,85,87,88,91,92,93,95,100",,"56,73",,,"7,11,12,15,20,27,36,45,46,47,56,58,62,63,64,66,71,73,74,79,80,86,87,92","41,4,63",1,"4,7,9,10,15,19,22,23,30,31,33,43,44,46,49,50,58,60,61,63,65,75,77,79,80,81,83,84,86,89,92,99,100",,,,"1,29,94",,"1,4,68,70,76,80,83,52,84,56,26,63,31","3,8,9,10,12,16,24,31,33,34,36,37,39,42,43,44,46,47,49,50,54,58,60,64,67,68,69,74,77,82,84,89,91,95,96","3,12,17,18,21,25,26,31,36,50,54,55,56,57,58,60,61,62,64,68,70,73,76,78,79,81,85,92,95,100",49,"32,1,40,81,83,57,27","32,1,40,10,80,52,85,57,30,95","7,8,14,16,17,23,27,30,31,38,43,44,53,56,59,63,64,65,66,75,77,86,87,88,90,91,92,93,94",21,,"56,67,68,22",85,,,,"3,5,6,8,10,16,21,25,27,28,34,39,42,43,44,48,52,55,56,58,59,61,62,67,70,72,74,77,82,83,92,96,98",,"4,6,8,10,12,13,14,15,22,24,33,36,39,41,43,47,52,53,54,57,59,68,70,71,76,79,90,98","3,9,12,13,16,19,22,23,27,28,40,41,43,45,51,52,54,59,60,67,69,72,76,78,79,84,86,88,90,92,95,97","32,1,66,73,10,52,84,57,27","3,5,8,12,14,16,21,27,29,32,38,39,42,44,45,51,52,54,56,57,58,64,67,69,73,76,79,80,81,84,85,89,91,93,94,95,96,97","5,8,9,11,14,20,23,34,41,48,52,58,66,67,73,76,77,78,80,81,82,83,85,86,91,92,94,97,100",,,,,,,"4,8,10,13,18,20,29,32,33,34,44,45,48,64,66,70,71,72,76,79,80,81,84,90,92,94,95,97,98",,,62,"7,10,12,14,16,17,19,21,26,30,31,32,36,41,42,45,48,49,54,57,59,61,66,68,70,77,81,83,90,94,96,97,98","81,1,28,57","1,93,54,49","32,1,67,4,99,76,89","32,1,67,4,99,41,73,76,14,46,80,56,63","81,1,54",,"1,27,57","4,14,15,16,18,19,28,32,34,37,38,41,44,45,48,50,51,52,53,54,55,58,59,65,73,77,81,83,88,90,96,99",,"64,73,76,83,61","3,8,9,10,11,12,14,21,27,30,31,33,34,39,42,45,47,49,50,52,53,54,60,62,70,71,74,75,79,90,92,98,100",,"4,11,12,13,15,18,24,25,28,34,35,36,43,44,48,49,53,55,57,59,62,63,67,75,76,77,79,89,93,95,96,98",,"32,1,89,70,40,41,10,86,56,57,60","3,4,9,11,12,15,20,28,32,33,36,38,39,41,43,46,47,51,56,63,67,72,74,75,80,86,88,95",,"8,13,16,24,25,26,29,35,37,38,43,46,48,54,57,62,69,74,78,81,92,97,98,99",,"3,4,6,7,12,14,21,22,24,29,30,32,34,43,45,47,55,57,60,63,70,72,75,76,77,78,81,84,85,86,88,89,92,93,97,99,100",,,"57,70",,30,1,"8,9,15,16,17,18,21,23,29,32,33,42,44,48,51,54,55,57,61,65,69,72,73,78,82,85,94,96","2,5,6,7,11,13,17,19,20,21,25,26,28,29,31,40,41,44,53,58,60,63,66,68,74,78,79,83,85,88,89,91,94,95,97,98",,"1,67,41,14,22,26,61,31","4,7,9,15,16,20,21,24,26,28,29,34,35,36,37,43,48,53,54,58,59,66,68,71,75,79,83,85,87,91","5,7,14,16,30,33,36,38,40,43,46,48,50,54,55,57,58,60,61,62,68,72,92,99,100",10,,"4,7,8,9,12,15,17,28,30,31,33,42,43,51,54,60,64,65,68,72,76,86,89,93,96,98,99",,,"3,7,10,13,16,20,23,25,34,35,36,39,53,55,58,59,62,65,68,73,74,81,84,93,98,99",,"1,49",,"81,25",,,,"7,11,12,15,16,25,26,29,41,47,48,50,51,56,63,64,70,71,73,84,88,93,97,98",
t3,"40,76,84,86,63","74,31",,"3,5,6,8,16,19,20,23,25,28,29,30,32,37,38,44,45,49,52,57,59,60,63,66,73,74,76,78,84,89,92,93,95,97,98",,,,"2,99,58,68,90,10,78,81,83,21,56,57,26,63",,"41,26,27",,,"96,4,70,9,42,14,49,21,57,26,29","1,68,73,10,26","11,16,27,28,29,35,39,40,42,43,48,60,63,67,68,73,74,76,78,80,86,87,90,95,96,98","2,8,14,25,26,27,29,41,42,52,56,57,66,67,68,70,74,76,93",,,,"5,6,11,15,19,22,24,31,32,33,37,41,43,44,45,46,47,54,55,63,65,67,71,72,75,82,86,89,91",,"3,5,6,7,11,12,13,14,19,24,34,40,41,42,46,48,55,60,66,72,73,85,90,91,94,97,99,100","2,99,100,73,11,45,14,20,93,56,25,26,27,63,57","32,2,67,4,5,40,10,42,74,14,80,49,83,89,27,93,30,63",89,"3,5,10,11,13,14,15,19,21,39,41,42,43,51,53,56,61,63,68,70,73,74,76,77,79,80,82,85,86,95,100","3,7,9,13,15,20,21,24,29,33,44,46,54,56,61,63,64,67,68,73,74,75,76,82,84,86,87,92,94,96,99","2,99,68,39,10,74,83,20,57,60",,,"1,4,70,41,10,11,76,14,46,83,89,26,27","1,52",,,,"4,9,14,15,18,22,24,26,31,32,41,45,49,54,57,66,73,81,88,93,95,99",,"34,66,67,5,88,73,80,20,84,86,56,26,27,93","2,4,7,10,14,21,24,25,26,32,42,57,63,68,70,73,89,93,96,99","4,11,12,15,20,22,24,28,31,33,41,42,46,47,51,54,55,58,61,63,65,67,68,71,74,78,80,83,85,89,93,100","15,49,18,83,22,86,24,25,63","32,99,4,68,69,10,17,49,22,24,57,26,27,60,93",,,,,,,"58,68,39,9,42,15,83,85,22,86,57,26,27",,,,"4,18,22,27,33,40,46,58,60,67,73,74,76,78,84,85,86,89,95,99","6,9,12,14,18,20,22,24,25,27,31,33,34,41,42,43,46,49,56,58,60,61,62,63,64,66,72,73,75,77,79,87,88,90,93,94,95,98,99","6,9,11,15,17,22,24,25,26,29,31,35,39,41,42,44,50,52,53,56,57,58,59,60,61,62,63,66,68,70,78,79,80,90,100","5,8,9,10,14,16,19,26,27,34,36,45,46,49,51,53,54,63,65,66,71,83,84,85,86,92,94,95,98,100","5,9,10,12,21,30,34,35,36,40,43,44,45,49,53,54,58,60,66,69,70,78,84,85,90,97,98","2,6,15,20,21,23,24,28,32,33,35,37,41,44,45,48,49,53,56,59,60,66,68,70,76,82,83,85,86,89,90,91,92,99,100",,"3,10,15,18,31,37,38,39,40,41,42,50,54,61,63,70,76,80,83,87,89,90,93,95,96","2,68,7,8,42,21,22,85,25,27,60,29,30,57",,"1,26,86","4,15,18,20,22,26,43,56,57,58,63,66,67,68,73,80,85,86,89,94,95,99",,"64,97,2,99,68,7,41,81,61,20,21,54,86,58,29,31",,"2,7,8,13,14,17,19,22,31,34,38,44,47,50,52,55,58,62,66,67,69,72,78,81,82,83,84,88,93,96","97,2,68,6,8,73,10,42,18,84,54,23,27,92,93,94",,"2,4,9,10,22,23,27,31,40,41,49,52,56,58,60,66,68,70,83,84,85,89,93,95,100",,"2,10,17,23,25,26,27,31,40,41,42,49,52,54,56,67,83,90,96",,,"64,1,41,14,83,56,27,60,61",,,"3,6,7,8,10,11,14,17,22,24,25,29,33,35,36,38,44,45,48,57,59,60,67,72,73,82,87,92,97","89,3,67,100,41,45,49,20,84,22,88,25,27,28,31","10,14,15,22,23,27,30,32,42,45,46,54,56,57,73,80,84,93,96,99",,"3,4,9,10,18,20,21,27,29,35,37,39,40,44,45,47,49,52,54,56,60,68,73,74,80,86,89,90,96,97,100","89,96,99,5,8,73,10,11,42,76,14,49,57,90,93,95","2,4,9,10,17,22,24,32,34,41,49,56,69,70,76,81,89,90,95","26,27,68",,"32,2,34,58,67,90,41,10,80,21,55,56,26,92,94,95",,,"32,2,56,4,67,70,90,8,41,18,83,85,54,24,57,26,27,95",,"3,11,13,14,16,18,23,24,28,30,31,36,37,38,39,40,47,53,58,59,66,71,72,76,77,85,96,97,98",,"89,58",,,,"32,4,68,6,90,40,10,81,52,21,22,23,85,57,58,95",
t4,"97,85","10,26",,"9,15,17,81,85,54,55,88,31",,,,"96,70,40,76,77,14,86,89,31",,"1,99,40,14,80,52,22",,,"67,68,99,10,76,81,18,83,89,60,31","6,8,11,15,21,22,23,28,32,33,34,38,46,47,52,53,57,60,64,67,70,76,77,80,89,91,94,99","89,2,7,41,10,46,83,20,22,54,56,25,26,57","32,73,18,85,54,88,95",,,,"2,4,8,10,21,26,27,34,49,52,56,57,62,68,73,74,76,78,84,85,99",,"29,28,21,30","66,4,41,80,18,83,52,85,22","41,66,99,86","57,2,22","4,8,45,46,18,20,93,30,31","49,2,42,97","4,41,42,73,76,49,85,22,89,26,61",,,"5,7,9,12,13,24,28,37,40,42,43,45,49,51,52,55,59,63,72,73,74,77,78,79,84,86,91,92,94,95,96,99","4,6,11,13,15,18,24,39,41,45,47,53,55,59,60,61,63,65,69,71,76,80,93,97",,,,"64,2,68,40,78,20,85,89,60,29",,"32,89,40,95","64,74,77,15,80,49,83,85,94","2,76,14,49,18,21,56,94,90,29,62,95","2,99,4,17,20,62","70,74,63,84,54,55,89,61,62,31",,,,,,,"67,99,41,73,74,14,56,63",,,,"2,52,25,93,63","32,67,68,100,7,8,40,10,45,83,52,84,23,26","32,96,67,99,5,40,73,10,14,83,20,85,27,92,95","70,40,41,42,73,77,80,52,55,24,57,58,88,60","89,25,20,100","3,8,14,22,26,27,29,30,31,42,52,55,57,62,69,74,80,84,88,94",,"97,2,66,67,68,73,78,49,81,20,21,86,25,26,29,30","10,76,80,23,89,26,31",,"3,4,5,12,13,14,18,21,23,29,30,33,38,39,40,41,43,44,50,52,53,59,65,66,71,74,75,77,91,93,95,96,98,99","32,40,41,76,46,81,84,25,61",,"90,73,10,42,45,78,83,22,56,26,30",,"24,25,28,49","89,99,70,14,49,81,83,85,57,26",,"73,11,76,14,80,17,86,55,30",,"80,94",,,"8,9,13,15,22,26,28,30,33,34,36,37,46,53,66,67,68,71,72,73,75,78,80,82,88,89,91,92,93,96,98,99,100",,,"4,15,26,27,30,31,32,39,40,41,42,56,62,63,68,76,80,81,83,84,86,88,89,93,94","2,99,4,6,81,26,93","67,4,70,18,52,86,55,24,61",,"2,99,70,8,76,81,55,24,92,93,95,63","2,39,18,86,23,88,25,63,94,31","96,67,8,73,25,26,27,93,31","32,66,67,4,99,70,40,41,73,14,46,80,85,22,63",,"66,40,73,20,22,25,27,57",,,"64,96,66,78,49,22,86,89,63,30,31",,"70,74,83,52,84,22,55,86,57,88",,"49,2,26",,,,"67,3,42,49,83,20,86,89",
t5,83,"1,66,99,4,41,73,52,84,85,57,27,95",,21,,,,,,"5,8,16,19,20,24,29,36,42,49,53,55,57,59,60,67,71,74,79,81,83,84,87,88,93,96,97",,,"2,17,85,22,93","66,40,42,29,83,84,85,56,88,61","64,66,70,14,17,81,55,93",55,,,,"3,70,14,83,23,60",,15,"32,40,86",,"32,1,68,41,74,14,83,56,26,27,93","2,66","45,55,89,93,31","32,40,15,81,52,84,55,58,95",,,"32,33,100,15,18,20,21,54,29","2,68,73,10,78,49,25,26,27,95,57",,,,"46,63",,2,"33,66,81,29,30,31","81,60,86,7","10,74,55","25,2,95",,,,,,,,,,,,"96,4,74,11,80,17,85","4,7,76,18,30","81,21,25,29,31","81,18,74","17,10,95,63",,"32,4,74,11,52,58","40,66,74,70",,"68,70,10,42,15,54,88,25,90,27,60",,,"40,74,14,84,27,60",,"74,54,95","64,66,40,17,52,22,58,30",,,,33,,,"32,6,7,11,49,81,52,54,24,58,95,63",,,"99,46,78,49,20,85,95","66,68,70,40,10,52,86,58,95",,,"25,58,28,62","97,6","80,88,84","8,1,83,57",,"14,18,83,61,63",,,97,,"32,2,67,10,56,89,60,61,63",,"80,57,74,70",,,,"76,17,54,55,94,30",
t6,30,"6,7,9,13,14,19,22,23,24,25,30,35,38,40,53,54,56,58,60,63,68,70,75,81,83,89,90,93,96,98",,,,,,,,"32,2,6,21,54,28,62,31",,,"54,30,55","18,45","8,49,99",28,,,,"17,66",,,,,"4,5,6,16,17,18,29,30,34,35,37,40,46,54,63,66,67,69,70,72,76,78,80,84,85,91,96,98,99",49,"25,28","24,25,29,70",,,93,"66,67,70,74,46,14,54,22,56,31",,,,,,,,"96,25",,,,,,,,,,,,,,,,"74,15",,"73,4",,"24,84,85",,,"32,67,49,81,20,22,56,89,58,94,31",,,,,,,,,,,,,"25,74,84,55",,,"90,74,52,54,58",76,,,,,"52,23","64,7,39,11,13,45,77,17,61,20,93,29,95,31",,,,,,,"99,68,73,26,27",,"1,68,73,14,22,56,27,31",,,,,
t7,,"32,67,76,46,17,88,92,62",,,,,,,,"45,15",,,25,,"88,31",,,,,,,,,,"100,73,10,79,20,86,24,90,88,60",55,81,54,,,"81,2,58","8,89,40,83",,,,,,,,,,,,,,,,,,,,,,,,2,,,,"100,62",,,84,,,,,,,,,,,,,"2,85",,,2,,,,,,,"96,15,81,49,54,25",,,,,,,"41,4",,"4,7,11,17,18,19,28,30,32,36,39,41,42,48,50,54,59,61,62,63,65,66,67,69,71,72,82,86,90,94,97,98",,,,,
t8,,8,,,,,,,,,,,,,"6,23",,,,,,,,,,"42,62,23",,,,,,25,"17,30,23",,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,24,,,,,,,,,,,,,,,,55,,,,,,,"90,74,21,55,89,58",,,,,,,,,"96,8,10,78,83,20,21,84,55,24,29",,,,,
t9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,28,,,,,,,3,,,,,,,,,"76,85,15",,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,
