Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99,Sursa_100
t1,"4,5,6,7,10,15,19,20,24,25,26,27,32,34,39,43,44,48,58,59,64,65,68,76,78,85,88,90,93,96,97,100","89,54",1,"73,68",,1,,"1,66",,"80,1,27,31",,,1,"1,99,57","42,21",1,30,42,1,42,"1,45,15","40,89,27,14",1,"100,1,84","81,93","89,66,4,68,73,74,52,84,57",,,"1,42",,49,,,,1,1,1,1,,,"73,27,78","1,45,15,18,21",,,,1,,1,"89,58,74,55",,,,,"25,2,55",54,"1,68","1,67,41,10,14,89,61","25,93",,57,57,1,"27,68",,1,26,27,"32,1,67,41,11,14,46,27,63",,,,,"1,4,41,10,57,27",,1,"1,10",26,1,,10,"93,95",,"66,99,68,14,17","24,32,52","1,26","10,4",,6,"1,22,49",20,1,9,"81,1,58","33,42","1,93",,,,"26,14",24
t2,"67,69,70,8,41,73,11,74,14,79,80,84,22,86,57","25,95,49","5,11,13,18,19,21,26,27,35,41,43,50,51,53,55,56,58,61,67,71,73,84,88,91","1,41,10,83,22,27,63",,"4,11,15,17,20,29,35,37,41,44,48,49,51,56,62,64,66,69,70,90,91,95,96",,"5,7,10,14,16,17,23,25,27,28,31,32,33,38,41,45,46,52,56,73,79,81,83,84,88,91,93,94",,"4,12,14,16,21,22,24,26,35,38,41,43,52,53,57,68,70,84,96,97,99,100",,,"3,6,7,8,12,16,18,20,21,26,32,33,34,36,41,48,49,53,55,57,73,77,79,80,81,82,85,87,90,93,95,96,98,100","4,5,9,10,17,19,21,23,25,29,34,36,37,38,39,44,46,47,50,55,58,60,61,63,64,73,79,83,86","1,18,94","4,7,10,12,13,20,21,25,29,32,34,36,46,50,57,58,60,74,75,77,83,88,89,90,94,100","1,83","1,94","3,5,6,15,18,20,24,29,35,46,55,56,58,60,61,62,64,67,70,72,73,75,79,87,93,94,99,100","18,45,21,94","3,16,19,22,23,24,30,32,36,37,43,47,50,55,63,64,66,72,77,84,86,95,98","66,41,10,73,57,60,63","6,8,10,12,14,18,19,26,29,30,36,39,42,43,46,50,59,62,63,65,66,70,75,78,80,89,90,94,99","6,7,8,9,14,15,16,22,26,29,30,32,36,39,45,52,53,61,62,66,69,73,80,81,82,87,93,95","1,2,95","64,1,99,70,8,76,14,80,49,22,56,27,63,31",,,"3,5,8,9,16,20,21,23,25,28,31,34,36,40,43,45,46,47,48,49,59,70,74,76,80,83,85,88,91,93,94,95,96,98",,"89,81,2,55",,,,"3,4,7,10,11,12,16,17,18,22,24,28,33,49,51,53,59,62,69,71,72,87,93,95,100","4,5,9,12,13,14,16,19,20,21,27,31,32,35,38,40,42,43,44,46,49,52,56,59,61,65,70,71,79,82,85,87,95","3,7,8,12,16,19,21,27,29,33,34,36,44,46,50,53,57,64,72,73,74,78,83,87,92,96,98","3,6,9,13,14,15,16,17,23,26,27,29,34,37,39,41,43,45,46,48,54,61,62,65,67,70,71,76,77,85,86,88,89,97",,,"56,1,67","4,9,10,11,14,17,20,23,24,26,35,37,40,44,46,52,54,61,63,65,68,78,81,83,86,90,93,97,98,99",,,,"6,10,13,21,24,25,26,28,31,32,34,36,40,41,49,51,54,56,67,73,76,80,81,82,87,90",,"4,14,15,17,19,22,26,31,37,42,47,52,53,58,59,60,61,64,65,67,68,71,73,74,76,77,78,80,87,91,92,93,95,97","1,2,81,54,26,28",,,,,"81,58,28,74","25,93","4,6,7,8,11,17,18,22,25,26,33,43,47,51,54,55,59,63,67,69,70,73,78,82,84,88,89,90,92,95,98,100","2,3,4,13,16,19,22,25,26,30,31,33,46,47,48,49,50,53,55,60,65,66,68,73,76,77,78,79,82,84,85,86,88,90,93,99","81,95",,"56,1,64","68,41,73,83,22,27,63","7,10,12,13,14,15,27,29,31,36,37,40,41,49,54,57,63,67,73,85,86,90","67,99,70,41,10,76,80,83,56,26",,"5,7,8,9,10,12,13,25,28,37,38,39,44,45,47,48,49,57,62,64,66,68,76,78,80,82,85,88,91","1,84,95","1,99,68,10,14,80,22","3,4,7,8,9,10,13,23,26,28,30,38,40,44,48,49,55,57,58,60,62,64,69,71,73,75,79,80,82,84,85,92,93,94,98,99",,,,,"8,9,12,13,14,18,23,29,30,33,38,40,42,46,51,54,55,56,60,61,64,66,67,68,70,74,76,78,80,81,83,85,86,90,93,96,99,100",,"3,4,6,10,16,17,18,19,22,25,27,28,31,36,37,38,49,50,52,54,56,57,59,60,61,63,64,66,67,68,73,76,77,79,80,84,85,90,93,94","5,7,11,13,19,20,26,27,28,29,30,31,36,42,43,47,49,50,52,54,55,56,57,59,62,67,68,70,73,74,75,86","66,4,73,80,84,22","3,4,5,10,20,26,28,29,30,33,34,36,41,42,43,49,53,55,62,66,72,73,74,76,77,86,87,98",,"57,27,76",2,,"1,80,22,26,27,60,30","1,68,100,8,85,26,62","4,5,7,9,10,14,20,25,27,31,32,34,41,42,43,44,47,52,57,58,64,66,67,71,73,79,80,83,86,89,93,95,96,99","1,68,73,22,26",,,"6,7,10,14,16,20,23,24,27,31,36,37,39,40,41,43,57,58,60,61,62,67,68,70,76,81,85,87,88,91,97,98",1,"5,9,10,12,13,15,16,20,23,30,32,37,39,41,43,52,55,56,57,58,62,65,66,67,69,70,72,78,79,82,83,94,97",,"3,5,9,16,18,19,23,24,25,31,56,57,68,79,86,88,89,92,100","1,20,45","4,5,10,11,12,19,25,27,36,37,56,63,67,77,78,80,81,85,87,91,96,100",,,,"89,4,73,10,77,57,60,95",1
t3,"83,52,89,30,31","1,74,81,58,93,31","4,6,10,15,20,22,24,25,30,32,34,42,45,52,57,66,68,79,80,81,85,95","6,7,9,13,14,17,19,20,23,28,31,36,40,42,47,49,50,54,57,58,62,66,67,76,78,80,81,84,85,86,89,91,97,99,100",,"89,2,68,42,81,83,21,54,24,57,26,27,30",,"89,67,4,68,70,78,80,21,54,22,55,57,85,86,95,63",,"67,69,42,11,76,45,78,85,56,89,90,60,30,63",,,"64,89,2,66,68,99,40,10,42,83,52,54,23,25,58,27,61,31","68,8,15,92,49,81,22,54,88,26,27,28,93,30,31","6,13,14,17,19,20,25,26,28,39,40,43,54,60,64,66,69,78,88,92","2,6,8,14,22,26,30,31,42,43,45,52,54,61,67,68,69,81,85,86,93,95","6,7,13,16,26,29,31,32,33,37,38,42,50,51,54,57,63,66,67,71,73,80,82,85,94,95,97,100","7,8,10,14,16,21,24,25,26,27,29,31,33,34,38,45,46,49,58,60,61,62,63,68,70,71,74,75,82,83,88,89,96,100","68,40,42,14,83,84,21,54,25,26,27,57","1,3,33","2,34,4,8,40,83,52,54,88,25,26,27,28,93,57","64,67,99,70,76,78,26,30","32,34,68,40,41,74,15,81,20,21,22,52,24,27,60","2,99,68,41,10,42,17,49,83,21,54,23,56,25,85,27,57","4,5,14,16,20,26,27,29,33,35,38,44,48,49,50,55,63,65,71,83,85,89,91,98,100","3,5,6,10,16,25,29,34,37,39,43,44,51,55,58,59,60,61,67,72,77,81,83,86,88,90,97,100",,,"89,33,2,99,68,6,7,39,10,79,81,84,54,57,26,30",,"1,74,57,93,95",,,,"2,67,68,40,73,81,54,58","34,3,67,68,99,73,45,15,92,18,83,55,22,54,57,26,60,93","2,67,4,68,41,42,14,23,56,26,94","2,99,4,68,8,73,10,42,74,49,83,22,55,24,57,30",,,"5,6,7,16,22,24,30,31,34,36,37,38,47,50,52,53,54,57,61,64,66,68,76,77,81,86,91,92,97","2,70,88,73,76,60,92,84,85,22,95,56,25,27,57,30,31",,,,"2,4,7,8,20,22,27,30,43,45,52,57,62,68,74,85,86,89,95,99",,"66,70,41,10,45,83,20,21,54,84,56,25,86,27,57","4,6,10,19,22,32,33,34,36,42,48,50,57,62,64,67,68,70,71,75,80,82,83,85,99",,,,,"89,1,26,49","81,1,95","32,66,99,39,40,41,10,42,77,81,20,52,85,86,27,30","6,40,74,81,83,54,24,27,95",,,"11,13,14,15,19,22,25,26,30,32,34,39,44,46,49,53,55,58,61,65,70,78,80,81,84,89,91,100","1,66,67,4,99,70,10,76,14,46,80,17,85,26,60","2,4,22,25,26,32,42,55,56,60,66,68,76,80,83,84,89,96,99","1,4,40,73,14,86,57,30,95",,"32,56,67,99,70,41,73,14,79,21,22,23,55,26,31","11,14,15,18,19,27,29,30,31,33,34,35,36,39,43,48,52,53,54,55,56,57,62,73,75,78,79,81,90,93","8,9,13,16,26,30,31,35,37,38,40,41,45,46,48,56,58,60,61,63,66,69,70,76,77,79,83,84,86,87,90,93,94,100","96,2,66,5,70,74,76,83,21,54,86,24,90,88,61,95",,,,,"32,2,7,15,49,20,84,22,88,25,26,92,95,63",,"32,99,58,5,70,7,41,74,11,14,81,88,89,26,95","4,14,15,18,22,32,34,41,46,60,63,66,80,81,83,85,89,95,96,99","32,1,99,68,40,41,57","2,68,90,45,15,17,18,83,52,21,22,54,24,57,84,27,94,31",,"1,67,68,73,14,22,63","89,49,54",,"3,4,5,9,10,11,25,28,31,32,37,40,41,44,48,51,52,56,57,59,63,64,65,67,69,70,71,72,73,74,75,84,86,89,91,92,94","5,11,13,16,20,21,23,27,34,39,40,41,43,48,50,53,54,59,60,64,65,66,69,70,73,75,76,80,83,87,88,89,92,93,95,96,99","2,68,8,74,81,18,84,22,54,24,90,60","3,8,9,11,12,15,21,29,32,36,40,41,42,44,47,51,52,54,57,59,60,63,64,70,71,72,78,79,80,83,84,85,89,91,92,93,94,95,100",,,"64,34,66,4,90,99,73,46,80,83,84,56,25,26,93,30,63","3,10,19,21,22,24,30,34,37,43,44,46,50,53,57,62,69,70,73,74,75,77,84,85,89,97,98,99","2,68,100,8,73,14,92,80,49,18,81,21,85,25,26,27,60,61",,"69,41,10,73,74,76,46,80,49,20,21,26,27,60,62,63","6,10,12,13,15,18,21,29,37,38,40,47,51,62,65,68,69,73,77,80,81,84,88,90,92,97","58,68,22,57,26",,,,"64,1,68,81,93,54,22,56,25,63,31","9,11,12,14,15,17,18,23,25,26,29,35,46,48,49,61,63,66,67,75,76,81,90,93,95,98"
t4,"81,17,66","5,7,10,13,14,15,16,19,24,26,29,30,38,39,41,50,51,53,57,61,67,69,71,73,75,77,82,83,84,86,91,92,94,96,97,98","70,8,76,14,17,83,93,90,60,29,63","18,61,93,21,88,25,26,60,29",,"32,67,73,10,76,45,14,52,93,22,55,25,60,61,63",,"97,3,99,40,74,76,15,49,26",,"17,29,94",,,"67,4,70,74,45,14,15,84,24,88","32,2,66,67,70,41,74,11,77,85,89,95","32,89,70,8,41,73,84,55,22,23,85,57,27,95","99,70,40,76,84,55,56,27,63","4,8,10,14,15,18,21,22,25,41,45,52,68,70,74,76,84,89,99","32,66,99,40,73,80,81,23,54,22,86,57","32,41,10,76,45,77,80,49,52,85,95,89,30,63","4,7,8,9,13,30,34,37,40,47,50,54,57,61,62,64,66,67,68,69,70,71,78,79,82,85,88,90,91,97","99,68,39,41,73,74,80,49,81,85,56,89,61","32,1,68,83,52,84,95","67,4,11,49,83,84,85,25,93,57","70,76,46,18,86,55,89,58,60,63","32,67,68,99,70,10,17,22,54,57,60,94","96,79,21,23,24,28,93,95",,,"4,73,11,14,22,55",,"3,5,8,14,18,19,20,26,27,39,40,45,53,54,56,58,63,64,65,68,70,78,83,85,86,91,97",,,,"89,70,41,14,57,27,63","2,41,10,74,80,17,25,28,30","66,99,10,15,49,20,84,22,95,93,30,63","11,31,80,56,60,94,63",,,"32,89,58,8,10,43,14,49,83,84,55,25,26,60,93,62,63","64,67,6,8,41,89",,,,"64,42,83,88,63",,"85,63","41,14,63,52,27,60,29,94,31",,,,,"3,4,5,9,10,15,18,24,29,32,36,37,42,43,46,51,59,60,63,70,71,72,73,79,80,83,84,88,92,94,96,99","3,5,6,7,18,19,23,26,31,34,38,40,42,58,60,61,63,65,69,72,73,77,87,88,89,92,94,98,100","45,14,80,83,57","56,58,70,63",,,"2,66,68,69,99,8,40,10,41,43,73,74,17,83,52,85,27,95","3,6,8,9,16,18,20,25,32,34,35,40,42,48,51,52,53,55,58,69,74,77,81,84,86,87,90,92,96,98","70,74,11,52,28,93,94,95","6,7,8,11,15,16,17,19,21,22,24,25,35,36,43,48,49,50,51,53,54,58,59,60,61,66,69,74,79,81,84,85,96,97,98",,"3,4,74,77,52,27,60,63","2,4,10,21,22,28,41,42,49,63,64,67,68,70,76,83,89,94,96","32,96,2,4,42,74,49,81,20,52,23,24,57,88,92","89,17,42,100",,,,,"24,89",,"40,83","8,84,21,25,90,93","10,11,14,16,20,21,25,27,35,42,44,55,56,59,60,62,64,70,71,74,75,76,83,87,89,96,97","64,67,99,7,11,46,14,80,85,56,89,95,63",,"4,13,18,19,20,24,31,32,36,40,41,43,44,45,48,51,52,54,56,59,60,71,78,82,83,88,89,90,93,96,97,99","1,22,55",,"2,8,42,78,49,81,54,24,58,93,95","2,4,10,42,14,79,81,22,55,25,58,30,57","56,49,11,55","33,2,66,74,45,14,49,20,24,58,27",,,"32,96,8,74,77","2,68,40,41,42,76,17,49,83,52,26,27,61,63","3,4,99,74,45,46,77,84,22,54,88,89,63,95,31",,"66,67,4,99,70,40,42,15,52,84,22,54,90,95","3,4,67,70,100,8,9,11,76,49,22,56,57,26,27,93","99,70,41,73,14,52,89,60",,,,"2,5,7,8,11,17,24,27,30,32,42,43,46,50,52,61,66,70,75,80,82,84,85,92,100","32,89,68,70,7,8,41,42,74,92,80,83,55,57,58,27,60"
t5,49,"32,64,66,4,68,70,76,17,52,21,22,85,27,60,63","86,99,54,39","8,70,15",,"97,99,8,80,84,86,58",,"42,60",,"83,15",,,"86,22,60,29,62","40,52","99,68,10,80,81,83,52,24,56,31","24,41,73,49","2,3,40,46,81,86,24,58,27","64,2,41,84,56,93","97,2,74,22","96,2,56,99,5,41,73,11,76,14,83,22,55,24,26,27,93,63","70,10,58,60","3,4,5,15,17,24,34,38,44,45,46,48,51,81,82,85,86,87,92,93,94","64,73,17,54,55,56,58,61,31","97,74,20","40,73,11,76,46,84,86,56,30,31",,,,"32,41,56,27,60",,"32,66,41,10,73,52,22,90,60",,,,"97,99,74,56,26,60","89,81,78","76,81,17,60,31",33,,,"2,4,70,40,74,80,17,88","66,74",,,,94,,32,"24,97,78",,,,,"33,68,7,8,41,20,21,22,23,85,90,27","97,2,4,9,10,74,45,15,79,22,57,90,27",60,,,,"67,76,88,93,63","2,7,43,49,93,54,89,29,94,95",,"32,2,100,39,42,23,90,93",,"24,89,2","3,99,45,46,17,85,58","64,85,54,55,89","18,29",,,,,,,,"88,39","2,67,49,81,85,54,63,30,31",60,,"2,66,6,7,8,42,81,85,86,62,95","4,7,17,19,26,27,29,30,31,32,39,40,48,50,53,56,57,62,65,87,94,96,100",,"39,20,21,55,29,62","49,18,67,29",28,"81,62",,,"2,52","32,67,4,45,54,55,86,31",93,,"32,2,8,14,85","32,89,2,41,83,86,25,61,31","49,66",,,,"40,88,69,55","2,99,4,39,10,45,21,22,54,56,85,30,31"
t6,,"3,99,11,80,56",49,"32,39",,23,,18,,66,,,"56,76",,"4,100,74,76,30,62",,"56,93",52,,"32,10,80,84,86,89,60,95","67,76","2,9,42,43,21,54,25,58,29","28,95",90,"24,41,74",,,,"52,78",,"96,67,7,84,30",,,,"84,77",,"89,25,58",,,,,49,,,,33,,8,"100,84",,,,,"67,39,40,45,14,56,57,30","67,70,14,83,21,86,29",,,,,97,33,,"89,45,20,29",,,"32,25",95,,,,,,,,,"6,23","58,52,93,95",,,"15,21,55,25,26,29","64,33,66,67,68,70,8,41,10,73,74,76,14,52,84,86,24",,"18,15",,,,,,,"8,93",,,"55,39","74,17,85,54,60","8,74,83",,,,6,"73,86"
t7,,,74,,,,,,,,,,,,49,,,,,"49,52",,"49,18,20,55",,96,78,,,,24,,24,,,,,,,,,,,55,,,,,,88,69,,,,,76,"66,99,68",,,,,,,,18,,,8,,,,,,,,,,,,,,"49,58,74,70","80,99,60,85",,,,,,,,,,,,,52,"30,31",,,,,
t8,,,,,,,,,,,,,,,58,,,,,"81,58,74",,28,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,"32,46",,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t9,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
