0,19
0,16
0,27
0,39
1,66
1,21
1,41
2,27
3,85
4,58
5,59
5,60
5,44
6,45
6,68
6,49
8,11
9,79
10,56
10,17
10,66
11,51
12,59
13,87
14,87
15,40
15,21
16,59
16,29
17,66
18,54
18,28
19,37
20,97
20,54
21,78
22,34
23,77
23,46
23,61
24,58
25,45
25,69
26,87
26,59
26,30
26,62
28,96
29,96
29,77
30,36
30,89
30,88
31,50
31,46
32,99
34,45
34,38
34,68
35,61
35,80
36,70
36,59
37,87
37,86
38,92
42,74
44,70
44,62
44,63
45,67
48,84
49,52
49,66
49,87
50,52
50,91
50,73
52,67
52,82
53,64
54,59
54,74
54,67
57,78
58,69
59,79
61,95
62,81
64,73
67,70
67,89
71,98
72,97
72,87
76,86
78,88
86,93
93,94
