0,58
0,24
0,66
0,55
1,17
1,91
1,5
1,23
1,55
2,23
2,82
2,99
2,32
2,69
2,15
2,66
3,77
3,84
3,52
3,39
4,97
4,30
4,88
4,58
4,99
4,47
4,63
4,27
5,17
5,12
5,89
5,62
5,36
6,71
6,86
6,11
6,53
7,60
7,85
8,30
8,9
9,82
9,15
9,39
10,45
10,25
11,51
11,39
11,55
11,48
11,68
11,38
12,72
12,83
12,91
12,17
12,84
12,68
12,70
13,35
13,93
13,98
13,50
14,19
14,45
14,27
14,78
15,71
15,36
15,16
15,65
15,91
15,82
15,45
15,43
16,18
16,90
16,64
16,24
16,47
17,59
17,34
17,78
17,73
18,35
18,28
18,39
18,74
18,43
19,51
19,97
19,35
19,71
19,63
19,46
20,51
20,75
20,72
20,59
20,50
20,40
20,28
21,71
21,54
21,43
22,82
22,26
22,24
22,62
22,56
22,60
23,66
24,59
24,54
24,28
24,62
25,83
25,81
26,77
26,76
26,72
26,75
26,98
26,88
26,51
27,62
27,94
27,93
27,51
28,34
29,56
29,70
30,61
30,78
31,66
31,87
31,46
31,33
31,78
31,71
31,79
31,63
32,36
32,67
32,66
32,94
32,83
33,35
33,74
33,46
33,89
33,79
34,56
34,99
34,74
34,67
35,91
35,83
36,80
36,51
36,67
37,54
37,38
37,55
37,48
37,41
38,66
38,47
39,57
39,62
39,74
40,43
40,80
40,96
40,65
40,70
41,93
41,52
42,74
43,47
43,66
43,71
43,79
44,47
44,81
45,90
45,93
45,68
45,87
45,52
46,76
46,96
47,77
47,63
47,95
47,76
47,49
48,88
48,65
49,71
49,53
49,66
49,56
49,94
50,54
51,66
51,76
51,57
52,99
52,69
53,54
53,83
54,91
55,88
55,94
55,74
56,71
56,76
56,78
57,59
57,94
57,67
57,68
57,62
58,73
58,99
58,87
59,66
59,60
59,77
59,68
59,61
59,98
59,78
59,91
60,67
60,68
61,76
61,64
61,78
62,99
62,77
63,88
64,77
64,83
64,94
65,83
67,83
67,89
68,76
69,76
70,71
70,98
70,75
71,79
71,93
73,88
73,92
74,78
74,93
75,83
78,92
80,95
81,86
82,92
82,94
83,96
86,93
87,94
88,90
89,95
90,95
92,96
94,99
95,96
