1,0.676063
2,0.074056
3,0.074056
4,0.074056
5,0.074056
6,0.074056
7,0.074056
8,0.074056
9,0.074056
10,0.074056
11,0.074056
12,0.074056
13,0.074056
14,0.074056
15,0.074056
16,0.074056
17,0.074056
18,0.074056
19,0.074056
20,0.074056
21,0.074056
22,0.074056
23,0.074056
24,0.074056
25,0.074056
26,0.074056
27,0.074056
28,0.074056
29,0.074056
30,0.074056
31,0.074056
32,0.074056
33,0.074056
34,0.074056
35,0.074056
36,0.074056
37,0.074056
38,0.074056
39,0.074056
40,0.074056
41,0.074056
42,0.074056
43,0.074056
44,0.074056
45,0.074056
46,0.074056
47,0.074056
48,0.074056
49,0.074056
50,0.074056
51,0.074056
52,0.074056
53,0.074056
54,0.074056
55,0.074056
56,0.074056
57,0.074056
58,0.074056
59,0.074056
60,0.074056
61,0.074056
62,0.074056
63,0.074056
64,0.074056
65,0.074056
66,0.074056
67,0.074056
68,0.074056
69,0.074056
70,0.074056
71,0.074056
72,0.074056
73,0.074056
74,0.074056
75,0.074056
76,0.074056
77,0.074056
78,0.074056
79,0.074056
80,0.074056
81,0.074056
82,0.074056
83,0.074056
84,0.074056
85,0.074056
86,0.074056
87,0.074056
88,0.074056
89,0.074056
90,0.074056
91,0.074056
92,0.074056
93,0.074056
94,0.074056
95,0.074056
96,0.074056
97,0.074056
98,0.074056
99,0.074056
100,0.074056
