0,0.010101
48,0.020202
1,0.020202
34,0.030303
74,0.060606
2,0.010101
4,0.020202
3,0.010101
86,0.040404
70,0.030303
5,0.010101
7,0.030303
6,0.010101
55,0.030303
37,0.010101
91,0.040404
8,0.010101
98,0.030303
9,0.010101
77,0.040404
10,0.010101
95,0.020202
11,0.010101
94,0.020202
12,0.030303
14,0.050505
20,0.010101
35,0.020202
13,0.020202
21,0.020202
60,0.010101
22,0.010101
46,0.010101
89,0.040404
15,0.030303
32,0.020202
36,0.040404
64,0.010101
16,0.020202
68,0.010101
79,0.060606
17,0.040404
18,0.010101
52,0.020202
57,0.050505
63,0.020202
19,0.010101
72,0.030303
23,0.010101
53,0.020202
24,0.020202
25,0.010101
26,0.010101
97,0.040404
27,0.010101
51,0.030303
28,0.010101
61,0.020202
29,0.010101
90,0.020202
30,0.020202
78,0.020202
31,0.010101
58,0.020202
44,0.010101
33,0.010101
84,0.070707
54,0.020202
80,0.010101
43,0.020202
66,0.020202
38,0.010101
39,0.020202
65,0.010101
69,0.030303
40,0.010101
41,0.010101
42,0.010101
45,0.010101
47,0.010101
56,0.060606
49,0.010101
50,0.020202
67,0.010101
83,0.020202
73,0.020202
92,0.010101
62,0.010101
59,0.010101
96,0.020202
71,0.010101
88,0.020202
93,0.010101
82,0.010101
85,0.010101
99,0.010101
75,0.010101
76,0.010101
87,0.010101
81,0.010101
