1,1.0
2,0.502538
3,0.502538
4,0.502538
5,0.502538
6,0.502538
7,0.502538
8,0.502538
9,0.502538
10,0.502538
11,0.502538
12,0.502538
13,0.502538
14,0.502538
15,0.502538
16,0.502538
17,0.502538
18,0.502538
19,0.502538
20,0.502538
21,0.502538
22,0.502538
23,0.502538
24,0.502538
25,0.502538
26,0.502538
27,0.502538
28,0.502538
29,0.502538
30,0.502538
31,0.502538
32,0.502538
33,0.502538
34,0.502538
35,0.502538
36,0.502538
37,0.502538
38,0.502538
39,0.502538
40,0.502538
41,0.502538
42,0.502538
43,0.502538
44,0.502538
45,0.502538
46,0.502538
47,0.502538
48,0.502538
49,0.502538
50,0.502538
51,0.502538
52,0.502538
53,0.502538
54,0.502538
55,0.502538
56,0.502538
57,0.502538
58,0.502538
59,0.502538
60,0.502538
61,0.502538
62,0.502538
63,0.502538
64,0.502538
65,0.502538
66,0.502538
67,0.502538
68,0.502538
69,0.502538
70,0.502538
71,0.502538
72,0.502538
73,0.502538
74,0.502538
75,0.502538
76,0.502538
77,0.502538
78,0.502538
79,0.502538
80,0.502538
81,0.502538
82,0.502538
83,0.502538
84,0.502538
85,0.502538
86,0.502538
87,0.502538
88,0.502538
89,0.502538
90,0.502538
91,0.502538
92,0.502538
93,0.502538
94,0.502538
95,0.502538
96,0.502538
97,0.502538
98,0.502538
99,0.502538
100,0.502538
