0,0.04617
48,0.107868
1,0.096401
34,0.163904
74,0.125256
2,0.03547
4,0.069249
3,0.05538
86,0.141108
70,0.155693
5,0.0377
7,0.077298
6,0.036598
55,0.07332
37,0.0377
91,0.144814
8,0.040969
98,0.089095
9,0.039509
77,0.083828
10,0.028685
95,0.044761
11,0.028479
94,0.044016
12,0.08836
14,0.170334
20,0.040765
35,0.049041
13,0.037158
21,0.048763
60,0.026578
22,0.063477
46,0.063477
89,0.25159
15,0.058599
32,0.04011
36,0.080098
64,0.032519
16,0.131251
68,0.052649
79,0.362294
17,0.107927
18,0.046186
52,0.057836
57,0.171827
63,0.054914
19,0.031498
72,0.08007
23,0.053891
53,0.135734
24,0.071617
25,0.063891
26,0.063151
97,0.169155
27,0.034875
51,0.067103
28,0.053891
61,0.135734
29,0.02602
90,0.035142
30,0.051491
78,0.037976
31,0.029184
58,0.046562
44,0.027396
33,0.120802
84,0.377231
54,0.074098
80,0.029871
43,0.078599
66,0.046562
38,0.036598
39,0.062337
65,0.033555
69,0.132662
40,0.120802
41,0.056407
42,0.034875
45,0.063151
47,0.039509
56,0.284379
49,0.029184
50,0.07409
67,0.036811
83,0.113668
73,0.042044
92,0.095076
62,0.063891
59,0.032939
96,0.060114
71,0.063151
88,0.142987
93,0.038468
82,0.050988
85,0.050988
99,0.050988
75,0.05538
76,0.039509
87,0.026805
81,0.05538
