1,1.0
2,0.070707
3,0.020202
4,0.070707
5,0.020202
6,0.020202
7,0.030303
8,0.060606
9,0.020202
10,0.141414
11,0.020202
12,0.010101
13,0.010101
14,0.090909
15,0.040404
16,0.010101
17,0.030303
18,0.030303
19,0.010101
20,0.040404
21,0.050505
22,0.141414
23,0.030303
24,0.050505
25,0.060606
26,0.222222
27,0.161616
28,0.020202
29,0.030303
30,0.040404
31,0.050505
32,0.080808
33,0.020202
34,0.020202
35,0.010101
36,0.010101
37,0.010101
38,0.010101
39,0.020202
40,0.040404
41,0.090909
42,0.080808
43,0.020202
44,0.010101
45,0.030303
46,0.020202
47,0.010101
48,0.010101
49,0.090909
50,0.010101
51,0.010101
52,0.060606
53,0.010101
54,0.080808
55,0.050505
56,0.050505
57,0.20202
58,0.050505
59,0.010101
60,0.050505
61,0.020202
62,0.020202
63,0.060606
64,0.020202
65,0.010101
66,0.050505
67,0.060606
68,0.212121
69,0.020202
70,0.060606
71,0.010101
72,0.010101
73,0.080808
74,0.060606
75,0.010101
76,0.050505
77,0.020202
78,0.020202
79,0.020202
80,0.050505
81,0.070707
82,0.010101
83,0.10101
84,0.060606
85,0.060606
86,0.040404
87,0.010101
88,0.040404
89,0.090909
90,0.040404
91,0.010101
92,0.020202
93,0.070707
94,0.030303
95,0.060606
96,0.030303
97,0.020202
98,0.010101
99,0.10101
100,0.030303
