1,0.141414
2,0.181818
18,0.181818
23,0.232323
37,0.262626
44,0.121212
54,0.252525
55,0.141414
56,0.161616
64,0.262626
72,0.242424
80,0.171717
81,0.242424
82,0.161616
90,0.262626
5,0.171717
6,0.272727
12,0.161616
16,0.161616
29,0.171717
30,0.191919
41,0.20202
46,0.262626
52,0.212121
53,0.242424
60,0.212121
67,0.212121
73,0.292929
94,0.20202
96,0.131313
97,0.181818
98,0.252525
3,0.272727
8,0.191919
17,0.161616
21,0.191919
22,0.191919
26,0.191919
42,0.262626
45,0.191919
47,0.242424
50,0.181818
59,0.151515
61,0.191919
63,0.232323
71,0.272727
77,0.212121
79,0.252525
83,0.242424
84,0.242424
89,0.242424
100,0.20202
4,0.181818
13,0.232323
14,0.151515
15,0.262626
20,0.212121
24,0.131313
69,0.242424
87,0.232323
7,0.191919
9,0.242424
11,0.171717
34,0.171717
68,0.161616
10,0.161616
27,0.181818
31,0.232323
38,0.171717
58,0.131313
62,0.20202
65,0.252525
75,0.20202
25,0.191919
28,0.212121
35,0.20202
36,0.242424
39,0.20202
48,0.262626
85,0.242424
99,0.242424
70,0.191919
33,0.121212
40,0.272727
49,0.191919
57,0.20202
66,0.222222
78,0.171717
86,0.171717
88,0.262626
93,0.141414
76,0.10101
92,0.161616
43,0.191919
74,0.181818
91,0.212121
95,0.121212
19,0.171717
32,0.151515
51,0.161616
