Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,74,,86,70,,55,,,,95,94,"35,20,14",60,"46,98,22","64,36",,"57,63",,63,12,72,14,,94,,,51,61,,98,58,15,,"1,54,79",80,58,,55,65,84,91,,36,32,97,,,,66,"57,67","42,83","73,17",,,6,83,"17,50",36,96,13,28,,19,,39,"49,36",50,16,"56,39",,97,"93,21","90,52","1,82",86,,,30,"16,89",35,,74,56,"88,33,53,79",,56,78,,"91,14,79",,"89,41,43,7",,,24,,"74,59","26,45,71",30,
t2,"99,77",,"56,81","24,79",,69,,,,,24,"80,46",,30,43,,"89,25,50,19",,17,"35,14",93,"89,12",,,,,83,84,,"8,14",36,"64,36",,"16,74,70,95",,31,,6,,33,43,,66,15,"79,71",,,,36,"89,25,62",,63,,,,51,,43,74,21,,,,,69,58,,79,"65,48,83,86,92",,"45,79",13,17,,"56,3",,,98,"68,14",,,"96,85,77","84,86","16,89,23",,"48,83,84,92",30,,"98,70,46,84,22",,"57,36,5",,,70,,"1,82",,78,
t3,"9,76,47",,"48,83",16,,,,,,,70,,,,,,"67,79",,57,"80,98,22",,"57,91,35",,,,,56,"40,56,53,79",,"46,89,22","66,43",43,,"99,4,68,77,82,24",,,,,,,36,,,36,"16,89,34,70",,,,15,91,,,,,,,,91,99,72,,,,,55,31,,"89,34,70,97","81,51,75,3",,,,"57,18,63",,"48,83",,,,"98,22",,,"9,59,76,47","40,88,61,53","91,14",,"33,61,53",,,"24,33,56,88",,"50,62",,,"4,79",,,,,
t4,,,,,,,,,,,4,,,,,,"16,70",,"25,50",8,,"7,41,80,17,50",,,,,"84,86,92","16,89,70,23",,,91,,,"9,2,76",,,,,,,58,,,"58,66","57,4,14,68",,,,32,"41,43,7",,,,,,,,"41,7",,88,,,,,6,,,"1,71,45,14,24,26,91",,,,,"89,25,19",,51,,,,30,,,,"72,28,23","46,12,22,7",,23,,,"94,83,86",,,,,"89,34,84",,,,,
t5,,,,,,,,,,,2,,,,,,24,,,,,"18,63",,,,,"33,3,75,79,53","91,4,68",,,,,,,,,,,,,,,,31,"62,50,46,98",,,,44,5,,,,,,,,5,,84,,,,,,,,"7,74,12,46,22",,,,,"14,79",,"42,27",,,,,,,,"93,21",20,,,,,3,,,,,"1,14,53,56,88",,,,,
t6,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,34,70","2,7",,,,,,,,,,,,,,,,,"8,67",,,,,,,,,,,,,,,"33,40,79,53,61",,,,,,,,"96,35,99,77,82,20,85",,,,,"98,84,70",,,,,,,,,,13,,,,,,,,,,,"69,72,48,83,22",,,,,
t7,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89,70,97",,,,,,,,"80,9",,,,,"40,88,53,30",,,,,,,,,,60,,,,,,,,,,,"55,39",,,,,
t8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,14,71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,65,6",,,,,
t9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98,12,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
