Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,"34,74",,86,70,7,55,,98,,,,35,60,"89,98,46",64,68,57,,,,72,,53,"94,70",,,,61,90,"98,78",58,"44,15",,"1,54,79",,"66,43,15",7,,"65,69",84,,,36,32,,,,,66,"57,67","42,27","73,17","84,23","34,95","38,69,6","48,84,69,92","17,50,62","36,31",,13,"28,84",57,19,15,39,"49,36",50,,39,4,,"88,93,21","90,52","99,85,77",,77,"9,47",30,"89,70",,,74,"56,51","56,33,88,53",,"56,81,75,3",78,72,"14,79","73,29",43,56,,24,"10,54",74,26,"8,14,30",74
t2,"85,79",,"56,81",79,"91,37",38,,14,,,,80,,"30,79",,,"89,25,50,62",,,,"88,93",,,79,,,,84,73,,36,"64,36",,"97,74,84,95",,,"91,5",,55,61,,,15,,,,,,,,,"57,18,63","40,56",,"56,39","40,61,53",52,"66,43,15",,,"33,53,79","89,50",,"32,36",69,"58,43",,,65,,,,17,"9,47",,,,98,14,,,"96,1,85","48,92","72,48,83,86,23",,"48,83",30,,"97,34,98,70,46,84,22",52,,"84,69",,70,,"1,99,77,82,85",,"89,46",82
t3,97,,"92,69","16,89,34,84","89,41,43",,,"89,12,46",,,,,,"97,34",,,"67,14,79",,,,,,,"16,97,84",,,,56,,,,"58,43",,"96,82,99",,,"89,43",,38,28,,,32,,,,,,,,,"89,25,19,62","48,83,92",,"65,83,84,86",,,"32,91",,,"16,89,34,70","91,67,79",,"58,43","56,55",31,,,,,,,,,,,,14,"98,12,22",,,34,,"93,21",,51,,,"1,33,71,40,53,24,26,88,61,30",,,"88,53",,4,,"9,34",,79,
t4,"45,71",,,"68,88,53,56,91","57,79",,,"91,35,79",,,,,,"1,26,45,71",,,"34,12,16,84,22",,,,,,,"56,88,61,45",,,,"69,48,83,86,92",,,,,,59,,,"57,79",,,,,,44,,,,,,,,,14,51,,"33,75,79,51,53",,,44,,,"4,14,68","41,43",,,"38,92,6",,,,,,,,,,,,,89,"35,30",,,"54,79",,13,,,,,"72,74,78,23,94",,,23,,2,,79,,"16,84",
t5,,,,"69,7,72,41,43,92","97,70,16,84,25",,,"34,70,7,16,84",,,,,,,,,"33,35,68,40,53,61",,,,,,,"72,83,69",,,,"81,75,3",,,,,,,,,"97,34,16,50,84",,,,,,,,,,,,,,,"98,46","42,27",,"89,34,27,42",,,,,,"2,12,46",36,,,,,,,,,,,,,,,,"91,79",78,,,"16,89,84,95",,,,,,,"96,82,85,21,93",,,,,,,"16,97,84",,"33,68,40,53,56,88",
t6,,,,"36,37,39","24,40,68",,,"1,33,68,37,56,88,61",,,,,,,,,"28,23",,,,,,,93,,,,,,,,,,,,,"1,67,71,45,53,54,26,61",,,,,,,,,,,,,,,,,,"57,91,14",,,,,,"35,20","58,66",,,,,,,,,,,,,,,,"16,7",87,,,"56,61,14",,,,,,,59,,,,,,,"33,71,45,53,56,26,88",,"48,83,92",
t7,,,,66,,,,"83,28,86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,95,23",,,,,,,,,,,,,,,,,,"98,7,41,43,17,25",,,,,,,"49,31",,,,,,,,,,,,,,,,"68,5",,,,"46,83,12,22",,,,,,,,,,,,,,"48,69",,,
t8,,,,,,,,"81,51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,"52,5,30,63",,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,55,,,
t9,,,,,,,,"42,27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,78",,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,38,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
