Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,34,,86,2,7,,91,98,77,95,94,35,"60,21","89,12,22","32,64",68,57,17,63,12,"72,13",,,"94,70",57,,,61,90,78,,44,84,,,"66,43,15",7,,65,,,51,,,97,,77,,66,57,"42,27","73,17",23,"34,95",6,"83,84,86","17,50,62",,,13,28,57,,,39,36,50,16,,"24,4",,93,90,"96,1,99",,77,"9,74,47",30,"16,34",35,86,74,51,"56,61,53",74,75,,72,91,29,"89,41",,72,,10,"74,59","45,79","14,30",74
t2,"54,79",,"81,75",,,,"41,43","14,30","74,76,47",,,,72,91,44,,"89,25","52,63",,35,88,,,4,"17,50",,,84,,87,,,"40,56,88",,,"32,91",,,,,,,,,26,,"9,74,76",,,"62,17,25",,"18,90",,"1,10",,"88,61,53,79","18,67,52",,,,,17,,,69,15,57,,,94,,,29,34,,,"96,1,82",,1,,"56,3","1,85",27,"48,83,69","96,1,82,77",,,93,41,,,,88,,,"1,82,99","84,70","78,46","82,85,77"
t3,"70,95",,,,,,,"46,78,22,89","96,1,82,99",,,,,41,,,,"73,19",,80,,,,,"67,52",,,"40,33,53",,,,,"72,83",,,,,,,,,,,,,,"96,82,99,85",,,"18,52,63",,29,,,,"97,34,70,16,23,89",,,,,,"18,52",,,55,,89,,,,,,,79,,,"34,59",,74,,84,,,"51,55,39","34,59,47",,,,,,,,84,,,34,"24,33,56,88",87,"9,47"
t4,"24,10,4",,,,,,,"57,91,79",34,,,,,,,,,90,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,"73,19",,,,,,"1,71,14,54,91",,,,,,73,,,"38,6",,"91,14",,,,,,,"97,70",,,54,,85,,"40,33,61",,,"65,42,38",79,,,,,,,,"56,53",,,79,"48,92,69",,
t5,2,,,,,,,"34,84,62",79,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,90,,,,,,"46,41,74,22",,,,,,90,,,,,"41,98,7",,,,,,,"26,71",,,,,,,28,,,,"89,97",,,,,,,,"69,86",,,"89,84,70","55,39",,
t6,,,,,,,,"88,53","89,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"96,99,77",,,,,,29,,,,,"37,5,30",,,,,,,,,,,,,,,,,,"71,45,14,57,26",,,,,,,,"81,75,39",,,"33,40,91,14,56,57,88","38,65,6",,
t7,,,,,,,,23,"40,33,57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,76",,,,,,,,,,,78,,,,,,,,,,,,,,,,,,"62,17,22,25",,,,,,,,,,,"72,41,12,48,50,83,86,25",,,
t8,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,"67,35,75,81,93",,,
t9,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
