Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,,4,86,2,7,55,"37,5",98,77,,,"35,20,14",21,"89,98",64,,"52,63",17,,,"72,13",14,,"94,70",57,,51,61,90,98,58,44,84,1,12,"58,43,66",7,,,,,51,91,32,97,,,,66,57,,"73,17",,95,38,"84,69","89,17,50,25,62",36,96,,28,,17,15,,36,,16,"56,55,39","24,79",,"88,93",90,"1,82,99",86,77,76,87,"16,97,34,84",35,,74,56,"40,33,88",,75,,,"57,91,79",73,"41,43",56,72,11,,59,79,"8,14,30",
t2,,,"56,81",,,,,"14,30",,,,"89,22",72,"30,79",,,,57,,,93,"89,98,46",,"11,4",17,,42,,,8,,,"40,53",74,"20,14",91,5,,,,,83,41,,"26,71",,,,36,89,,"57,18,63",,10,,"40,61","91,67,14,63","66,43,15",74,,,,"57,18",36,,"43,15",,79,"6,83,84,86,92","16,97,34,94",,,,,3,"9,47",,,"68,40,45,53,54,56,61",12,,"1,85,77","92,86",,,,,,"34,7,41,43,17,50,84,25,62",52,36,"84,69,86",21,,,,"16,70","89,78",
t3,,,"48,84",,,,,"89,78,12,46",,,,"57,91,79",88,"16,84,70",,,,"89,25",,,,"8,57,91,30",,,18,,,,,,,,,,89,"41,7",,,,,,,,,,,,,"58,43","14,79",,25,,,,28,"46,41,19,22","49,91",85,,,,"89,50",66,,"32,91",,"89,84,70,97","3,40,75,51,88","1,68,71,45,54,26",,,,,,,,,"48,28,69,23",20,,"9,76,47",3,,,,,,"67,36,37,18,54,61",17,"58,66","39,79,81,53,88,61",,,,,24,"57,91,87,79",
t4,,,"88,61,79",,,,,"57,35,20,79",,,,"41,34,50,84",,"4,68,53,24,88",,,,91,,,,"17,25",,,,,,,,,,,,,"57,79","37,5",,,,,,,,,,,,,31,"97,34,98,16,84",,,,,,,,"41,7",,,,,"67,14,79",,,"44,7",,"33,4,91,14,53,56,88","72,27","74,95",,,,,,,,,,,,,,,,,,,"28,95,15","18,63",49,"72,28,70,23",,,,,94,"7,41,16,50,84,25,62",
t5,,,"97,34,70,16,89,28",,,,,"25,34,50,70",,,,"1,33,40,56,88,61",,"2,23",,,,"41,43",,,,"18,52",,,,,,,,,,,,,"97,70,16,50,25,62",,,,,,,,,,,,,,,"1,33,71,8,40,45,53,54,56,26,61,30",,,,,,,,,,,,,"97,98,70,46,16,84",,,,,"2,98,72,22,23,92","93,21","10,82",,,,,,,,,,,,,,,,,,,"64,10",,,"24,21",,,,,,"33,68,37,5,40,56,88,61",
t6,,,"57,91,45,54",,,,,"1,67",,,,"48,83,28,92",,,,,,36,,,,73,,,,,,,,,,,,,"26,67,4,71",,,,,,,,,,,,,,,"86,83,28,78",,,,,,,,,,,,,"56,4,71,8,40,45,53,24,26,61,30",,,,,"8,93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"69,72,92,86,28",
t7,,,"17,50,41",,,,,74,,,,,,,,,,"66,15",,,,90,,,,,,,,,,,,,2,,,,,,,,,,,,,,,"3,75,81,51,87",,,,,,,,,,,,,"28,94,23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"75,93,21,39",
t8,,,"18,67,52",,,,,"96,77",,,,,,,,,,"64,49",,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42,27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t9,,,73,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
