Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,,,,"2,70",,,5,,77,95,94,"20,14",60,"98,22","32,36",68,"57,52,63",,63,,72,14,53,,,,51,,,"98,78",58,44,84,54,"80,12","58,43,66,15",7,55,,84,,,36,32,,,,56,,"57,67","83,42,27","73,17",84,34,,"48,83,84,86","89,17",,96,13,84,57,19,,39,49,,16,55,"24,4,79",97,93,"90,52","96,85",,77,47,30,"16,89,34,84",,,74,51,"40,79,53,56,88,61",,"81,75,3",78,84,"91,14",73,"89,41,43,7",,,11,54,,"26,71","8,14",
t2,,,,"24,79",,,,,74,,,"89,22",,30,66,,"25,50",,,,,"89,98,46",84,,,,83,,,87,,,"40,79,53,56,88,61",95,14,"32,31",91,,,33,,,15,,,,,"83,84,69",,,56,"18,90,63","61,79",79,,"33,75,79,53,88,61","18,91,14",,74,,"40,33,53,79","89,17",,,,,,,6,"97,2,34,84,89,94",,,17,,,9,,,"33,53,54,88,57",,,"1,99",27,"97,72,16,83,23,89",,,30,"56,79","41,43,46,7",52,"57,36,5,79",,,,34,,,"89,22",
t3,,,,"16,89",,,,,"96,1,99,85",,,57,,,,,,,,,,57,"88,33,79",,,,,,,,,,"34,69,70,72,16,83,86,92",10,22,44,"89,41",,,,,,,,,,,"33,51,53,55,61",,,48,29,"34,28,70","89,70",,"34,72,16,23,89,28","12,22",,85,,"34,70",91,,,,,,,,"33,71,11,45,14,53,61",,,18,,,,,,"17,50,95,23",,,34,,"71,45,14,21,26,93",,,98,"97,69,70,83,86,89,92","37,5",17,"34,66,50,84,25,58",,,,1,,,"91,79",
t4,,,,"91,14",,,,,34,,,"17,50,25",,,,,,,,,,"17,62","16,97,70",,,,,,,,,,"39,51,21,24,93",,,,,,,,,,,,,,,"27,28,6",,,,,"24,1","24,91,4",,"54,1,14,57","35,20",,,,"24,4",,,,,,,,,"46,98,22,23",,,,,,,,,"10,67,52",,,79,,"13,22",,,14,"3,71,45,14,51,26",,"57,18,63","33,67,40,49,54,61,31",,,,,,,"16,34,70",
t5,,,,"43,22,7",,,,,"54,79",,,18,,,,,,,,,,52,"24,68,45,71",,,,,,,,,,"65,13,94",,,,,,,,,,,,,,,,,,,,94,"41,2,94,7",,"74,12,17,22,62,95",80,,,,,,,,,,,,,8,,,,,,,,,73,,,84,,,,,"89,12",22,,"25,50",95,,,,,,,"68,54",
t6,,,,"36,37",,,,,84,,,,,,,,,,,,,73,94,,,,,,,,,,"11,60",,,,,,,,,,,,,,,,,,,,,,,"18,20,82,52",,,,,,,,,,,,,,,,,,,,,,,90,,,"56,88",,,,,"35,20",,,,,,,,,,,,
t7,,,,58,,,,,"88,61",,,,,,,,,,,,,90,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,"69,72,48,86,92",,,,,,,,,,,,,,,,,
t8,,,,31,,,,,"72,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,"81,75,39",,,,,,,,,,,,,,,,,
t9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
