Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,,4,86,,,,91,,,95,,35,21,"89,98,46","32,36","68,79",18,17,63,12,72,,,70,57,,51,,,98,58,"44,15",,"1,54,79",,"58,15",,,69,84,,51,36,32,97,14,77,56,,67,42,17,23,95,69,"48,83,84,92",62,36,96,13,,,"17,19",15,39,"49,36",50,16,"56,55",4,97,93,,"96,82,99",86,,76,30,"16,97",,,,51,"40,33,88,61",,"81,75,3",78,84,"57,91",,"89,41,43,7",,,24,10,59,"26,45,79",30,
t2,,70,"81,75",,,,41,,,54,,,72,"57,91","58,43",97,,"57,52",17,"35,14","88,93",,,79,"89,17,50,62",,,,,14,,"64,36",,"84,70,95",,,,,"56,55",53,,,58,15,26,"89,98,12,22",76,69,,,,57,,10,,"40,33,61,53",,15,,,,,"57,18,52",36,69,"58,43,15",,,"83,92,38",2,"26,45,79",,,59,"81,3",,,,"68,45",,,,42,,,,,"40,33,53,79","7,41,43,17,50,62",,"57,37,14,79",,,70,,,"89,34,84,70",78,
t3,,79,,,,,,,,,,,"88,93","25,50,43,41","91,31",26,,"73,25,62",52,"80,98",84,,,"34,84","91,14",,,,,"46,89,22",,"58,43",,"33,40,24,88,61",,,,,"38,6",23,,,31,36,,"91,35,20,79",,39,,,,,,,,28,,"32,64",,,,,"73,25","58,66",56,32,,,,,"89,34,70",,,,,,,,,,,,,,,,,"16,23","36,37,18,52,63",,"97,34,98,16,17,84,62",,,,,,"33,40,14,54,88,57,91,61",,
t4,,"89,97",,,,,,,,,,,,67,"89,41",,,,73,,"33,61",,,"1,33,56,88,61","41,43,7",,,,,"57,79",,91,,"28,94",,,,,,,,,,"58,43,66",,"16,43,70,7",,,,,,,,,,,,,,,,,90,,"48,83,84,86",44,,,,,"24,57,4",,,,,,,,,,,,,,,,,,19,,"1,8,53,88,61,30",,,,,,"98,7,41,17,22,28,62",,
t5,,"57,91,71",,,,,,,,,,,,,"57,14",,,,90,,28,,,"69,92,48,83,28",,,,,,"25,50,70,97",,"41,7",,11,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,"51,79",,,,,,"25,2",,,,,,,,,,,,,,,,,,,,"72,74,78",,,,,,"37,5,8,18,52,30,63",,
t6,,"50,43,62",,,,,,,,,,,,,"98,12,46",,,,29,,,,,39,,,,,,"24,67,71",,37,,,,,,,,,,,,"41,7",,,,,,,,,,,,,,,,,,,,,"34,70,16,89,27",,,,,,,,,,,,,,,,,,,,,,,,,,"93,21",,,,,,73,,
t7,,36,,,,,,,,,,,,,"8,20",,,,,,,,,,,,,,,94,,,,,,,,,,,,,,"37,5",,,,,,,,,,,,,,,,,,,,,"4,68,54,24,57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t8,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,2,95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t9,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
