Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,,,86,"2,70",,,"91,37,5",98,,,94,20,"60,21",,32,79,"57,18,52",,63,,,,,94,57,97,,,,98,,15,,"1,79","80,12","58,66",7,,,84,,,,,,,77,,66,,"83,42,27",17,,,"38,69,6","84,86","89,50",36,96,13,84,,17,15,,,,16,39,79,97,88,90,"96,82,85",86,,"74,76,47",30,"16,97,34,70",35,,74,,"40,56,61,79",74,"56,75",78,72,,,"41,43",56,72,11,10,59,79,14,74
t2,,,"81,75",79,,,"89,41,43",,,,24,,,,,"97,34,70,84,89","89,25,50,62",,17,,,,,,,"45,79,71",,,,,,"64,36",,"70,74,16,84,89",14,,"91,5",,,"56,88,53",,,,,,,9,,,,,63,,,"56,39","88,33,3,53","91,67,79","66,43",,21,"56,53,79",,"57,18,52",,,,,79,65,"16,97,84","26,79",,29,,,,"1,99",,"1,71,45,54,24",,,"85,77",,"97,34,69,70,48,86,89","1,82,99","69,48,83,84,92",30,21,,,,"48,84","88,21",,,,"16,89,34,70","46,12,22","96,1,85"
t3,,,,"16,89,84",,,"14,79",,,,,,,,,"4,40,45,54,57,91","91,79",,18,,,,,,,"16,89",,,,,,43,,"33,99,4,14,82,53,56,88,61","89,98,46",,"89,43",,,92,,,,,,,,,,,,19,,,"84,92",72,"97,7,41,43,16",91,,,"16,89,92,69",,"73,25,50,89",,,,,"89,97",,"68,40,45,53,56,88","16,34",,,,,,,,95,,,9,,"1,75,81,55,24",34,"39,40,79,53,88,61",98,13,,,,"40,88,61,79",13,,,,"91,4,54,68",20,
t4,,,,"56,14",,,"97,34,98,70,16,84",,,,,,,,,"7,43,17,62,95","16,41,97,7",,,,,,,,,91,,,,,,,,"2,98,69,12,46,48,22,23,92",30,,"36,14",,,,,,,,,,,,,,,,,,"88,33,61,53",21,"26,45,71",89,,,"91,39",,"90,14,79",,,,,57,,"48,83,86,23,92","1,68",,,,,,,,,,,,,"94,74,38",,"65,97,70,72,16,89",,,,,,"16,97,34",60,,,,"95,7",,
t5,,,,"98,69,12,46,83,86",,,"1,33,68,8,53,88,61",,,,,,,,,"18,36,37,52",5,,,,,,,,,,,,,,,,,8,78,,"66,12,46,98",,,,,,,,,,,,,,,,,,23,13,,79,,,"65,43",,"97,12,16,84,22,29",,,,,"17,50,25",,"81,51,75,3",,,,,,,,,,,,,,"96,82,99,77",,"93,21",,,,,,"54,71",,,,,"37,5",,
t6,,,,"35,3,39,8,75,20,55,30",,,"72,74,28",,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,60,,"16,97,34",,,36,,"33,35,68,45,53,56,88",,,,,"18,63",,27,,,,,,,,,,,,,,"59,76",,,,,,,,95,,,,,,,
t7,,,,"65,6",,,"96,99,82,21,93",,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,54,71",,,,,"72,80,83,86,92",,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t8,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74,95",,,,,"75,93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
