Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,"34,74",4,,70,7,,37,98,77,95,94,"35,20,14",60,"46,98,22","32,64",68,57,,63,12,,14,,70,57,97,,,,"98,78",58,"44,15",,,,,,,65,84,91,51,,,97,,,,66,57,,"73,17",84,34,,"48,69,86","89,17,50,25,62",31,,,,57,17,,,49,50,,56,,97,21,90,"96,85",86,77,"74,76","30,87","16,34,84,70",35,,74,56,"56,53,79",,"56,75,3",78,84,"57,91,14,79","73,29",89,56,72,24,10,59,"26,79,71","8,14",74
t2,"82,85",70,,24,"91,37",,,30,"74,76,47",,24,46,,8,,,62,,17,,,,,4,"89,62",45,,,,"14,87",,,,,,,,,,"88,33,53",89,,,,"26,79",,,,36,"25,62",,"57,90","40,33,56","1,79",,"75,55,39","18,52",,,,,50,18,,,,,,"48,83,84,86,92",,79,13,29,59,56,9,"96,99,85",,"88,33,61,53",12,,"96,1,85","92,86","97,92,69,23",,"48,83,92",,"40,61,53,79","97,98,70,12,17,50,25,62",,,"48,84,69",88,70,,,"16,84,70",22,
t3,,24,,,"89,43",,,78,"1,82,85",,,,,,,,,,"57,18",,,,,2,"91,14,79",,,,,"46,12,22",,,,,,,,,,23,"14,79",,,,"89,84",,,,"43,15",,,"89,29","83,92","16,89,70",,"65,6",,,,,,,,,,,,,"75,79,81,51,53,88,61",,"16,34",60,,,"48,83,92",,,,"72,28",20,,"34,59","81,75","71,55",,,,"89,34,28,97","4,8,45,18,52,24,30,63",,,"40,33,88,61",,,,,"56,33,68,61",,
t4,,94,,,"57,36,14",,,87,,,,,,,,,,,"89,50",,,,,,"97,70,41,43,46,84,22",,,,,,,,,,,,,,,,"97,84,46",,,,"40,14,53,56,61",,,,"32,91,64",,,"91,79",51,"4,68,14,24,91",,,,,,,,,,,,,,,"97,16,23,89,27,28",,"68,54",,,,,,,,21,,,54,,38,,,,"1,26,91,71","94,2,78",,,,,,,,"92,69",,
t5,,,,,"98,12,15,17,22,58",,,,,,,,,,,,,,"91,67,79",,,,,,"88,33,36,71",,,,,,,,,,,,,,,,"53,71",,,,"98,46,48,22,28",,,,"89,41,44,7",,,"34,70,7,16,84",42,"98,12",,,,,,,,,,,,,,,"26,45,71",,95,,,,,,,,,,,,,,,,,"41,74,7","11,87",,,,,,,,55,,
t6,,,,,"8,32,30",,,,,,,,,,,,,,"97,70,7,41,43,16",,,,,,"72,58,66",,,,,,,,,,,,,,,,,,,,8,,,,"37,79",,,"33,68,37,40,56,88,61",,35,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,"96,85,77",,,,,,,,,,,
t7,,,,,"44,78",,,,,,,,,,,,,,"37,4,5,36",,,,,,"21,31",,,,,,,,,,,,,,,,,,,,,,,,"97,34,84",,,"72,48,83,86,28",,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t8,,,,,87,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,71,45,53,54,26,61",,,"81,51,21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
