Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,34,,,2,,,91,98,77,95,94,"35,14",60,"46,22","64,36",79,"57,18",,63,,,,,"94,70",,,,,,78,58,15,,79,"80,12","66,15",,55,,,,51,,32,97,,,56,,57,"83,42,27",73,84,95,38,"48,83,86","89,17,50",31,96,,,,"17,19",15,,36,,16,"56,39","24,4,79",,21,,"96,1,99,77,85",,77,"9,76",,"97,34,70",35,,74,56,61,74,"81,75,3",,72,"57,79","73,29","89,41,43,7",,,,54,74,79,"8,30",
t2,79,,,,,,43,30,"76,47",54,,"89,22",,,,"97,84","89,25,50,62",,,,,,,11,,,,,,,36,64,,"89,70","20,14",49,,69,,,,83,,15,26,,,"83,92,69,86",,"62,17,25",56,90,"40,33,88",10,,"81,75,3","67,14,79,52,91,63",,,,,,"57,52",,,"58,43",,,"48,83","16,97,34,94",,13,,"9,59,76",,"9,74,47",,,"4,45",,,"99,77",69,,"82,99,77",,,"93,21","16,25,50,62",52,"57,5",,,,34,"1,82,85","16,84",78,
t3,"16,70",,,,,,36,78,,34,,79,,,,"33,61","67,14,79",,,,,,,,,,,,,,"66,43",,,24,"46,89,98,22",,,56,,,,,,36,,,,"81,51,75,3",,63,"84,92",,72,,,,"34,98,70,7,43,12,46,16,19,22",,,,,,"89,50,62",,,"91,31",,,51,"26,45",,60,,,,96,,,,,,9,,,9,,,13,,17,"17,50,62",,,,,,"68,53",,
t4,"4,68",,,,,,66,,,,,"16,97,34",,,,,"70,84,46,97",,,,,,,,,,,,,,91,,,,"8,79",,,"48,92,86",,,,,,"66,43",,,,"42,27",,,"88,61,79",,21,,,,"4,37,36,68,8,20,54",,,,,,"91,67,14,79",,,"89,7",,,27,,,,,,,59,,,,,,,,,,,,60,,"18,63",18,,,,,,23,,
t5,2,,,,,,,,,,,"1,71",,,,,"33,71,40,45,53,88,61",,,,,,,,,,,,,,89,,,,"97,34",,,,,,,,,49,,,,,,,"16,89",,13,,,,"58,95",,,,,,"97,34,7,41,22",,,"57,5,14,79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t6,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,"14,79",,,,1,,,,,,,,,,,,,,,,"57,68",,,,,,10,,,,,,"1,5,71",,,"98,70,46,50,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"97,34,70,16,84",,,,74,,,,,,,,,,,,,,,,"17,62",,,,,,,,,,,,,,,"8,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"88,71",,,,"99,85,77",,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,"9,76,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
