Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,34,,,,,,"91,5",98,,,94,"20,14",60,"98,12,46",32,79,"52,63",,63,12,,14,53,70,57,,,61,,78,58,,,"1,54,79","80,12","58,43,66",7,,65,,91,,91,32,97,14,77,56,66,57,"42,27",,"84,23",,69,"84,86,92","62,17,25","36,31",96,,28,,"17,19",,39,,,16,"56,55,39",79,,"93,21","90,52","96,1",86,,76,30,"16,97,34,70",,,,"56,51","56,33,53,79",74,"56,81,75,3",78,,"91,14",,89,,72,,,"74,59","45,71","8,14",
t2,79,,,,,,89,,,,,98,,"35,20,30",,,"73,19",,17,35,,"98,12",84,,"17,50,62",,,84,,87,36,,,"16,89,84,70",14,"49,91,31","91,5",,,,,,"41,7",,"26,79","89,98,12,22",,"84,69,86,92",,62,,,"40,88,79",,"56,39","33,3,40,81,53,61",52,15,,,,,18,,,,,79,"86,84,38",,,,"17,29","34,59","56,3",,,98,"4,71",,,,69,"16,86,69,70","82,99","83,92",,,"98,43,12,46,22",,"14,79",,,,,"1,82",,"12,46",
t3,"16,84",,,,,,57,,,,,,,80,,,90,,"57,18,52",,,"35,20","33,79",,"52,63",,,"40,56,53,79",,,"43,15",,,"4,68,88,57,61",,7,"41,43",,,,,,37,,"16,89,34,84","8,35",,"3,39,75,79,81,53,88",,,,,"16,34,72,70",,"48,86",,,,,,,,,,,,,"34,84,70","40,88,53,79",,,,63,"54,79","48,84,92",,,"8,14",,,,,55,"3,4,68,39,75,81,55,24",,,,,"35,36,8,20,30",,"97,70,12,16,84,22",,,,,,,"35,20",
t4,"88,33,68,61",,,,,,"25,50",,,,,,,,,,,,"89,73,62",,,80,"89,34,97",,19,,,"34,69,83,86,23,92",,,"32,91",,,"72,2,28,50",,"37,5",,,,,,,,,"33,68,14,53,54,88,91,61",80,,"65,97,72,16,23",,,,,"93,21",,"75,3",,,,,,,,,,,,,"1,33,54,24,56","72,34,23",,,,19,"16,70,95","40,88",,,"12,22",,,,,6,"65,2,38",,,,,66,,"4,68,71,53,26",,,,,,,,
t5,,,,,,,67,,,,,,,,,,,,90,,,,"1,71,54,57,91",,,,,"1,3,81,54,55",,,89,,,"67,21",,,,,,,,,,,"98,41,43,22,23,28,95",,,"68,45,21,26,93",,,,,13,,,,,,,,,,,,,,,"48,74,92,86","1,93,21,54",,,,,"24,4,68",,,,"35,20",,,,,,,,,,,,,"2,23",,,,,,,,
t6,,,,,,,,,,,,,,,,,,,29,,,,"7,41,43,17,25,95",,,,,"74,95",,,,,,13,,,,,,,,,,,,,,13,,,,,60,,,,,,,,,,,,,,,"96,82,77",13,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,
t7,,,,,,,,,,,,,,,,,,,,,,,"37,5,10,18,52",,,,,"96,10,82,77",,,,,,60,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t8,,,,,,,,,,,,,,,,,,,,,,,73,,,,,"76,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t9,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
