Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,"34,74",,86,2,7,,5,,77,,94,"35,14",60,"89,12,46","64,36",,52,,,12,13,,53,"94,70",57,,51,,90,98,,44,84,,80,"58,43,15",7,55,,84,91,,36,,97,14,77,56,66,57,"42,27",,,34,69,"69,83,84,86,92","62,17,25,89",31,96,13,"28,84",57,19,,,"49,36",,16,"56,55,39",24,,88,52,"96,1,99,77",,,"9,74,76,47",,"16,97",35,86,74,56,"40,56,79",,"56,75,3",78,84,57,,"89,43",56,,,"10,54",74,"45,79,71","8,14,30",74
t2,"77,54,79",,"56,75",,,,,,76,,24,"80,89",,"57,20","58,43,66",,73,,,,60,,,"4,79","89,62",,42,,,8,,,"40,79,53,56,88,61",,,32,"91,5",6,,56,,,15,,"79,71","89,98,22","74,76",,,,,,,,39,"33,40,51,53,55,88","18,91,79",,74,,"56,88,53",,,,,"58,43,15",,79,"65,83",94,,,,"9,59",,,"1,99",,,,"56,75","85,77","69,86","34,83,92",,"48,83",30,"33,40,79,53,61","17,25",,"36,14,79","69,86",,,,99,"16,89,34,70","89,78,12,46","96,1,82"
t3,"9,76,47,16,84,89,95",,48,,,,,,,,70,"57,91",,"62,17,50,25",91,,90,,,,,,,"89,2,84",14,,,,,,,,"97,83,28,69",,,44,"41,43",,,"69,86",,,64,,"89,84","8,79","96,99,85",,,,,,,,,"38,6,72,23,27","84,7",,"1,82,99,77",,"48,83,69,23",,,,,"64,91,31",,"34,70",,,,,,,,,34,,,,"83,84",9,"3,55,39","1,51,54",,51,98,"16,89,34,28","52,63",,"98,70,46,16,84,22,58","81,75",,,,,"1,68,54","57,91,35,87",59
t4,"88,68,53",,,,,,,,,,4,7,,,89,,,,,,,,,"40,88,53,56,91",98,,,,,,,,"71,39,45,51,55",,,,36,,,"81,75",,,,,"40,53,88,57,61","97,70",59,,,,,,,,,,"33,37,40,53,88,61",,34,,39,,,,,"89,7",,54,,,,,,,,,"54,79",,,,"40,51,53,79",,6,"42,27,95",,"42,27",,,,,"8,88,53",,,,,,74,"17,43,62,7",
t5,"72,23",,,,,,,,,,2,"37,5",,,,,,,,,,,,"72,43,69,86","8,30",,,,,,,,"42,27",,,,58,,,,,,,,"25,50,23","24,4",,,,,,,,,,,23,,,,,,,,,"37,5,14,79",,95,,,,,,,,,"16,70,95",,,,"16,89,27,23",,,10,,,,,,,"72,23",,,,,,82,"18,52,63",
t6,93,,,,,,,,,,,,,,,,,,,,,,,"81,36,21,39",78,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,"97,34,84,70",,10,,,,,,,,,"10,4,68",,,,"57,68",,,,,,,,,,,,,,,,,19,
t7,,,,,,,,,,,,,,,,,,,,,,,,"65,58,13,15",87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33,4,71,40,45,54,26,61",,,,,,,,,,,2,,,,"17,50,25",,,,,,,,,,,,,,,,,,
t8,,,,,,,,,,,,,,,,,,,,,,,,"32,60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,28,95",,,,,,,,,,,,,,,"52,63",,,,,,,,,,,,,,,,,,
t9,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
