Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,74,4,,2,,,"91,37,5",98,77,,,"20,14",21,"89,98,12,46",32,,"57,52",17,,12,,,,70,,97,51,61,90,,,15,84,"1,54",12,15,,,65,,,51,91,,97,,,56,66,,83,73,,,,"83,84,69,86","89,50,62","36,31",96,13,,,"17,19",,,"49,36",50,,"56,55","24,79",97,"88,93",90,"96,99",86,,"9,74,76",,"89,34,84,70",,86,74,56,"40,56,61",,"56,75",,,"14,79",,,56,,24,10,74,71,"14,30",74
t2,"96,85",70,,,,,"89,41,43","14,30",,,,"89,46",,91,,,"73,62",63,,35,,,,4,,,"42,83",,73,,,"64,36","61,53,79",74,14,,,,,,,"83,27","89,41",,"26,79,71",,,83,36,,56,,,,,"39,40,75,81,51,55,61",14,66,,,,,57,,,"58,43",,,"48,92,86",89,"26,45",84,,59,"81,3",,"96,1,85",,"33,4,40,54,24,56,88,61",,"75,3","1,85",48,"92,69",,"48,83,84,69",,,"97,34,98,70,12,16",,,"48,84,69",,,,"1,82,85,77",,"12,22","82,85"
t3,59,24,,,,,"57,14,79","89,12,22",,,,,,7,,,90,19,,80,,,,2,,,,,,,,"58,43,66","70,16,23,89,28","96,82,85",98,,,,,,,,14,,"89,84,70",,,51,"43,15",,"84,86",,,,,"65,38,6,42,27","12,22",49,,,,,"25,62",,,"91,31",,,"75,3",57,,"40,56,61",,,,,34,,"2,69,48,83,28",,,,,"55,39",,"79,51,55,88,61",,,"35,4,68,45,20,24,30",,,"33,79",,,,"9,47",,,
t4,,94,,,,,"97,34,46,16,17,50,84,22,25,62","57,91,20",,,,,,"37,5",,,,,,,,,,,,,,,,,,91,"24,57,4,68",59,,,,,,,,,12,,"33,40,14,53,88,57,91",,,42,"64,91",,"33,3,40,81,88",,,,,,"35,20",,,,,,,,,"89,41,7",,,,62,,"83,28,69,92",,,,,54,,"55,39",,,,,,,"97,34,38,6,70,16",,,78,,,97,,,,,,,
t5,,,,,,,"33,67,18,88,26,61,63","17,43,62,41",,,,,,,,,,,,,,,,,,,,,,,,89,"17,2",,,,,,,,,,20,,"12,23,7",,,,"89,41",,72,,,,,,,,,,,,,,,"57,5,14,79",,,,,,"51,39",,,,,,,38,,,,,,,"1,4,71,45,24",,,,,,"26,71",,,,,,,
t6,,,,,,,72,"18,63",,,,,,,,,,,,,,,,,,,,,,,,14,52,,,,,,,,,,,,37,,,,14,,93,,,,,,,,,,,,,,,"97,34,98,46,16,17,50,84,25",,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
t7,,,,,,,"93,21",,,,,,,,,,,,,,,,,,,,,,,,,"98,46",,,,,,,,,,,,,,,,,"46,12,22",,,,,,,,,,,,,,,,,"71,40,18,52,53,88,26,30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t8,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72,73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t9,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
