Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,"34,74",,86,2,,,,,,95,,"20,14","60,21","46,98,12,22","32,64,36","68,79","18,63",,63,12,"72,13",14,,70,57,97,,,,"98,78",58,15,84,,"80,12","58,43,66",7,,"65,69",84,,,,,97,,,56,,,"42,27",73,23,,38,"83,69,86","17,50,25",31,96,13,84,,17,15,39,,,16,"56,39",24,,"93,21",,"1,99,77",86,77,"9,74,47",,"16,84,70",,86,74,56,"40,88",74,"56,81,75",78,,57,73,"89,43",,72,"24,11",,74,"26,71","8,14",74
t2,"99,77,79",,"56,75",,,,,,,54,,"46,98,22",72,"8,35,30","58,43","89,34,70",19,,17,35,"88,60,93","89,46",,,"17,50",71,,,,"8,87",36,64,"40,88,53",,"20,14","49,31",5,,56,"56,88,61,79",,,,,"26,71",,,69,,,,90,,,,39,"18,67",,,,"33,40,79,53,56,88",,"57,18","32,36",69,,,79,"48,92",,,13,,"76,47",56,74,"96,82,99,85",,"24,33,88,53",,,"1,99,77","92,86",,"96,1,99","48,83,84,92",30,,"17,50",,"57,14",,88,70,,1,,"89,12,46","96,85"
t3,"97,9,76,47,16,84,89",,69,,,,,,,34,,,"88,93",,"91,31","24,1,54",,,57,,84,79,,,18,,,,,,,,23,,"46,98,22",,,,84,"72,28,70",,,,,,,,39,,,,29,,,,,,,,,"48,89,70,97",,50,"58,66",55,,,"97,70",,,,60,,,"83,92",85,59,,94,,,"9,34","81,75",,"34,59","40,88,51",,,"18,67,52",,"46,17,22",,84,"4,79",,34,,"91,35",59
t4,"57,61,68,53",,39,,,,,,,79,,,84,,"89,7",,,,"89,25",,"33,61,53",34,,,,,,,,,,,,,,,,,33,"24,21",,,,,,,,,,,,,,,,,,,,,"57,14,71",,,"49,31",,,,"24,26,71",,,,,,,,,,,11,,,,,,79,42,,,,,,,"40,53","89,34",,,,"41,7",
t5,"17,50,23,25,28,62",,65,,,,,,,"84,70",,,"40,61,53",,"57,37",,,,"91,14,79",,23,1,,,,,,,,,,,,,,,,,,"13,94",,,,,,,,,,,,,,,,,,,,,"62,98,46",,,,,,,,,,,,,,,,,,,,,,,,"97,70,16,84,89",,,,,,,,23,"1,91,54,57",,,,37,
t6,52,,,,,,,,,"33,4",,,,,"50,62",,,,"97,12,46,7",,,74,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,"33,56,68,71,40,14,24,26,91",,,,,,,,,"7,74,43,17,25,95",,,,,
t7,,,,,,,,,,,,,,,,,,,"37,35,20,5",,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98,69,7,41,43,12,48,22,92",,,,,,,,,"96,37,10,77,18,82,85,63",,,,,
t8,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,35,5,39",,,,,,,,,"59,76",,,,,
t9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80,65",,,,,,,,,,,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
