Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,34,,,"2,70",7,,5,,,95,,"35,14","60,21","89,22",32,68,"18,52,63",,63,,,14,53,,57,,51,,,98,,,84,54,80,"58,66",,,,84,,51,,32,97,14,77,,,,83,"73,17",23,,6,"48,84","25,50,62",,,,"28,84",57,17,15,39,49,,16,56,"24,4,79",97,88,90,"96,1,99,77",86,77,"9,76,47",30,"97,34,70,16,89",35,,74,,"88,33,79",74,"56,75,3",78,"72,84","57,14,79","73,29","43,7",56,72,,54,"74,59","26,45,71","14,30",
t2,79,,,24,,,,,,54,,"98,46,80,22,89",,"57,79",,,"73,19",,,,,"98,46",,,,,,,,14,,,"40,56",,,31,,,,,,,,,"26,79,71",12,"9,74,76",,,,56,"57,90,63",,,,"40,33,61",67,,,,53,50,"57,18,52",36,,,,,"48,84,92","16,84,94","26,79",84,,"9,34,76","56,81","74,47",,98,"1,71,45,14,54,24,26",12,,"96,85",,"97,34,70","96,1,82","48,92",,"56,33,61,21","17,84",,"36,37","48,83",88,,34,"1,82",,,
t3,"97,84,70",,,94,,,,,,34,,"8,91,79",,"97,34,70,16,17,50,84",,,,,,,,,,,,,,,,"46,22",,,"69,48,83,86,92",,,,,,,,,,,,"16,70",35,"1,99",,,,"48,84,86","50,62",,,,,,,,,23,67,"73,25,50,62","58,43,66",,,,,"61,53,79","33,68,11,53,88,61","89,70","40,56,79",,79,"48,84",1,,,95,20,,59,,"24,1,26,54",59,,,"69,92,83,86,28","33,52,61",,"66,15",51,84,,79,,,,
t4,"4,71,40,45,53,26,61",,,,,,,,,"1,79",,"16,41,43,7",,"1,33,67,68,45,52,54,24,63",,,,,,,,,,,,,,,,,,,"81,75",,,,,,,,,,,,"24,4,68",80,,,,,"88,3,79",,,,,,,,,,,,67,"49,31",,,,,"97,34,70,23,89","72,28,23","57,4,14","34,69,16,48,86",,"16,97,84,70","40,33,88,61",34,,,,,,,,"74,94",,,,"3,75,81,51,55",,,"32,49,64",42,"40,33",,"16,89,70,97",,,,
t5,28,,,,,,,,,"89,74,84,97",,"36,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89,34,70",,,,,,,,,,,,,,,,,,"71,45,14,24,26,91",93,"50,12,62","81,3,54",,"24,68,71",,,,,,,,,,"82,77",,,,"27,38",,,,,,,"57,26,91",,,,
t6,,,,,,,,,,"33,99,40,77,14,82,85,57,26,61",,"58,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,91,4",,,,,,,,,,,,,,,,,,"41,43,12,22,94",,,95,,,,,,,,,,,,9,,,,,,,,,,,"17,41,62,7",,,,
t7,,,,,,,,,,"98,9,12,17,22,25,28",,"49,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"94,7",,,,,,,,,,,,,,,,,,"35,11,36",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
t8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,5",,,,,,,,,,,,,,,,,,"58,66,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64,49,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
