Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,34,4,,"2,70",,,91,,77,,94,35,,"12,46","32,64",,"57,18,52,63",17,63,,"72,13",,,70,57,97,,,90,,,44,,54,12,"58,43",,,69,,,,36,32,97,14,,56,66,"57,67","42,83",,"84,23",,"38,69,6","69,48,83,86,92","17,62","36,31",,,,,17,,39,49,50,,56,"24,4",97,88,52,"1,82,99,85",,,"9,74,76",87,"89,84",35,86,74,"56,51","33,40,79,53,61",74,"56,81,75,3",,,"57,91",73,"89,43,7",56,72,,"10,54",59,"26,45",,74
t2,54,,,,,,"89,41",,"74,76",,,,,,44,,"89,50","57,52",,,60,,,"4,79",,45,,,73,,,,,,14,"91,31",,,"56,55",,,,,15,"26,71",,,"69,86",36,"17,25",,,"40,33,88,61",,,"81,39","18,63","66,15",,,,,"57,52",,69,,,,"48,83,84",2,"26,79",84,17,,,,"96,1,99,85",,"40,91,14,53,56,57,88",,3,"1,99","48,84,69,86","16,34,28",96,"69,48,83,84,92",,,"41,50,43",,"36,37,14,79,57","84,69",,,,,,,1
t3,95,,,,,,79,,"96,82,99,85",,,,,,,,"91,14,79","89,73,50",,,,,,"97,2,84",,,,,52,,,,,,"89,22",89,,,"83,92,38",,,,,,,,,"55,39",15,18,,,,,,,,"32,49",,,,,"89,25",,"56,55",,,,"88,61",,"16,89,34,70","40,33,53",57,,,,59,,"98,69,72,41,46,50,83,22,23,86,25,62",,,,"33,55,53,39",68,59,"51,39",,,36,,"34,98,46,15,16,17,84,58","40,33,55",,,,,,,34
t4,,,,,,,16,,59,,,,,,,,"70,7,41,43,12",79,,,,,,"33,71,56,26,88,61",,,,,17,,,,,,"91,79",,,,,,,,,,,,,"65,38",32,,,,,,,,,,,,,,"91,14",,"48,86,84,6",,,,72,,"24,1,68,14",23,"89,25",,,,,,"67,39,8,81,21,55,30",,,,"65,23",,,,,,"58,15",,"32,1,33,8,63,52,53,54,56,88,61,30,31","38,6",,,,,,,
t5,,,,,,,,,,,,,,,,,"24,37,35,5",84,,,,,,"72,92,86",,,,,57,,,,,,"16,34,43,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,"98,41,43,12,46,22",,"40,79,81,53,88,61",,,,93,,"74,12,22,98",,,,,,,,"38,65,13,6",,,,,,,,,,32,,"69,72,74,83,23",,,,,,,,
t6,,,,,,,,,,,,,,,,,80,61,,,,,,"3,93",,,,,"89,25",,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72,34,70,23",,,,,,"35,20,85,30",,,,,,,,60,,,,,,,,,,44,,"96,99,77,21,93",,,,,,,,
t7,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,14,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,54",,,,,,78,,,,,,,,,,,,,,,,,,,,13,,,,,,,,
t8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,87,,,,,,,,,,,,,,,,,,,,60,,,,,,,,
t9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
