Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,74,4,,,,,"91,5",,77,,94,20,,"89,12,22",,79,"18,63",17,63,,13,14,53,70,,97,,,,,,44,,,80,15,,55,"65,69",84,91,,,,,14,,56,66,"57,67",27,,23,34,"69,6","84,69,86,92","89,62","36,31",,13,"28,84",57,"17,19",15,39,49,,16,55,4,,93,52,"82,99,85,77",86,,"9,74,47",30,"97,34,70,84,89",35,86,74,56,"56,33,88",74,"56,81,75",78,,"57,91,14,79","73,29","89,41",,72,11,"10,54",59,45,"8,14",
t2,99,70,,,,,"41,43",,76,,,,,"35,79,20,57,91",,"89,84",19,"57,52",17,,60,"89,12",,,,"45,79",,,,,,,,,,,,,"56,55","33,79,53,56,61",7,,,,,"98,22",,"84,86,92",,"17,62",,,,79,39,"33,40,75,79,55,88",79,66,,21,"40,33","89,17,50","18,52",32,,,,79,6,2,,,,"76,47",81,,99,98,"33,4,40,91,45,24,57,88,61",,3,"96,1,99,77","48,92,86","72,48,83,86,92",1,"83,84,92",,,"97,34,41,84,22",,"14,79",,"88,21",,,,,"46,22",
t3,,24,,,,,,,,,,,,"97,34,70,43,16,62",,"56,57,88,14",,"50,62","57,18,52",,,"20,79",,,,34,,,,,,,,,,,,,"86,6","16,83,86,23,28",,,,,,30,,"3,40,75,53,61",,63,,,,"89,70",,"97,38,72,16,89","16,34,84",49,,72,,"91,67,14,79",73,,,,,"97,34,70",,,,,,,,,,,"72,25,28",,,"9,34,59","81,75,3",75,,"40,33,88,53",,,"40,45,54,88,26",,"98,84,22",,84,,,,,,
t4,,,,,,,,,,,,,,"24,4,54",,"12,17,50,25,62",,,"89,62",,,"16,97,34",,,,54,,,,,,,,,,,,,"81,3","75,51,68",,,,,,,,"28,23",,,,,,4,,"68,45,57,91,93","1,33,68,54,88",,,"88,93",,"12,84,7",90,,,,,"1,26,45,71",,,,,,,,,,,21,,,79,,,,23,,,"72,95",,"56,53,30",,"40,33,61",,,,,,
t5,,,,,,,,,,,,,,"2,95",,"18,67,52",,,,,,68,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,2,,"50,62,7","72,74,95",,,84,,"56,5",,,,,,,,,,,,,,,,,,,,"16,84",,,,,,,21,,"48,86,83,78",,28,,,,,,
t6,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,93,,,"61,79",,"48,83,92,69",,,,,,,,,,,,,,,,,,,,"40,61,53",,,,,,,13,,"81,75",,,,,,,,
t7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89,28,97",,,,,,,,,,,,,,,,,,,,,,23,,,,,,,60,,,,,,,,,,
t8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"91,45,14,71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
