Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,34,,,,7,,,98,,,94,"35,20",21,"89,98,22",32,68,"18,52",17,63,,"72,13",,,70,,97,51,61,90,78,,"44,15",,1,,"58,66",7,,"65,69",,,,91,,,14,,56,,57,27,17,"84,23","34,95",,84,"62,17,50,25",31,,,"28,84",57,"17,19",15,,"49,36",,,39,79,97,,,"96,1,99,77,85",86,77,,,"97,84,70",35,86,74,56,"40,88,53,79",74,"56,75",,72,"57,79",,"89,41",56,,11,10,"74,59","26,45,71","8,14",74
t2,"54,79",,,,,,,,,,24,80,72,57,44,,,63,17,,93,,,79,,"45,79,71","42,83",84,,,,,,,,49,,,55,,,,41,,,"98,12",,"83,92",,"17,62",,18,"40,61",10,,"40,33,53,79","67,63",,,,"40,79,53,56,88",25,"57,18","32,36",,15,,,65,"16,97,34","26,45",,,"34,9,76,47,59","56,81",47,,,"33,56,4,71,40,45,24,26,88,61",12,"56,75,3","99,77","84,69,86","72,97,34,70","96,1,82,99","48,83,92",,,"16,84",,"57,79","69,48,83,84,86",,,,"1,85",,"12,22","96,1,82,85"
t3,"16,97",,,,,,,,,,70,,"88,93","62,17,50,25",,,,,"57,18,52",,,,,"16,89,34,97",,"34,84",56,"40,56,53",,,,,,,,,,,,,,,,,,30,,51,,"18,52,63",,,,,,"89,70,23",19,,,,"69,70,72,16,48,83,89",,"89,25,50","58,43,66",,64,,,,26,,,,"54,79","48,92,69",,,,"48,83,72,94",14,"48,83,69",,"33,53,55,88,61","1,45,21,54,24,26",34,51,,,"56,88",,"97,34,70,16,17,50,84","33,3,39,40,79,51,53,55,88,61",,,,,,35,
t4,"68,71",,,,,,,,,,"4,79",,84,67,,,,,"89,73,62",,,,,"54,71",,"56,33,53,54",92,"69,86",,,,,,,,,,,,,,,,,,,,,,,,,,,,"57,4,14",,,,,"4,68,14,51,21,24,57,93",,67,,,,,,,,,,,"16,84,70,95","55,39",,,,"51,11","89,98","51,55,39",,"38,72,6,23","74,94,95",79,27,,,"48,92,86",,"67,4,68,40,18,52,53,56,26,61,63","65,38,70,42,23,89,27",,,,,,,
t5,,,,,,,,,,,"16,89,34,84",,"56,33,61,79",,,,,,"90,91",,,,,,,"69,86,23,92,95",,"81,75,55,39",,,,,,,,,,,,,,,,,,,,,,,,,,,,"50,12,62",,,,,"98,46,17,50,25,27,94",,,,,,,,,,,,,"33,4,10,53,24,56,88,61",,,,,27,"57,91,30","42,27,6",,,"96,99,85,77","16,89,97",,,,"81,3",,"2,73,48,19,23","24,4",,,,,,,
t6,,,,,,,,,,,"40,91,56,88",,"97,34,70,48,86",,,,,,41,,,,,,,"3,39,10,81,55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,63",,,,,,,,,,,,,"72,83,69",,,,,,"17,43,62,7",,,,76,"57,91,71",,,,,,,"2,94",,,,,,,
t7,,,,,,,,,,,"48,41,69,7",,"1,3,71,75,45,54,24,26",,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,"21,39",,,,,,,,,,,"25,43,62",,,,,,,11,,,,,,,
t8,,,,,,,,,,,"37,55",,"74,94,95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t9,,,,,,,,,,,38,,"82,77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,,"9,76,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
