Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,74,,86,,,55,"37,5",,,95,94,14,"60,21","89,98,46",,79,18,,,,13,14,53,94,,,51,61,,98,,15,,54,12,"58,43,66,15",7,55,"65,69",,,51,91,,97,14,,,,"57,67",27,73,23,34,"69,6","48,84,69,92",62,,,,,,17,15,39,"49,36",,16,"55,39","24,79",,,"90,52",96,86,77,74,30,"34,84,70",35,86,,"56,51","33,40,79,53,61",74,"81,3",,84,"14,79",73,"41,7",,,,54,,"45,79",8,
t2,96,,"56,75",,,,,,,,24,"89,98,22",,"8,57,91,79",,"89,34,84",,,,,,"89,12",84,11,,,,84,,,,64,,,"20,14",31,91,69,,,,,41,,26,"98,22",,,,"89,62",,90,,,56,"88,61,79",,,,,,,52,"32,36",,"43,15",,,"65,38","16,34,84,94",,,"17,29",,"56,81",,"96,1,85",,"1,33,40,54,24",12,3,,"42,27,92","34,28","1,82,77",,,"56,33,61,79","16,34,84,70",52,"37,5",,,,,,"89,34",,
t3,59,,92,,,,,,,,,"8,79",,"34,70,16,50,25",,"1,33,54,56,91",,,,,,"57,35,20,79","40,79,56,88,61",,,,,"40,33,53,79",,,,,,,"89,98",,43,56,,,,,,,,30,,,,14,,29,,,"48,83,86","97,34,70,72,28",,,,,,,,"58,43,44,66",,91,,,,"1,33,11,53,54,61",,,,,"48,83,84",,59,,"74,94,95",20,,,,,"34,76",,,"97,34,69,70,92,83,28","33,61,54",17,,,,,,,"1,57",,
t4,,,,,,,,,,,,"16,97,84",,"4,54",,"69,7,74,48,95",,,,,,"97,34,70","97,34,69,70,86,89,92",,,,,"16,97,70,23",,,,,,,"8,57,91",,36,"48,83,84,92",,,,,,,,,,,,"98,46",,,,,"81,51,3",4,,,,,,,,,,89,,,,"74,28,95,23",,,,,"33,79,53,88,61",,,,"10,99",,,,,,54,,,"1,4,39,71,45,55,26","28,95","18,63",,,,,,,"25,74",,
t5,,,,,,,,,,,,"68,45,53,88,61",,95,,"82,10,37,5",,,,,,"4,71,45,24,26","1,3,4,39,45,14,81,57,26",,,,,"26,45,71",,,,,,,"43,62,7",,"66,15","40,33,61,79",,,,,,,,,,,,,,,,,42,2,,,,,,,,,,"57,14",,,,"82,99",,,,,"97,34,72,16,23,89,28",,,,,,,,,,,,,"74,38",10,,,,,,,,"96,82,77",,
t6,,,,,,,,,,,,72,,10,,,,,,,,"2,94","17,2,50",,,,,,,,,,,,"37,5",,,"97,34,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,"98,12,46,17,25",,,,,,,,,"1,14,54,26,91,93",,,,,,,,,,,,,"96,99",,,,,,,,,"59,76,47",,
t7,,,,,,,,,,,,"93,21",,,,,,,,,,11,"67,52,63",,,,,,,,,,,,,,,"1,26,45,71",,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,8,20,52,63",,,,,,,,,"7,74,43,12,46,22",,,,,,,,,,,,,59,,,,,,,,,,,
t8,,,,,,,,,,,,13,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"73,19",,,,,,,,,"96,85,77,5",,,,,,,,,,,,,,,,,,,,,,,,
t9,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,"59,47",,,,,,,,,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
