Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,74,,,2,7,55,91,,,,94,,"60,21","98,46",32,,"57,63",17,,12,13,,,70,57,97,51,61,90,"98,78",58,15,84,1,12,15,,,,84,,,"91,36",,97,,,56,66,,42,,84,95,,"84,86","89,25,50,62",,,,84,,19,15,39,,,16,"56,39",79,,"88,93",52,"96,1,99,77,82,85",86,,9,30,"16,89,34,70",35,86,,,"40,88,61,79",74,75,78,84,"91,14",73,43,56,,"24,11",54,59,"26,45",8,
t2,"96,99,85,77",,,,37,38,43,,,,,,,8,44,,"89,25",63,,35,60,,,,89,79,,84,,"8,14",,"64,36","40,53,79",74,"20,14",,,,,"56,33,53,79",,,"89,58,66,15",,"26,71",,,"84,86",36,,,,"40,33,56,79",,,"33,3,75,81,88,61","91,79",,,,"40,88,79",,,,,,,79,"65,48,83,84,86","97,34",,84,17,"9,34,76,47","56,81",,,,"1,4,68,57",,75,,,"89,28,70",96,,30,"61,79","43,46",,36,84,,70,34,,,,
t3,"9,59,76,47",,,,,,36,,,,,,,,,,"14,79",,,80,,,,,79,"16,84",,"40,56",,"89,12,22",,58,"16,97,70,23","96,99,77,82,85","46,89,22",,,,,"48,97,34",,,"32,57,31",,,,,"33,53",,,,,"16,89,92,97",,,28,"34,70,41,43,16,84",,,,"72,70",,,,,,,"97,70","33,75","1,71,45,54,26",,33,"57,18,63",79,84,,,,,,,,,"57,91,4,14",,,,"16,97,34,70",36,,58,"40,33,61,79",,4,"1,79",,,,
t4,,,,,,,58,,,,,,,,,,"34,98,12,16,84,22",,,,,,,,34,"56,88,68",,"83,92",,"57,35,20,79",,31,"26,4","9,47",91,,,,,"45,54,71",,,17,,,,,,,,,,"57,26,14,71",,,,"40,33,56,4",,,,"93,4,21",,,,,,,"24,4,45",,95,,,"89,62","97,70",33,,,,,,,,,"62,17,22,25",,,,"1,71,45,54,24,26",66,,31,,,2,"84,70",,,,
t5,,,,,,,,,,,,,,,,,"33,68,8,40,54,88,61,30",,,,,,,,,"72,92",,,,"17,34,84,25",,,2,,43,,,,,95,,,"18,63",,,,,,,,,,"98,17,50,25,62",,,,"48,83,69",,,,"2,13",,,,,,,"2,94",,,,,79,"26,45",,,,,,,,,,"52,63",,,,95,,,,,,,"4,53,56,88,61",,,,
t6,,,,,,,,,,,,,,,,,"72,95",,,,,,,,,93,,,,"18,52,53,56,88,63",,,,,36,,,,,,,,19,,,,,,,,,,"67,8,18,52,30",,,,"55,39",,,,,,,,,,,11,,,,,"34,84,70",,,,,,,,,,,73,,,,,,,,,,,"48,92",,,,
t7,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,"83,19,69,23",,,,,58,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,"40,88,4,61",,,,,,,,,,,,,,,,,,,,,,,,,,
t8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,31,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
t9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,6",,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
