Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,"34,74",4,86,"2,70",7,55,5,98,77,,94,,"60,21","89,98,12,22",64,"68,79",,17,,12,"72,13",14,53,70,57,,,,,"98,78",58,"44,15",,54,,,7,,,84,91,51,91,32,,14,,,66,,42,73,84,"34,95","69,38","48,83,92,86","89,25,62",31,,13,28,57,"17,19",,,49,50,,56,"4,79",97,"93,21",90,77,,,"76,47",30,"16,89,34,84",35,,74,51,"33,61,53",,"56,81,3",,,"57,14,79","73,29","43,7",56,72,,10,74,45,14,
t2,"96,85",70,56,"24,79",91,38,,,74,,,,72,"35,20,30",,"34,84",,"57,52",,"35,14","88,93","89,12,46",,79,"89,50,62",,,,,"8,14",,36,,,,,5,,,"56,33,61,79","89,7",83,"89,7",15,,"89,12,22",,,,,,,"40,88,61","1,10,79","56,39",,,,,21,,50,"18,52",,,,,,48,"97,2,34","26,45",,29,"9,76",,,,,"33,68,61",,,77,42,,,"48,83,69",,,"97,34,70,12,25,62",,37,"83,69",,,,"1,82,99",,12,
t3,59,24,"48,83,92","89,94,97",89,,,,"82,99",,,,93,78,,"33,54,56,88,61",,"73,62",,"98,46,80,22,89",,91,,"16,97,34",,,,,,"12,46",,66,,,,,,,,"89,86,28,70","37,14",56,"57,14,79",64,,57,,,,,,,28,"16,74,84",,,,,,,,,73,,,,,,,,,,,,,,,,28,,,"76,47",,,,"51,55,39",,,"4,71,54,24,26",,,39,,,,,,"35,20",
t4,,94,,"57,26,91,14","14,79",,,,,,,,,87,,"72,83,95",,90,,"8,30,79",,,,"68,45,54",,,,,,20,,49,,,,,,,,"24,75,3","46,98,22","84,92","34,98,12,46,17,84",,,"25,50,62",,,,,,,,"40,99,88,85",,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,"42,27,38",,,"2,94",,,,,,,,,,
t5,,,,"98,7,46,17,50,22,62","98,12,46,16,84,22",,,,,,,,,,,51,,29,,"16,34,70",,,,,,,,,,,,,,,,,,,,94,30,"61,53,79","33,8,40,18,20,52,88,61,30",,,,,,,,,,,72,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,
t6,,,,"5,30,63","33,68,8,20,53",,,,,,,,,,,,,,,"24,1,4",,,,,,,,,,,,,,,,,,,,11,78,"89,97","72,73,28",,,,,,,,,,,"93,21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t7,,,,78,23,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,87,"57,91,45,14",90,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t8,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98,7,41,12,17,22,25,62",,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,8,18,20,63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
