Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,34,4,86,2,,55,5,98,,95,,"20,14","60,21","89,12,46",64,68,57,17,63,12,13,,53,94,,97,,61,,,,44,84,"1,54",,"58,43,15",7,55,"65,69",84,,51,91,32,97,,77,56,66,,"83,42,27",17,84,95,69,"83,92,69,86","89,50",31,96,,84,,19,15,39,,,16,"56,55",,,88,,"96,1,85",86,77,47,30,"89,34",35,,74,"56,51","56,33,61",,56,,,"57,91,14,79",73,"89,41,43",56,,"24,11",54,59,26,,74
t2,54,70,"56,81",,,38,,30,,54,,"46,98,22",72,"91,20",,,"89,50",52,17,"35,14",,,84,11,,45,,,,,,,"88,61",74,,"32,91",91,6,,"33,61",,27,41,,,,"74,76","83,92,69,86",36,,56,18,"33,61",,39,"81,75,55,39",,,,,"40,33,88,79",,,"32,36",69,,,,"38,86,83,6",,,84,,34,,"9,74",,,14,,,"1,99,85","84,69,92","28,69,86,92",,"84,69",,,"34,7,43,46,17,50,84,22,25",,57,"48,69",,70,34,,,,"1,82,85"
t3,95,79,"83,69",,,,,78,,,,"8,30",,"43,7",,,14,73,"18,52","80,89",,,"56,88,61",,,,,,,,,,"72,28","96,82",,"89,41","41,43",,,,,,,,,,"96,99","3,39,81,51,55",58,,84,,28,,65,,,,,,"16,89,70",,,"58,44,66",,,,,,,,"61,79",,"54,79",,1,,,"46,98,12,22",,,34,"40,53","81,75,55",,"53,39",,,"33,67,36,37,5,18,54,61",,"17,50,62",,,,,,,,34
t4,,16,,,,,,87,,,,78,,"36,5",,,"46,98,12,22",90,,"91,79",,,"72,69,86",,,,,,,,,,93,,,"57,79",,,,,,,,,,,59,"65,42,27",31,,"33,40,79,53,61",,,,,,,,,,"24,57,68,14",,,,,,,,,,,16,,"16,97,95",,,,,"35,20",,,79,23,38,,"65,23",,,"58,28,66",,18,,,,,,,,79
t5,,,,,,,,,,,,,,"58,66",,,"35,30",,,"97,34,7,43,16",,,"81,3,55,39",,,,,,,,,,,,,"16,17,50,84,25",,,,,,,,,,,,,,,"97,34,23,89,28",,,,,,,,,,"98,12,46,50,94,25,62",,,,,,,,,,,68,,"68,45,71",,,,,,,,"89,84,70,97",,,,,,,,,,,,,,,,,"16,89,70,97"
t6,,,,,,,,,,,,,,"49,31",,,,,,"36,37,5,45,54",,,"65,38",,,,,,,,,,,,,"40,18,53,56,88,61",,,,,,,,,,,,,,,"54,91,14",,,,,,,,,,"8,20,30",,,,,,,,,,,,,,,,,,,,,"71,53,24,57,56,88,61",,,,,,,,,,,,,,,,,"26,91,4,71"
t7,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,"72,86,23",,,,,,,,,,,,,,,"12,46,95",,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,"69,72,17,83,86,94,92,62",,,,,,,,,,,,,,,,,"41,7"
t8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,"10,35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"75,11,81,51,52,63",,,,,,,,,,,,,,,,,
t9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,19",,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
