Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,"34,74",,86,"2,70",,,5,98,,95,,35,"60,21",98,"32,64",79,"57,52,63",17,63,,"72,13",14,53,"94,70",,,51,61,90,,58,"44,15",84,"54,79",12,,,,"65,69",,91,51,36,32,97,,,,66,"57,67","83,42,27",17,,34,6,48,17,31,,13,84,,17,15,,,50,16,"56,55,39",24,97,88,52,"96,1",86,77,"9,74","30,87","34,70",35,86,74,"56,51","40,56,88,61",74,,,,"57,91,14","73,29","43,7",,,24,"10,54",59,"45,79",30,
t2,,,,"24,79",,,,"14,30",,54,,80,72,8,,"89,34,84,97","73,25,62","57,63",17,,93,"89,98,46",84,,,,,,,,,"64,36","56,88,61,53","16,89,84,70",,,,,55,,"89,43",,15,,,,,,36,89,56,"57,18",,,,,"18,52,63",,,21,"56,33,53,79",,"57,18",32,,,,79,"86,83,92,6",94,"45,79",,,"34,59",3,9,"96,1,99,85",,54,,3,"96,1,85","69,42,48,84,86",69,"1,82,99",,,,"98,41,43,12,50,22,62",52,37,,,70,34,,34,,
t3,,,,84,,,,"12,46",,34,,,93,,,"1,33,40,91,54,56,88",,89,"57,52",,,"8,91,79",40,,,,,,,,,"58,43","72,83,86","68,91,53,56,88,61",,,,,,,"57,36,14,79",,,,,,,,"58,43","91,14","48,92","50,62",,,,,"73,19",,,,"34,70,16,48,83,23,89",,"89,25,50,62",,,,,97,"51,75,3",,,,,,,,59,,,,,34,"88,81,61,39",39,,,,,"8,36",,,,,,,,,,
t4,,,,"56,53",,,,,,"1,79",,,,,,"69,72,43,48,83,92",,"91,79",89,,,"97,34,70,7,84",,,,,,,,,,,"81,51,75,3","69,7,41,92,48,23,28",,,,,,,"34,66,98,12,46,15,16,17,50,84",,,,,,,,"91,31","12,46",,67,,,,,,,,,57,,14,,,,,45,,,,,,,,,,,,,,79,65,,,,,,58,,,,,,,,,,
t5,,,,"69,86",,,,,,"16,97",,,,,,"51,93",,,,,,"5,71,53,56,88",,,,,,,,,,,27,"37,39",,,,,,,"32,33,64,67,68,8,54,56,30",,,,,,,,89,"35,20",,,,,,,,,,,"17,25",,"46,12,22",,,,,,,,,,,,,,,,,,,"84,70",,,,,,,31,,,,,,,,,,
t6,,,,"3,39",,,,,,"26,71",,,,,,42,,,,,,"48,86,23",,,,,,,,,,,,65,,,,,,,"69,44,48,83,86,92,95",,,,,,,,"57,79",,,,,,,,,,,,"18,52",,"35,20",,,,,,,,,,,,,,,,,,,"33,4,40,24,56",,,,,,,,,,,,,,,,,
t7,,,,65,,,,,,,,,,,,,,,,,,"81,3",,,,,,,,,,,,,,,,,,,"51,3",,,,,,,,"97,34,50,70",,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,"2,83,92",,,,,,,,,,,,,,,,,
t8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42,27",,,,,,,,"1,67,4",,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,
t9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
