Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,,,,2,7,,"37,5",,77,,94,"35,20,14",21,"46,12,22","32,64",79,"18,52",,63,,,14,,94,57,,51,61,,98,,"44,15",84,79,12,66,7,55,69,,,51,36,32,,14,77,56,66,"57,67","83,42,27","73,17",23,,,"84,69,92","25,50,62",36,,,"28,84",57,19,15,39,36,50,,"56,39","4,79",,"88,93",,"1,82,85",86,,"9,76,47",87,"97,34,84",,86,74,,"40,79,56,88,61",74,"56,75,3",,84,"57,91,14",73,,,72,"24,11",,"74,59",79,,74
t2,,,,,37,,,,47,,24,98,72,,44,89,,,,,,"89,98,46",,11,"17,62",,42,84,,8,,36,"40,88,61,79","16,97,84",,49,5,69,56,,,"83,27","58,15",15,,"89,22","9,76","92,86",,"17,62",56,"18,63",,,,"33,40,79,53,55,61",67,"66,43",,,"40,56,88","25,50",,36,69,"58,15",,,"65,83,92,86","89,34,84",,,,,,,,,"1,71,40,53,54,88,26,61",,"56,3","85,77",,"89,83,92",82,"48,83,84,69",,"33,61,53,79","62,43,12,22",,,,88,70,,"82,99,77","16,70",,"85,77"
t3,,,,,,,,,,,70,8,"88,93",,,"91,14",,,,,,"57,91,79",,,"18,63",,,"56,33",,,,58,"16,89,70","33,68,71,45,53,56,26",,,,,"48,83,92",,,,"32,64","64,36",,79,,"81,3",,"18,52","48,92,69,86",,,,,"97,70,38,23,89,28",,"49,91",,,"72,83,69,86",67,,"58,66",55,"64,31",,,"81,75,51","40,91,88,14",,,,,,,,,"95,23",,"69,48,83,84,92",76,,"57,51,14",,"39,79,53,88,61",,"16,89,34,70",20,,,,,"4,79",,47,"24,4,68",,"76,47"
t4,,,,,,,,,,,79,,84,,,"41,22,7",,,,,,"97,34,41,43,50,25,62",,,19,,,92,,,,31,"57,91,4,14","69,83,86,23,92",,,,,51,,,,44,"58,66",,"16,97,34,84",,,,73,"81,39",,,,,"57,4,45,14",,7,,,"81,3,93",,,"49,31","38,6",,,,27,"12,7",,,,,,,,,,,"39,40,79,51,88,61",,,"46,17,50,25,27,62",,"65,97,70,72,23,28",,"57,91,14",,,,,,"89,97",,,"2,94",,
t5,,,,,,,,,,,"16,34,84",,"40,61,79",,,37,,,,,,"1,36,45",,,,,,,,,,,"2,7,43,17,22,25,62","81,51,55",,,,,42,,,,,"49,31",,"1,33,68,71,40,54,56,61",,,,90,,,,,,"98,46,50,22,25",,5,,,,,,,,,,,,"37,35,20,5",,,,,,,,,,,"65,97,70,72,42,89,27,28",,,"18,67,63",,"26,4,45,71",,"98,7,43,12,22,25",,,,,,"26,91,14",,,11,,
t6,,,,,,,,,,,"56,61,68,53",,"16,89,28,97",,,,,,,,,66,,,,,,,,,,,"18,52,63","27,38",,,,,,,,,,,,"48,74",,,,,,,,,,67,,,,,,,,,,,,,,80,,,,,,,,,,,"26,91,4",,,,,,,8,,,,,,"98,41,43,46,22",,,,,
t7,,,,,,,,,,,"83,92,86",,"71,14,57,26,91",,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,"82,99,85,77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41,2,7",,,,,,,,,,,,,30,,,,,
t8,,,,,,,,,,,"81,75,51",,"98,41,43,12,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,76,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,5",,,,,,,,,,,,,78,,,,,
t9,,,,,,,,,,,27,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
