Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,"34,74",4,,,,55,37,,,95,94,"20,14",,"46,89,98,22","32,36",,57,17,,,13,,,,,97,51,61,,"98,78",,15,,79,12,"66,15",7,,69,84,91,51,"91,36",,97,14,77,56,66,57,"83,27",73,"84,23",,"38,69,6","83,69","89,17,62",36,96,13,,,19,,39,,50,,"56,55","24,4",97,"88,21",52,"96,85,77",86,77,"76,47",87,"16,34,70",35,,74,,88,,56,78,,"91,14","73,29","89,41,43,7",56,,11,"10,54",74,"45,79","8,14,30",74
t2,,70,,,,38,,,,,24,89,,"8,91","58,66",,"89,50",,,,60,,,,,"45,71",83,,,"8,87",,36,,"16,97,70",20,"32,49","91,5",,"56,55","56,88,61",43,83,"89,15",,"26,79",98,76,"84,86,92",36,,,,"56,33,61",,,,"91,52,63",66,,21,,,,,,,57,,"48,86",2,45,"84,13",17,"59,47","56,81,3","9,74",,,"24,1,4,54",,,"96,1,99,77,85",,72,,"48,83,84,92",,,"41,43,12",52,"57,37,5,79","69,48,83,84,86",,,34,"1,77",,"78,46","96,77"
t3,,24,,,,,,,,,70,"57,91",,"41,7",,,"91,67,79",,,,,,,,,,56,,,,,58,,"26,4,45,71",,,,,"86,6","69,72,92,48,28",,,"64,57,79",,"16,89,84,70",8,,"33,3,40,75,79,81,88,61","43,15",,,,"48,83,69,86",,,,"73,19",,,,,,,,,,"89,25,62",,"75,3",,,"33,40,53,60,61","18,63",,"69,48,83,84,92","1,82,85",,,"2,94,95",,,"76,47",,21,,"40,33,88,53",,,"35,20",,"16,97","40,33,75,55",,,79,"9,47",,87,"9,76,47"
t4,,94,,,,,,,,,79,"7,41,50,25,62",,5,,,"84,70,7",,,,,,,,,,"48,69,86",,,,,,,2,,,,,"81,75",93,,,"16,97,34,70",,"33,4,68,14,24,56,91",,,"34,70,72,89,28","32,91",,,,"75,3,55,39",,,,,,,,,,,,,,"91,14",,,,,23,,,"33,39,53,88,61",,,,"10,11",,,,,,,"72,23",,,,,"26,68,71",6,,,"16,89,84,97",,,,
t5,,11,,,,,,,,,"89,34,84","67,37",,,,,"37,40,53,24,56,61",,,,,,,,,,"81,55,39",,,,,,,,,,,,,,,,"4,68",,"98,43,12,48,83,22,86,92",,,"1,4,21,14","41,44",,,,65,,,,,,,,,,,,,,"98,12,46",,,,,,,,"72,65,28",,,,,,,,,,,21,,,,,,,,,"33,40,91,45,14,56,57,88",,,,
t6,,,,,,,,,,,"91,54,56,57,88,61",,,,,,"94,83,92,86",,,,,,,,,,65,,,,,,,,,,,,,,,,,,"35,36,8,81,30",,,"2,98,12,13,46,22",,,,,,,,,,,,,,,,,,,"8,35",,,,,,,,93,,,,,,,,,,,13,,,,,,,,,"72,83,43,69",,,,
t7,,,,,,,,,,,"69,7,41,43,50,83,86,28,62",,,,,,"81,51,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"80,58,66,78",,,"8,35,20,60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36,93,39",,,,
t8,,,,,,,,,,,"67,3,37,55",,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66,15",,,,
t9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,49,64",,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
