Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,,,86,70,,55,37,,77,,,"20,14","60,21","46,89,22",32,"68,79","57,52,63",17,63,12,72,,53,"94,70",,,51,,,,,"44,15",,79,"80,12","58,43,15",7,55,"65,69",,,51,36,,97,,77,,66,,"42,27",,"84,23","34,95",6,"83,84,86","89,17,25",36,,13,84,,17,15,39,49,,16,56,24,97,"88,93,21","90,52","1,82,99,85",,77,74,30,"16,89,84,70",,,,"56,51","40,33,61,79",74,56,,"72,84","57,91",,41,56,72,,54,"74,59","45,79","8,14",74
t2,,,"56,81","24,79",,69,,,"74,76,47",,,"89,46",,57,44,97,"73,25,62",,17,,88,,84,4,,,,,,,,,,,20,"64,91,31",91,69,56,,,"83,27","58,66",,71,,"9,74",,,,,,"40,33,61,79","1,10,79",,"33,75,81,88,61","18,14",,,,"88,33,53,79",,18,36,,,,,"92,86",94,"26,45",,17,,,"9,74,47","96,1,82,85",,"14,53,24,56,91,61",,,,"69,42,84,86,27","89,34,28,97","96,1,82,77",84,,"33,40,79,53,56,61","7,43,50,25,62",,,"83,84,86",,,34,"82,99","16,89,70","46,22",96
t3,,,48,"89,84,94,97",,,,,"96,1,82",,,91,,"50,62",,"26,45,71",90,,,,84,,"40,79",,,,,,,,,,,,,41,,,"48,83,84,92",,,,31,,,,"96,82",,,,,,"97,70","16,70",,28,"98,12",,,,"16,89,97",,,43,,,,,"81,75",,,,63,,,"96,1,99,82,85",,,"43,12,46,92,86,23,28,94",,,,"33,3,39,79,81,55,88,61","45,14,54,26,91","59,47","40,33,88,53",,"97,34,69,70,86,89","67,36,5",,,"81,33,3,53",,,79,,"24,57,4",,59
t4,,,,"71,40,88,91,61",,,,,34,,,7,,67,,,29,,,,33,,,,,,,,,,,,,,,,,,"40,33,88,53",,,,,,,,,,,,,,,"4,68",,,8,,,,"57,26,14,71",,,91,,,,,,,,,19,,,34,,,"3,20",,,,"89,34","43,7",,"72,23",,"4,75,45,14,54,55,24,57,91",,,,23,,,"16,89,84,70",,"17,25,94",,
t5,,,,"41,43",,,,,79,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,22,,,"89,7",,,,,,,,,,,,79,,,,,,,91,36,,21,,"98,6,38,12,17,22,94,25,62",,,,,,,"68,14,24,56,88,61",,"11,63",,
t6,,,,36,,,,,"97,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57,79",,,,,,,,,,,,"16,89,97",,,,,,,"43,7",15,,,,"35,11,30,63",,,,,,,"98,69,72,46,83,86,94",,,,
t7,,,,"58,15",,,,,"33,40,53,56,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,97,25,70",,,,,,,,,,,,"57,91,68,14",,,,,,,"36,5",,,,,19,,,,,,,"55,93,21,39",,,,
t8,,,,"32,31",,,,,"28,92,23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,18,71,63",,,,,,,,,,,,"62,17,46",,,,,,,58,,,,,,,,,,,,"38,65,6",,,,
t9,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
