Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,,4,,,,,"37,5",98,,,94,,,"46,12,22",,"68,79",,,63,,,14,53,70,,97,51,,,78,,"44,15",,"1,54,79","80,12","66,43,15",7,,69,,,51,,32,,14,,56,66,"57,67",42,"73,17",23,34,"38,69,6","48,83,84,92","89,25,50,62","36,31",,13,,57,,,,49,50,,"56,39",4,97,,"90,52",,86,,"9,47",,"16,34",35,,,56,"33,79,53,56,61",74,"56,75",,84,"91,14,79",,"89,41",56,72,24,10,"74,59","26,45",14,74
t2,,70,,,,,,30,,,24,,,"35,20",,"89,34,84,97",,,17,,,12,,,,79,83,,,,,,,"89,84,70,97",14,49,91,,55,,,"83,27",,15,,89,,84,36,,,18,,,56,33,"14,79",,,,,89,,,,,,,65,,79,,29,,"81,3",,,,68,12,,,"48,84,69","97,28,69,70","99,77","69,48,83,84,92",,"56,79","97,34,84,7",,,"83,69",,70,,"1,82,85",,"46,89,12,22","82,85,77"
t3,,79,,,,,,78,,,,,,,,"56,26,91,71",,,,,,"35,20",,,,"16,89,70",,,,,,,,"4,71,40,14,24,57,26","89,98",,"41,43",,"38,6",,,56,,"64,36",,"57,91",,"33,40,53,88,61","43,15",,,,,,"83,84",,"34,98,70,12,84,22",,,,,91,,,,,,,,,34,,,,,,,,,,,,"88,33,53,55","26,45,71","9,47","33,51,61,39",,"48,89,97","40,45,88,56,61",,,"51,39",,,,34,,"57,20","9,76,47"
t4,,"89,34,84",,,,,,87,,,,,,,,"41,86",,,,,,80,,,,"57,91,68,14",,,,,,,,"2,98","8,57,30",,,,,,,"48,84,86,92",,"58,43",,"25,50",,,32,,,,,,"88,61,53",,"1,33,8,53,54,24,56,88,61,30",,,,,7,,,,,,,,,,,,,,,,,,,,,"72,6,23",,,"65,42,27,28",,"26,14","48,72,69",,,42,,,,79,,"17,25",
t5,,"88,33,61,54",,,,,,,,,,,,,,3,,,,,,,,,,"98,41,50,22,25,62",,,,,,,,8,"25,50,78",,,,,,,"40,75,79,81,61",,91,,67,,,44,,,,,,"28,23",,"72,48,83,86,23,95",,,,,5,,,,,,,,,,,,,,,,,,,,,93,,,,,98,"93,21",,,,,,,"16,97,84",,63,
t6,,"72,28",,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,87,,,,,,,"97,34,70",,7,,,,,,,,,,,,,"81,93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,13,,,,,,,"40,26,56",,19,
t7,,"93,21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,71,45,54,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,60,,,,,,,"83,86",,,
t8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,"81,75,51",,,
t9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
