Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,74,,86,2,7,55,5,98,,95,94,"20,14",,"89,98,12,46",36,68,"52,63",17,,,,,53,70,,97,,61,90,,,,,"54,79",,,7,55,65,,91,,36,,,,77,,66,67,83,73,,95,38,"48,92,86","17,62","36,31",,13,84,,19,15,39,49,50,16,"56,39",,97,21,52,"1,82,99,85",,77,"9,74",87,"89,84,70",35,86,74,56,"33,40,79,56,88",74,56,78,"72,84",79,,"41,43,7",56,,24,,,"26,45",8,
t2,82,,75,,"91,37",69,,"14,30",,54,24,"89,22",,"91,20",,,,"57,63",,,,,,4,,79,,84,,,,,,97,,,,,,,"89,43,7",,"58,66",,,,,,,,,90,,,,81,"18,52,63",66,,21,"56,88,53,79",,,32,,,57,79,"65,92,86",,"26,45",13,,,,74,"96,82,85",,"33,40,24,57,56,61",,56,"1,99,77","69,86","97,34,83,86,89","1,82,99,77","83,84,92",30,"40,93,61,79","16,84",,36,"69,86",,,,,,,
t3,,,,,"89,41,43",,,"89,12,22",,34,70,"57,91",,"41,7",,,,,,,,,,2,,"16,34",,"40,79,53,56,88",,,,,,"26,71",,,,,,,"57,36,14",,,,,,,,,,,,,,,,19,,,,"97,69,70",,,,,,"89,62","89,84",,,,60,,,,"96,85",,,"69,50,86,25,62",,48,"9,76,47","81,75,55","1,3,71,75,45,14,51,57,26","9,34,76,47","40,88,51,53",98,"97,34,70,16,28","40,33,88,68",,"58,66",39,,,,,,,
t4,,,,,"57,36,14,79",,,"91,35",,1,4,"25,50",,5,,,,,,,,,,,,"1,54",,"34,70,72,16,48,83,86,89",,,,,,,,,,,,,"50,58,62,15",,,,,,,,,,,,,,,,,,,,"26,45,71,55",,,,,,91,"40,14,56,57,91",,,,,,,,,,,"81,67,3,39",,,,"38,6","74,17,50,22,27,62",79,"72,42,27,23",,"4,68,71,45,24",,,31,,,,,,,,
t5,,,,,"97,66,98,15,16,50,25,58",,,43,,74,2,,,,,,,,,,,,,,,74,,"4,68,75,14,24,57,91,93",,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,38,,,,,,43,"7,41,43,12,48,17,50,83,22",,,,,,,,,,,65,,,,,"99,67,85",84,21,,,,,,,,,,,,,
t6,,,,,"32,26,67",,,36,,85,,,,,,,,,,,,,,,,"96,82,99",,"7,43,12,50,22,25,94",,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,36,"51,36,37",,,,,,,,,,,,,,,,,"56,53",,,,,,,,,,,,,,
t7,,,,,44,,,"58,66,15",,,,,,,,,,,,,,,,,,59,,"67,35,37,5,20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,"42,27,58",,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,
t8,,,,,,,,"32,64",,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,31,,,,,,,,,,,,,,,,,"75,3",,,,,,,,,,,,,,
t9,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
