Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,34,4,,70,,55,37,,77,95,,"20,14",60,"89,46",,79,,,63,,,14,,94,,97,51,,,"98,78",,,84,,"80,12","58,66,15",,55,65,,91,,"91,36",32,,,77,56,66,67,"42,27",,,"34,95","38,6","48,83,92,69",62,36,,13,84,,19,,,49,50,16,56,"24,4,79",97,21,90,"1,99,85,77",,77,"9,74",,"16,97,34,70",,86,74,"56,51","88,33,61,79",,"56,75,3",78,84,"57,91,79","73,29",41,,72,11,54,,"45,79,71","8,14,30",
t2,79,,,79,,38,,,"74,76,47",54,,"89,98",,79,,"89,34,84,97",,,,,,,,,,"45,71",83,,,,,,"40,56,53",,"20,14","32,49",,6,,,"89,7",,41,15,,,9,"92,86",36,,,,,"10,79",,,,66,,21,"40,88,53,79",,,,,,57,79,"83,92,86","16,97,34,94",26,,29,,,9,"82,99,85",,"68,71,45,54,26",,3,"99,85,77","42,27,84,92","72,34,28,70",,"48,83,84",30,"40,33,53,79","97,34,70,7,41,16,17,25",,,,,,,,"89,34,70","78,12,22",
t3,"89,70,97",,,"97,34,16,84,89",,,,,"96,99",34,,91,,"34,70",,"40,33,91,57",,,,,,,,,,,,,,,,,"48,92",,"89,98,22",44,,,,,"37,5,14",,,"64,36",,,,3,"58,43,15",,,,,"97,84",,,,49,,,"34,70,72,16,89",,,,,,"62,17,25","89,84,70","81,75","1,68,45,54,26",,,,,,,,,95,,,9,"88,79","1,93,21",,"40,33,88",,"16,97,34,23","1,37,71,26,63",,,,,,,,"54,4,14",35,
t4,"26,4,14,71",,,"1,71,40,45,14,54,88,61",,,,,59,79,,"41,7",,,,"17,43,7",,,,,,,,,,,,,,,,,,,8,,,,,,"46,98,22",,,"58,43",,,,,,,,,,"33,26,53,71",,,,,,,"4,68,21,57,91,93",,,,,,18,"40,14,53,24,88,61",,,,,,,,,,,10,,,,"16,97,34,70",,,,,"26,54",,,,,,,,,"2,12,22",80,
t5,"98,12,46",,,"72,28,95",,,,,,"89,97",,"37,5",,,,52,,,,,,,,,,,,,,,,,,,,,,,,,"8,30",,,31,,,,,,,,,,23,,,,,,,"2,7,41,17,25,62",,,,,,,"46,94,28,22",,,,,,,,,,,,,,,"4,68,45,54,24",,,,,95,,,,,,,,,,,
t6,30,,,93,,,,,,"57,71",,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,"52,37",,,,,,,,,,,,,,,,,,,,,,"2,94",,,,,10,,,,,,,,,,,
t7,78,,,,,,,,,"62,17,25",,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t8,,,,,,,,,,63,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t9,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
