Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,,,,"2,70",7,55,91,,77,,94,"35,20,14","60,21","12,46",32,"68,79",18,17,63,12,13,14,,70,57,,51,,90,"98,78",,,,1,"80,12","66,43,15",,,,84,91,51,"91,36",32,,14,,,,67,"42,27",17,,95,"69,6","48,83,84,86,92","17,50","36,31",96,13,84,57,,,,"49,36",50,16,55,"24,79",,88,,"1,82",,77,"9,74,76",87,"34,70",,86,,,"40,56",,"56,81,75",,84,"91,14",,43,56,,24,"10,54",,"26,71",,74
t2,,,,24,37,,"41,43",,74,,24,"80,89",,35,44,"97,70",,52,17,,60,"89,98",,,17,,,,73,"8,87",,,,,"20,14",49,,,,"33,79,53,56,88","43,7","83,27","41,66,15,7",15,,"98,12,22",,,,,,57,,10,"56,39","75,79,81,53,88","18,67,52","66,43,15",74,21,"40,56","25,50",,,,"43,15",57,79,"38,6","16,97,34,84",,84,,34,,"9,74",96,,"24,4",,3,,,"48,83,69,86",,,,"40,33,79","98,7,43,12,22",,36,"83,86",,70,,,,,"96,1"
t3,,,,94,,,,,"1,99,85",,,"57,91",,,,"24,4",,,"57,18,52",,,"57,30",,,"18,52,63",,,,,,,,,,89,,,,,"97,34,69,48,86,89,92",36,,"49,37",36,,"8,35,20,30",,,,,,"25,50,62",,,"83,84,86,92","16,97,70",73,"64,49","1,82,99",72,,,,,,"64,91","89,25,62","34,84,70",,"1,40,53,54,26,61",,"40,79,53,56,61",,,,"82,85",59,,2,,,,,"75,3,55",,,,"89,34,97","8,35,20,30",,"58,15","81,75,51",,"4,79",,,,,
t4,,,,11,,,,,,,,,,,,94,,,"89,73,50",,,"17,78",,,,,,,,,,,,,91,,,,,"1,3,39,71,75,45,81,54,57,26","66,15",,,66,,80,,,,,,67,,,"61,53","68,45,71",,,34,,,,,,,,79,"33,4,54,24,56",,"28,95,23",,"16,92,70,23",,,,,,,,,,,,,,,,"54,71",,,"32,31",27,,"16,97,2,84",,,,,
t5,,,,,,,,,,,,,,,,11,,,"90,91,14,79",,,"18,52,63",,,,,,,,,,,,,7,,,,,"65,17,25,62,95",64,,,,,,,,,,,,,,28,,,,79,,,,,,,,"16,84,70","48,95",,10,,"24,4",,,,,,,,,,,,,,,,,,,44,,,"33,71,40,45,56,26",,,,,
t6,,,,,,,,,,,,,,,,,,,"34,98,70,46,84,29",,,19,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,"16,89,84",,,,,,,,"40,56,68",,,,,"2,94",,,,,,,,,,,,,,,,,,,,,,"92,69",,,,,
t7,,,,,,,,,,,,,,,,,,,"1,4,8,40,54,24,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56,57,91,68",,,,,,,,"48,92",,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,
t8,,,,,,,,,,,,,,,,,,,"2,69,74,48,83,86,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,41,43,48,86,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,6",,,,,
t9,,,,,,,,,,,,,,,,,,,"96,99,75,77,55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"81,3,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,,,,,,,,"38,9,76,47,59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
