Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,"34,74",4,86,2,,,"37,5",,77,95,,"35,20","60,21","98,12,46,22,89",32,79,63,17,63,,,,53,70,,,,61,90,"98,78",,15,84,1,12,"58,43,66,15",,55,,,91,,"91,36",,,14,77,,66,"57,67","83,27","73,17",84,34,"38,69,6",83,"17,50",31,,,"28,84",57,"17,19",15,39,,,,"56,55,39",24,,"88,93,21","90,52","96,82,85,77",86,77,"9,74",,"16,89",,86,,,"33,53,79",,,78,"72,84","57,91",29,"41,43,7",56,72,"24,11",54,74,"26,79,71","8,14",
t2,"96,82,99",,81,,,,,,76,54,,80,,"8,79,57,91,30",44,"89,34,84",19,"57,63",17,,,,,,,,,,73,14,,"64,36","56,53",,,"32,91,64,31",,6,,,"89,43,7",,58,,,98,"74,76",,36,,56,18,"40,33,56,88",,,,"18,67",,,,"33,40,79,53,88","17,25","57,18,52",,,,,,"65,83,84,92",94,,13,,"59,47",3,47,"82,99",,,,,,,23,,,,"40,79,93,21,56,61","25,50,43,62",,"37,5","84,69","88,21",70,34,"1,82,77","16,34","46,22",
t3,59,,,,,,,,,34,,,,"16,17,34,50",,"1,40,14,53,91",,50,57,,,,,,,,,,52,"12,22",,"66,43",69,,,"89,41,7",,,,,"57,5,79",,,,,,99,,43,,"84,69",,"72,69",,,,,,,,"16,72,23","52,63",50,,,,,,"33,40,53,88,61",,,60,,,,,,,,,,,,,,,,"34,69,13,92,16,83,28",67,,,"33,39,79,55,61",84,4,1,,54,,
t4,,,,,,,,,,,,,,"52,68,63",,"98,43,12,46,22",,,25,,,,,,,,,,17,20,,"49,91",55,,,"57,14,79",,,,,"16,34,62",,,,,,,,91,,79,,,,,,,,,,68,73,,,,,,,28,,,,,,,,,,,,,,,,,,,"68,55,39",,,,"16,65,34,28","61,53,79",,74,,95,,
t5,,,,,,,,,,,,,,"73,19",,"8,20,30",,,,,,,,,,,,,63,,,,,,,"16,97,84,22",,,,,"68,54",,,,,,,,41,,"89,70",,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,68","89,28,70,97",,"96,82,77",,,,
t6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,"68,45,53,56,61",,,,,,,,,,,,,,,"57,4",,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,45,71",,9,,,,
t7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"69,92,83,86,28",,,,,,,,,,,,,,,"2,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,39,75,81,55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
