Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,74,,86,,,55,"91,5",,,95,94,"35,14",21,"89,98,12,46",36,,"57,52,63",,,,,14,53,,57,97,,61,90,78,,"44,15",,79,"80,12",,,,"65,69",,,,"91,36",32,,,,,66,"57,67","42,27",17,"84,23",,69,"69,83,84,86,92","50,62",36,,13,"28,84",57,19,,,49,,,"56,55,39",,,"88,93,21","90,52",82,86,,74,"30,87","97,70,16,84,89",,86,74,"56,51","40,88,79",,"56,81,75",78,72,"91,14,79",73,"89,7",56,72,11,54,74,"26,71","8,14",74
t2,"85,77",,"56,81",,,,43,,,,24,"80,98",,"30,79",43,,"50,19",,,,,,,,"89,50","45,71",,84,73,87,,"64,36",,,"20,14",,,,,,,,"41,58,15,7",15,,,,,,"17,25",,57,"33,40,79,88,61",,56,"33,3,53,55,88,61",,43,,,"40,56,88","89,17,50,25",,,,,,,"86,84,6",,,,29,,"56,81,3",,85,98,"4,68,71,40,45,14,88,26,91",,75,"96,1,99,85","84,69,86,92","89,34",,"48,84,69,92",,93,"97,98,70,7,41,43,16,84,22",52,"57,37,5,14","83,69",21,,,"1,82,99,85",,46,"1,82"
t3,"9,47",,48,,,,36,,,,,,,"78,34,70,97",,,,,,,,,,,"67,14,79",,,"56,53",,,,"66,43",,,"89,22",,,,,,,,"32,64,37","64,36",,,,,,18,,"89,25,50,62","34,70,72,16,89,28",,92,"72,28,38,23",,,,,"92,69,86",,,,,,,,"3,40,75,79,53,88,61",,,,,,48,,,14,"2,43,46,98",,,,"3,39,40,75,79,88","1,91,14",,"33,55",,,"33,56,4,5,36,37,40,71,45,53,24,26,88,61",,"62,17,98,25","51,55",13,,,,,,34
t4,,,,,,,66,,,,,,,"4,71,45,87,26",,,,,,,,,,,"97,34,70,12,84,22",,,"83,69",,,,,,,79,,,,,,,,,43,,,,,,,,"91,14","1,4,68,14,21,24,57,93",,,93,,,,,"75,39",,,,,,,,"16,72,70",,,,,,,,,"89,22",30,,,,"72,65,89,97","41,74,98",,,,,"2,72,83,86,58",,52,38,,,,,,,
t5,,,,,,,,,,,,,,2,,,,,,,,,,,"33,35,4,45,20,54,24,56,88",,,"55,39",,,,,,,70,,,,,,,,,,,,,,,,,"12,22,7","2,98,74,12,13,50,22",,,,,,,,,,,,,,,,"4,93",,,,,,,,,"57,91,79",,,,,"45,21","8,82,99,85",,,,,"3,75,51,21,93",,,,,,,,,,
t6,,,,,,,,,,,,,,,,,,,,,,,,,"2,69,72,86,92,94",,,,,,,,,,24,,,,,,,,,,,,,,,,,"35,5","96,67,35,99,77,85,30",,,,,,,,,,,,,,,,2,,,,,,,,,"97,41,43,84,62",,,,,,,,,,,"27,13",,,,,,,,,,
t7,,,,,,,,,,,,,,,,,,,,,,,,,"3,39,81,21,93",,,,,,,,,,94,,,,,,,,,,,,,,,,,,"9,59,78",,,,,,,,,,,,,,,,,,,,,,,,,"33,71,40,45,26,61",,,,,,,,,,,60,,,,,,,,,,
t8,,,,,,,,,,,,,,,,,,,,,,,,,"65,13",,,,,,,,,,11,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t9,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
