Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,,4,86,70,,55,5,98,,95,,"35,20,14","60,21",98,,,52,17,63,12,,14,53,"94,70",57,97,,61,90,98,,15,84,54,80,"58,43,15",7,55,"65,69",84,,,"91,36",32,97,14,,56,66,67,27,,,"34,95","38,69,6","83,92,86","89,17,50,25,62",31,,,,,19,15,,"49,36",50,16,"55,39","4,79",97,"88,93",52,"82,99,77",,77,"9,74,76",30,"97,70",35,86,74,51,"40,61,53,79",74,"81,75,3",,72,"91,79",29,"41,43,7",56,,,,,"79,71","8,14",
t2,,70,56,24,,69,,"14,30",,,,"46,98,22",,"8,30",,,,52,17,14,,12,,4,"17,50",79,,,,,,"64,36","61,53",95,,,"91,5",6,55,"88,33,53,79",,,"41,66,7",15,,"89,22",,"83,84,69,92",36,,,,,,39,,"18,52,14,79",,,,,,,36,,43,57,79,"38,65,6","16,89,34","26,45,79",,17,47,,"9,47","1,85",,"24,45",,3,"1,85","42,27","16,34,28,70","96,82",,,"93,21","41,43,84,97",,"37,5","83,84,69",,,,,"16,84,70",22,
t3,,24,69,94,,56,,"46,89,22",,,,8,,78,,,,,"57,18,52","46,22",,,,2,52,"34,84,70",,,,,,58,23,10,,,43,,6,"97,70,23",,,5,"64,36",,57,,"39,40,79,55,88","58,15",,,,,,65,,"70,34,22",,,,,,,"66,43",,,"89,25,62","34,84,70",,"1,68,14,57,91","16,89,34,84",,63,,,,,,94,,,,,24,59,,,,"33,36,53,56,61",,,"40,79,51,53,55",,,,,"24,40,56,4",,
t4,,,"55,39",,,"48,86",,,,,,,,,,,,,"25,50,62",,,,,,,"56,53,54",,,,,,31,,,,,36,,,71,,,,"66,43",,"17,25",,"65,34,6",31,,,,,,,,54,,,,,,,"49,91",,,91,"4,54,24,56,88",,"98,7,12,22,25","68,14,53,54,57,61",,19,,,,,,11,,,,,,,,,,"66,69,48,83,86",,,"97,34,70,6,16,89,27",,,,,"48,83,92,86",,
t5,,,"38,6",,,"81,3",,,,,,,,,,,,,,,,,,,,"83,92",,,,,,,,,,,"66,15",,,,,,,,,"18,52,63",,"1,54",,,,,,,,,95,,,,,,,"89,41",,,7,"48,94,86",,"35,5,30","98,12,17,25,62",,,,,,,,,,,,,,,,,,49,,,"1,45,14,24,57,26",,,,,81,,
t6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64,49",,,,,,,,,"73,19",,95,,,,,,,,,,,,,,,,"57,79",,,5,"11,81,75,3",,80,"18,30,63",,,,,,,,,,,,,,,,,,,,,"74,46,50,25,62",,,,,,,
t7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,"34,70,16,84,25",,,,,,,78,,,,,,,,,,,,,,,,,,,,,"82,85",,,,,,,
t8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,53,24,56,88,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"69,72,83,86,23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"81,51,93,21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42,13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
