Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,"34,74",4,,2,,,"37,5",98,,95,94,"35,20,14",60,"46,22",64,"68,79","57,18,52",17,63,12,"72,13",,,,57,97,51,61,90,"98,78",,"44,15",,"54,79","80,12","58,43,66,15",,,"65,69",,,,91,32,97,14,77,,66,"57,67",,17,23,34,"38,6","84,69,92","62,17,25",,,13,,,17,15,39,49,,,"56,55,39",79,,"93,21",,"1,99,77",86,77,9,"30,87",70,35,86,,"56,51","40,33,61,79",,75,78,,"57,91",,"41,43",56,,11,,"74,59","45,79","8,14,30",
t2,"99,85,54,79",,,,,,,30,,,,"89,98",,,,"89,70,97","50,62","52,63",17,35,"60,93",,,,,"45,79",,84,73,87,,,,84,,31,,,,,,,,,,,76,,36,"25,62",,63,,"1,79",,53,"18,52,63",,,,,,52,,69,,,,"48,65,38,86","16,34,84",,13,,"9,47",56,74,,98,24,12,"75,3",,"48,42,69",70,,,,,"17,41",,36,"48,69",,,,85,"16,89,34,84","12,22",
t3,"89,95",,,,,,,78,,,,"8,57,79",,,,"91,4,14,71",67,"73,19","57,18,52",80,,,,,,"89,84",,"40,33",,,,,,"56,88",,,,,,,,,,,,,,,58,,,,,"16,89,74",,23,"73,19",,,,,,,,56,,,,75,"33,68,40,88,61",,60,,,"48,69","96,82,85",,,94,14,,,39,24,,,,,52,,15,,,,,,"1,68,40,14,53,54,57,61","35,20",
t4,"57,10,14",,,,,,,,,,,"25,34",,,,"2,43,46",,90,"73,25,50,89",,,,,,,"88,33,61,57",,,,,,,,"48,92,69,86",,,,,,,,,,,,,,,31,,,,,"96,99,14,82,91",,,,,,,,,,,"48,84,86",,,,,"72,28",,,,,55,,,,,"89,46",,,65,94,,,,,73,,,,,,,,"17,50,22,23,25",80,
t5,"98,46,17,50,25,62",,,,,,,,,,,54,,,,,,,"67,14,79,90,91",,,,,,,"72,17,62",,,,,,,,"75,3,55,39",,,,,,,,,,,,,,,,,,,,"41,43,59,7",,,,,,,,,,,"40,33,3,61",,,,,21,,,,,38,,,,,"57,79",,,,11,,,,,,,,,,,,,"67,63",,
t6,52,,,,,,,,,,,95,,,,,,,"97,34,98,70,41,12,16,29",,,,,,,"18,52,93",,,,,,,,38,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,"17,34,62,97",,,,,,,,,,,,,,,,,19,,
t7,,,,,,,,,,,,10,,,,,,,"1,35,68,45,20,24,30",,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45,18,52,54,26,63",,,,,,,,,,,,,,,,,,,
t8,,,,,,,,,,,,,,,,,,,"80,94",,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t9,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
