Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,34,,86,,,55,91,,77,,94,20,,"46,12,22","64,36",79,57,,,,72,14,,,57,,,61,90,98,58,44,,"1,54,79",,"58,43,15",7,55,,84,,51,36,32,,,,56,66,"57,67",83,,84,34,,"83,69,86","17,25",,,,"28,84",,19,,39,,50,16,55,4,97,"88,93,21",52,"1,99,77",,,"9,76,47",30,"89,34,84,70",35,86,74,56,"33,40,79,56,61",,,78,,57,"73,29","89,41,7",,72,24,"10,54",59,"26,45,79",,
t2,54,,81,,,"69,38",89,,"74,47",,24,,,"35,20","66,43","84,70","89,25,50",,,,88,"89,46",,,"89,17,62",,,,,14,36,,,89,,91,5,,,"88,61,53",,27,"58,66,15",,,,,"84,92",36,"89,17,62",,,"40,33,56",,,"75,3,55",63,,,,"40,33,56",,,,69,,,79,,,79,84,,"9,34,76,47",,,,,"4,14,24,57,56,88",,3,99,"48,92,69,86","16,97,34,86",,,30,,"50,62",52,37,,,70,,,70,,
t3,,,,,,56,"57,79",,1,,70,,,,"49,91","88,33,61","91,67,79",,,,,"91,79",,,"18,79",,,,,"89,46","43,15",,,91,,"89,41",,,,"72,23",,,"32,49,31",,,,,"88,33,53,79","58,43,15","18,52,14,63",,,"83,69",,,"38,6",19,,,,"92,69",,,,"56,55",,,"89,70,97",,,"16,89,34,70","40,56,53",,79,,,,,"98,69,48,50,83,22,86,92,94",,,,"3,55,39","3,75,45,81,54,26",,,98,,67,,,,,79,,,,,
t4,,,,,,"48,83,92","70,16,84,25,62",,34,,4,,,,"89,7",72,"97,34,43,70",,,,,"34,43,70,7",,,"16,97,70",,,,,57,64,,,41,,"57,14",,,,,,,,,,,,"72,34,70,23",,"73,98,19,46",,,,,,,,,,,39,,,,"38,6,48,83,92",,,"24,57,26,4",,,"1,4,68,14,54,24,57,91","86,23",,"97,84",,,,,"8,67",,,,"38,65,6",95,,,14,,,,,,,"16,89,84,97",,,,,
t5,,,,,,51,"24,88,68",,,,2,,,,"37,14,79",21,"1,36,71,54,24,26",,,,,"37,36,5,54",,,"4,71,68",,,,,"50,62",,,,,,"62,12,46",,,,,,,,,,,,,,"90,30",,,,,,,,,,,,,,,51,,,50,,,"7,41,43,17,25","75,3",,"33,26,61",,,,,,,,,,10,,,"46,12,22",,,,,,,"68,71,40,45,56,57",,,,,
t6,,,,,,,"72,94",,,,,,,,"97,70,12,46,22",13,"74,15,58,94,95",,,,,"58,66,95",,,2,,,,,,,,,,,"35,20",,,,,,,,,,,,,,78,,,,,,,,,,,,,,,"42,27",,,,,,"36,52,63",,,,,,,,,,,,,,,,35,,,,,,,"69,48,17,83,86,92",,,,,
t7,,,,,,,,,,,,,,,"26,20,45",60,"11,77,31",,,,,"49,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58,15",,,,,,,,,,,,,,,,80,,,,,,,"3,18,51,52,55,63",,,,,
t8,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,"73,42,19",,,,,
t9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,
t11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
