Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,74,,86,"2,70",7,,"91,5",98,,,94,"35,20",,"98,12,46,22,89","32,64",,18,17,63,12,72,14,,94,57,,,,,78,,44,84,,"80,12","43,15",,,"65,69",84,91,,91,,,,77,56,66,67,"42,83","73,17","84,23",34,69,"69,48,83,84,92","89,50","36,31",,13,28,,"17,19",,39,"49,36",50,16,,24,97,88,"90,52","96,82,85,77",,77,74,87,"89,34,70,97",,86,,56,"33,61,79",74,"81,3",78,"72,84","57,91,79","73,29","89,41,43,7",56,,11,"10,54",59,"45,79,71","14,30",
t2,"96,99,85,77",,81,24,"91,37",,41,14,,,,,,"20,30,79",44,,,"57,52,63",,,93,"98,46",,11,"89,17,62",,,,,,,,"40,88",,"20,14",32,,,55,"88,53,79",,,"89,7",,,,"9,76","92,69",,,,"18,90","56,88,61,79",1,,"40,88,53,79","91,67,79","66,43,15",,21,,,52,,69,"58,43",57,,,,,84,"17,29","59,76",,9,"96,82,85",,"1,4,45,54,57",,56,,"48,92","16,89,70","1,77",,,"33,79,93,53,21,61","25,34,43",,"57,37,14","48,83,84,69",,,,,"16,34,84,70","89,12",
t3,"9,47",,,94,"41,43",,,"46,89,12,22",,,,,,"16,34,84,70",,,,"73,25,50,62",,,,"8,30",,,"91,14",,,,,,,,,,"46,98,22",,,,"38,6","97,34,70,23,89",,,"37,5,14,79,57",,,,,55,,,,29,"97,34,69,70,72,16,83,86,28",,,"16,97,70","97,34,70,41,16,84","49,91",,72,,,,,56,31,"89,25",,,,,"56,33,79","18,63",,,,59,,95,,"48,83,69",,,68,"76,47",,,"97,70,13,16,23,89",1,,"17,12,22,25","40,33,51,55",,,,,"1,68,40,56,88,61","57,91",
t4,,,,11,,,,91,,,,,,"1,40,53,56,88,61",,,,90,,,,78,,,"46,41,22,7",,,,,,,,,,"8,30",,,,,"54,24,57,26,91",,,"97,34,98,70,12,46,17,84,22",,,,,,,,,,"1,26,71",,,"24,4","1,68,71,54,24,88","89,41,7",,,,,,,"48,83,86",,14,,,,,"97,34,70,16,48,86,89,92",19,,,,,,,,,,,,,,,"45,24,57,26,91,60",,,"35,20,52,63",,,,,,"72,74,92,69","17,62,7",
t5,,,,,,,,,,,,,,"48,28,92,23",,,,,,,,,,,37,,,,,,,,,,78,,,,,"25,95,62,7",,,"40,88,35,52",,,,,,,,,,74,,,94,,"57,5,14,79",,,,,,,"81,75",,"46,98,12,22",,,,,"3,4,68,71,45,14,81,24,57,26",,,,,,,,,,,,,,,,"7,43,50,62,94",,,,,,,,,"99,39,82,21,93","37,5",
t6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,"10,37",,,"80,73",,,,,,,,,,"85,77",,,,,"97,34,70,46,16,17,50",,,,,,,,,"8,20,30",,,,,"2,98,12,50,22,25,94",,,,,,,,,,,,,,,,"67,36,5",,,,,,,,,65,,
t7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,"1,4,68,18,24",,,,,,,,,,,,,,"8,20",,,,,,,,,,,,,,,,,,,,,,,,,,,
t8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,74,94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99,82,11,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
