Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99,Sursa_100
t1,"68,6,70,8,72,45,21,24,29",49,,"73,26",,,,,,,1,,,68,,,,1,,,,"89,67",,,95,"68,84",99,1,,,10,,,,1,,,,,"70,22",73,20,,,,,,,81,,,,,25,,,"41,63,31",49,,83,57,,,,,1,22,"73,99",,,,,,"89,2",,68,,,,27,,,85,,84,1,,,"2,26",,,,58,,,,,,,
t2,"73,23,15",,,"41,10,27,57",,,,,,,"71,49,81,59,61,63",,,"1,11",,,,"99,4,71,73,14,50,53,56",,,,"81,49",,,"1,93","27,99,56,11",22,"33,67,37,77,81,18,52",,,"80,86",,,,"24,41,85,6",,,,,"67,68",26,1,,,,,,,25,,,,,93,,,"74,27,68",,,14,"1,22,63",,,,,"67,5,44,77,46,78,18,84,24,89,59,31",26,"57,26,14",,,,,,57,,"26,14",,,,,,,,,32,"64,89,5,70,41,75,45,19,21,25,28,30",,,"74,93,85",,,,,,,,,,,
t3,,,,"80,1,30,31",,,,,,,"25,58,97",,,"64,96,39,8,9,73,47,79,53,86,24,27,93,94,31",,,,"26,83,68",,,,25,,,"64,66,67,68,76,88,89,28,30","1,63","67,14","26,58,93",,,,,,,"73,100,22",,,,,"57,26",77,"33,100,38,74,13,47,79,81,53,85,23,24,25,57,63,31",,,,,,,,,,,,,,,"1,10,14,83,26",,,,"67,41,14,15,49,52,89,90,27",,,,,"81,49,52",70,"32,89,74",,,,,,"26,27,63",,"1,27",,,,,,,,,,"74,68",,,52,,,,,,,,,,,
t4,,,,"32,97,37,74,46,78,83,53,23,60,93",,,,,,,,,,"99,42,88,25,58,57",,,,"41,10,30,57",,,,,,,"10,26,22","42,44,49,86,55,57,90,60",,"73,2,74",,,,,,,"26,68",,,,,"66,99,60",,"97,67,68,83,56,58,62",,,,,,,,,,,,,,,"67,90,6,76,17,24,58",,,,"80,54,24,60,31",,,,,25,,,,,,,,"10,99",,"96,4,71,42,43,46,16,80,22,24,89,91,30",,,,,,,,,,"73,27",,,,,,,,,,,,,,
t5,,,,"8,2,22,63",,,,,,,,,,"81,41,29",,,,63,,,,,,,,"64,54",,49,,,,,,,"57,67,27,70",,,,,,,"99,41,10,11,93,30",,,,,,,,,,,,,,,,,,,"25,83,68",,,,,58,,,,,,,,70,,"67,41,74,49,18,84,56,90,62",,,,,,,,,,"10,4",,,,,,,,,,,,,,
t6,,,,68,,,,,,,,,,,,,,,,,,,,,,2,,89,,,,,,,"10,31",,,,,,,"78,26,60,70",,,,,,,,,,,,,,,,,,,"99,73,11,76",,,,,,,,,,,,,,,"52,54",,,,,,,,,,26,,,,,,,,,,,,,,
t7,,,,"56,99",,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,"73,27,14",,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,
t8,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
