Clock Tick,Sursa_0,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,98,97,"25,37","36,93",70,87,70,1,,,,"90,45",,56,61,,93,92,,79,,"33,2,22,78","36,60",76,91,,,24,,79,91,42,,,,,,"3,23",37,"18,34",63,"38,33,22","64,39",,,22,,,"65,54,87,93,63","73,5",76,,"32,2",19,,,,,,,,,"33,35",,12,,52,44,"81,38","97,93","44,6","96,58",,"88,43",,6,27,,,,,29,"17,57,47",,,,"32,66",,,"58,43",,,"64,29",58,,,26,31,"40,79",
t2,,65,"65,4,93",68,,"68,29","89,93,37",91,,,,"46,99,22",,,,,"42,15",58,,2,,10,"91,77",65,4,,,"2,34",,"13,7",,,,,,,,"8,97,75",,"73,43",,"6,77,58,91,29,63",74,,,"0,28",,,"19,77,14",,8,,25,,,,,,,,,,"81,98,95",,56,,"32,64,13",89,"40,1,11,36","16,50,51,14","65,42,14,55,30","81,37",,"28,53,39",,,,,,,,,"25,61",,,,,,,65,,,"81,35,12",18,,,"43,79",,,
t3,,71,95,32,,"35,37,23,94,31","27,68","80,82",,,,"17,82,97,15",,,,,,,,,,,,25,,,,,,,,,,,,,,"81,28",,67,,"34,84,61,70",,,,49,,,"67,36",,,,,,,,,,,,,,"9,10",,11,,48,,"72,35,12,85","56,74,94,63","64,68,49,58,93",95,,"18,42,87",,,,,,,,,97,,,,,,,,,,"20,78",,,,57,,,
t4,,,33,"24,98",,"8,67,20,46","79,15,83,87,30","57,6",,,,"58,92,61",,,,,,,,,,,,"85,94,71",,,,,,,,,,,,,,43,,"74,87",,"36,45,46,21,95",,,,14,,,38,,,,,,,,,,,,,,,,33,,,,"10,47,88,59,62","25,11,49","37,38",,,"67,84",,,,,,,,,,,,,,,,,,,"56,76",,,,"88,2",,,
t5,,,,,,"36,7","33,3,22,39",34,,,,64,,,,,,,,,,,,62,,,,,,,,,,,,,,91,,"19,84",,"25,82,28,7",,,,,,,18,,,,,,,,,,,,,,,,,,,,"33,91,28,60","36,55","1,3",,,63,,,,,,,,,,,,,,,,,,,51,,,,"24,68,77",,,
t6,,,,,,,54,4,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49,99",,,,,,,,,,,,,,,,,,,,,,,,,,,"43,29","44,87,79,68",78,,,,,,,,,,,,,,,,,,,,,,65,,,,37,,,
t7,,,,,,,77,25,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"73,5,23",,,,,,,,,,,,,,,,,,,,,,,,,,,"89,74","96,10",,,,,,,,,,,,,,,,,,,,,,,6,,,,6,,,
t8,,,,,,,,3,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39,42,12,54,89",,,,,,,,,,,,,,,,,,,,,,,,,,,64,"6,22",,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,
t9,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,47,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
