Clock Tick,Sursa_0,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,"50,58,45",75,,86,36,42,,40,,,"98,11",69,84,"62,39",,96,"43,55",97,28,,36,94,"0,19",,,,,,,"69,63",,"99,83,3",,"40,11,22",8,,,2,"21,31",,7,,,21,53,29,90,72,,,"84,14","65,93","97,44,13,63",,11,,78,31,,13,,2,9,52,"21,22",59,,,"87,38,55",24,,,"40,19",,,"34,6",,90,,,,,"99,6",50,,,"32,98","38,79","65,77,87",,30,,31,,,,"26,13",28,,34
t2,"82,3,29",,,"34,99",,1,,"98,70",,,,,62,34,,,,,48,,49,69,"34,4,81,49,58",,,,,,,65,,"73,75,45,54,58",,19,23,,,"89,59,54",35,,,,,"25,37",,"99,92",,"32,28,92",,,49,"49,42","48,79",,90,,,,,62,,,,32,"33,58",,,,80,,,,"33,92",,,"1,38,23",,"42,11",,,,,31,"41,63",,,"56,72,84,29","62,15","32,25,76,5",,27,,,,,,"59,43,60,45","49,22",,43
t3,16,,,"41,57",,34,,"0,49,59",,,,,,11,,,,,"65,25,39,23",,"24,42",28,"33,68,5,7,43,75,84,93,63",,,,,,,"10,90",,"86,11,5,46",,12,21,,,72,98,,,,,,,"0,48,91,58",,"8,48",,,,"90,5,38","76,95,92",,"51,3",,,,,,,,,,,,,,,,,,,,,"96,97,37,31",,"17,68",,,,,58,"34,84",,,"94,31",,"59,52,78",,,,,,,,"28,29,22,39",,,7
t4,,,,"84,69",,,,"58,92,31",,,,,,,,,,,"8,43",,,,"36,38,6,42,48,50",,,,,,,"5,95",,66,,"65,44",94,,,,"27,78",,,,,,,"33,18,87,60,62",,,,,,"75,46,15","25,19,94,41",,,,,,,,,,,,,,,,,,,,,,,"65,2,71,47,95",,"94,46",,,,,,,,,97,,"8,34",,,,,,,,"34,84",,,40
t5,,,,"40,66",,,,"18,29,95,87",,,,,,,,,,,16,,,,"65,1,99,74,76,80,54,23",,,,,,,"42,99",,,,,,,,,"2,28,76",,,,,,,"74,47,31",,,,,,91,"34,68",,,,,,,,,,,,,,,,,,,,,,,"89,25,58,61",,"72,1,80,69",,,,,,,,,14,,7,,,,,,,,,,,"72,53"
t6,,,,,,,,"10,27",,,,,,,,,,,81,,,,"10,27,14",,,,,,,"45,30",,,,,,,,,"65,41,88,79",,,,,,,"93,6,14",,,,,,"24,82","96,36,50,23,60",,,,,,,,,,,,,,,,,,,,,,,"77,13",,16,,,,,,,,,61,,,,,,,,,,,,,"16,24,95"
t7,,,,,,,,"82,99,68",,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,"25,75,63,7",,,,,,,"57,42",,,,,,"18,6","84,77,14",,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,"2,6",,,,,,,,,,,,,92
t8,,,,,,,,"51,94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,51,,,,,,9,"18,12",,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,
t9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68,92",,,,,,,,,,,,,,"65,47",,,,,,,,,,,,,,,,,,,,,,,"19,60,55",,,,,,,,,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90,95,15",,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"93,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
