Clock Tick,Sursa_0,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,,,,,,"89,59",,,92,"35,78",,,84,58,,96,,11,"77,39","72,49","81,50","96,30",16,"76,6","80,71",,"8,79",98,69,"33,63",,"83,70",,,,,,,"40,11","18,43",,,,,64,,59,80,,47,55,,,23,,70,,31,,,,,,,88,"32,88,28",,,82,11,90,,,,39,"21,14",15,61,6,"92,22",81,92,,"71,31",,,,23,75,33,,88,"58,61",47,,80,13,,"83,35",
t2,,,,,,6,,,,"68,76",,,"18,76",,,,,33,15,"32,65","34,14",,36,"48,46",35,,"92,78",35,,75,,"4,77",,,,,,,"49,69",7,,,,,,,,"83,27",,,91,,,,,"44,76",,23,,,,,,,"90,19",,,,,23,11,,,,"42,59,15","64,63",38,,,,,45,,"96,95",,,,70,81,,,,"89,33",72,,,"35,70",,"44,62",
t3,,,,,,,,,,"27,44,63",,,,,,,,,53,58,"9,43",,47,50,98,,,31,,,,,,,,,,,"74,28",51,,,,,,,,"86,22",,,,,,,,,,46,,,,,,,58,,,,,48,,,,,"64,49,98,6",,"17,12,6,87",,,,,,,,,,,,"50,20,47",,,,"40,77",,,,"9,43,37",,6,
t4,,,,,,,,,,,,,,,,,,,19,3,91,,,,22,,,5,,,,,,,,,,,,59,,,,,,,,"0,3,76,85",,,,,,,,,,"90,70",,,,,,,,,,,,63,,,,,"8,75,43,13,57",,"89,65,70",,,,,,,,,,,,"4,37,48,25,94",,,,54,,,,"66,74,18,51,50,82",,58,
t5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,"88,57,34,37",,,,,,,,,,"3,5",,,,,,,,,,,,,,,,,"11,47,85,21,23",,"80,49,59,4",,,,,,,,,,,,"98,69",,,,4,,,,"24,48,56,98",,"3,92",
t6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,"66,68",,,,,,,,,,"59,12",,,,,,,,,,,,,,,,,53,,"81,63,46,47",,,,,,,,,,,,"32,9,66,12",,,,,,,,"25,71,30,23",,45,
t7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,"65,49",,,,,,,,,,"56,51",,,,,,,,,,,,,,,,,4,,"25,50,91,13",,,,,,,,,,,,65,,,,,,,,"60,21,6,95",,74,
t8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,47",,,,,,,,,,,,,,,,,,"93,69",,,,,,,,,,,,,,,,,91,,20,,,,,,,,,,,,"59,6",,,,,,,,"73,33,42,78",,87,
t9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,57,,,,,,,,,,,,2,,,,,,,,77,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,
t11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
