Clock Tick,Sursa_0,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,22,34,,,,,15,"81,14",26,47,"58,11",34,"90,84,98",,9,,,,,50,,,45,11,30,,,"65,2,31","41,18,46",,,,,,59,,3,"2,77",11,"12,61,70",99,50,,"16,85,79",,,,91,,"81,66",67,"32,9,94",2,,,91,,"34,14",,"72,96,13",,,14,4,88,"48,59",37,,44,,,,,96,,33,20,,"1,98",,,,,,,78,17,"80,76",87,58,,,,"16,46",51,37,73,69,,28
t2,,31,,,,,,,,"72,57,37",19,,"42,11,69",,,,,,,,,,,,"67,21",,,"33,99,44,83,58,92,61","34,45",,,,,,"58,53",,97,46,"21,87","49,3,97,23",,"34,63",,,,,,,,,,69,"3,54",,,"92,30",,"50,59,61",,"17,6,47",,,49,"67,36",65,"64,83,72",86,,,,,,,"59,23",,,2,,,,,,,,,24,"82,99",24,83,,,,,13,"40,99",,,"24,66,21",,74
t3,,"42,23",,,,,,,,"34,71",,,33,,,,,,,,,,,,"64,20,77",,,"41,13,48,50,19,82,54,89,60",19,,,,,,22,,,,"33,2,74,78,79,84","16,93,5,31",,"16,83,11,71",,,,,,,,,,,"48,50",,,2,,41,,"57,22",,,19,54,18,"35,87,55",49,,,,,,,83,,,88,,,,,,,,,71,"21,6","51,44",,,,,,"96,90","10,30",,,"32,98,68,37,89,91,61",,
t4,,54,,,,,,,,"25,86,31",,,91,,,,,,,,,,,,,,,"98,35,69,6,20,57",,,,,,,,,,,"99,6,81,26,28,29","46,90,99,22",,"12,36",,,,,,,,,,,,,,61,,,,20,,,,48,73,"9,78,23","28,54",,,,,,,80,,,,,,,,,,,,,"68,61","12,14",,,,,,,89,,,"72,65,60,93",,
t5,,48,,,,,,,,"99,49,98,3",,,,,,,,,,,,,,,,,,"96,52",,,,,,,,,,,"17,61,45,15","11,17,21,59,28",,"40,84",,,,,,,,,,,,,,47,,,,,,,,"65,39","74,69","56,41,98,20",,,,,,,,,,,,,,,,,,,,,,"97,82",,,,,,,"8,86,87",,,"33,35,6,95",,
t6,,"80,71",,,,,,,,"75,12",,,,,,,,,,,,,,,,,,"21,23",,,,,,,,,,,"19,92,22","48,34,69,71",,"62,87",,,,,,,,,,,,,,7,,,,,,,,"10,43,74,13,49,27,95",,"25,51,22,47",,,,,,,,,,,,,,,,,,,,,,"47,31",,,,,,,,,,"43,77,31",,
t7,,"83,51",,,,,,,,,,,,,,,,,,,,,,,,,,"64,29",,,,,,,,,,,"58,4,12,46","24,40,42",,"55,23,5,15",,,,,,,,,,,,,,,,,,,,,,"68,73,77,47,84,59",,"40,62,71",,,,,,,,,,,,,,,,,,,,,,"36,29",,,,,,,,,,50,,
t8,,"40,57",,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,"64,59",26,,"33,70,9,42,94,30",,,,,,,,,,,,,,,,,,,,,,"82,23",,"89,17",,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,19,,
t9,,"98,70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,96,,"32,13",,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,
t10,,"9,82,59,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
