Clock Tick,Sursa_0,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,,,"44,37","50,90",24,"96,20","89,82,44,78",,76,"18,5","98,68,22,58,28","19,87",82,"81,90,61,47",,,"72,73,93","64,35","73,34,11",50,"9,36,57,47","43,68,61",,29,"16,34,64,69","65,85",18,"65,50,35",,"69,5,84","24,99,21","57,35,29",,"2,62",38,"58,60",3,23,,"91,45","72,53,63",33,,"16,11",55,"12,39","77,63","80,66",71,"93,13","0,18,28,37",4,"83,75,11,82","19,4",73,"38,49,22","26,45","2,34","83,84",51,57,,45,50,55,"32,10,59,61,95","37,22,47",77,"21,23","26,54",,,"88,17,55",61,,"73,34,52,23","8,78","33,90,83,54","9,35","2,34,62","16,48,82","33,75","45,47","97,34,39,91,50,27,63,31","41,12,69","16,25,40",3,88,"19,14",,"66,51,30,39","24,33,47,39","90,19","3,69,70","62,6",,"68,6,44,59,28","17,22",78,"73,10"
t2,,,"64,82,20,23,58","12,77,19,88,28,93",27,"6,71,73,15,26","37,42,12,80,17,52,21,24,30",,"86,78","34,39,19,20,87,90","0,65,35,69,15,18,55,88,59,92,31","49,66,79,15","80,99,6","68,37,5,73,77,49,20,59",,,"66,47,48,49,24,60","67,42,52,21,92","38,7,10,43,12,24","27,34,3","96,66,37,40,54,60,95",15,,,"67,99,77,81,82,22,55,26,61","48,61,6","27,73,48,19","68,37,10,76,78,15,48,19,20,87,25,58",,"40,11,21,90,93,31","0,34,7,73,82,53","33,2,34,98,81,20,62",,"1,37,14","4,37,40,49,18,55","33,98,83,20,84",,79,,,"46,15,52,21,59,94","81,29",,"90,54,63",,"98,44,15","88,85","27,52,22","96,19","96,66,79,81,18,51,56,58","33,77,51,22,93","25,46,95","6,38,88,12,18,21,56,27","65,49,77","16,94,39","64,37,40,73,80,18,83,24,63","18,19,74","99,59,20","97,29,62,71",7,"96,51",,,"18,27",38,"72,97,90,68","64,98,41,80,82","64,88,46","33,99,37,46,22","8,4",,,"65,75,68,71",,,"96,69,8,16,61","17,34,7","71,11,49,50,52","80,54","33,82,37","65,10,17,81,19,21,25,93,95","1,83,21,22","39,74,13,46,49","9,41,76,60,15,16,81,52,59,28,29,30","1,66,3,40,76","20,94",,"68,53",50,,"0,40","66,90,70,41,74,75,13,45,80,58,27,28,61,30","66,4","97,6,40,73,75,20,90,92","33,75,23,57,61",,"32,35,5,38,72,10,43,15,53,22,60,94","82,99,38",17,"0,49,85,45"
t3,,,"89,74,13,47,18,83,55,57,91,93,94","64,2,68,37,49,18",83,"65,40,43,60,17,28,95,31","2,5,11,16,23,39,40,47,59,61,63,64,65,69,71,86,90,93,95,97",,"75,85","89,1,66,4,11,76,16,83,53,88,25,91,92,57","33,99,5,6,37,40,14,87,56,26,91,93","98,39,73,14,22,86,27","38,73,10,78,47,15,79,51,22,86,91","2,3,34,98,38,9,50,85,87,88,57",,,"96,71,8,42,18,52,86,28","96,37,73,43,45,15,53,87,58,61,30","3,68,69,71,72,45,47,79,85,63","25,18,12,21","4,68,6,69,72,73,43,12,48,18,26","53,39",,,"98,42,44,45,76,15,83,21,90,91","2,44,74,78","65,39,74,45,80,21,58,92,93,95","2,6,12,14,31,41,45,53,54,57,62,63,66,70,71,81,82,83,84,88,89,92,93,95,98",,"33,35,70,59,42,75,13,45,83,57,26,27,30,95","97,71,74,43,45,49,81,22,91","1,4,5,40,72,10,76,13,16,55,24,59,92",,"18,91,74,94","36,73,42,11,12,13,82,51,54,24,58","49,26,30",,43,,,"64,65,35,68,37,38,42,44,23,90,27,28,30","55,45,15",,"2,92,74,38",,"32,10,83,20,52,89,58","40,75,53","97,41,12,16,19,21,85,55,28,63","4,87","68,6,47,48,80,92,87,23,57,28,94","97,70,41,59,11,76,15,47,21,88,57,27,94","97,43,76,78,47,20,23","96,34,98,68,39,73,13,45,77,49,84,22,23,58,30,31","10,12,46,18,20","43,13,83,53,85","33,34,67,91,44,45,81,50,51,82,85,26,27","65,67,6,73,16","96,98,39,9,42,73,15,51,89","96,70,7,79,16,17,24,89,60,95,31","55,47","99,52",,,"28,84,39",34,"37,38,71,7,88,28,94","6,70,42,48,18,50,51,30","16,20,52,57,90,63","0,66,67,47,16,79,30","81,25,47",,,"40,10,42,12,48,58,29",,,"68,71,11,14,51,26,94","97,99,38,39,51,26,59,28","0,32,36,37,58,48,24,56,27,95","99,10,46,16,49","41,12,18,91,93,95","35,67,37,68,70,71,74,43,75,78,54,57,27,29","89,38,50,53,55,88,25,91","35,15,48,25,59,28","0,1,2,35,99,5,6,90,8,72,46,47,82,22,58","34,78,15,50,53,22,57,27,63","62,76,6",,"74,19,23","48,67",,"33,18,67,85","2,3,35,37,98,7,79,49,82,52,21,22,23,55,29,62","99,67,40,77,52","65,34,67,38,72,44,79,49,81,61,83,87,88,29","37,40,41,11,87,60,29",,"0,7,8,13,16,17,21,36,37,40,41,42,46,47,62,63,69,76,79,88","40,73,47,80,18,91,30",88,"65,67,13,78,56"
t4,,,"6,9,42,43,73,45,46,49,86,88,26,59,60","66,38,70,8,11,47,82,84,21,86,23,89,27,29",97,"1,34,35,70,39,74,12,16,48,81,86,56,88","32,33,96,35,45,50,83,53,87,56,58,92,29,94",,33,"7,8,14,23,24,27,33,36,37,43,46,48,52,73,75,78,79,93,95,98","96,66,36,7,41,42,11,12,44,74,78,48,50,51,83,53,86,29","32,33,96,35,7,76,13,45,60,48,21,91,28,31","96,98,36,37,40,9,76,45,60,48,49,24,90,27,28,61,63","74,91,82,53,86,27,62,63",,,"97,34,5,75,78,17,50,19,82,90,27","0,3,6,11,16,19,22,29,38,39,48,55,68,69,74,83,88,89,95,99","64,6,41,75,78,50,19,54,55,25,91,60,62","96,65,2,37,5,84,85,28","5,10,16,28,29,39,41,44,50,52,55,61,63,76,79,82,87,94,97","42,74",,,"1,38,40,74,78,47,48,51,87,89,92,29,30","10,14,15,49,53,89","32,99,37,6,70,91,11,47,51,24,59,28","0,1,4,5,13,18,22,23,24,26,29,32,38,39,44,46,49,61,64,67,69,74,75,79,80,85,91",,"64,65,2,34,36,68,97,39,71,98,92,81,20,88,58,91,60,62","96,33,39,76,15,16,79,92,19,52,28,29,31","7,8,18,30,36,42,47,51,58,60,63,64,65,67,68,70,73,87,91",,"68,5,7,72,73,76,45,19,21,60,29","65,99,39,7,10,75,15,79,17,84,88,90,61","99,43,87",,11,,,"89,99,8,12,14,47,79,17,18,19,85,24,25,88,60","68,38,7,72,73,76,16,82,22,91",,"34,69,45,14,15,18,19,21",,"0,97,66,3,35,5,13,47,48,19,84,59,30,31","5,38,6,12,49,84,95","65,68,69,38,39,40,11,43,14,48,17,18,49,50,81,84","67,36,8,80,53,92","1,8,11,14,20,30,31,33,35,36,37,41,42,46,54,59,60,65,72,73,75,78,82,88,95","65,34,98,90,8,72,45,63,82,53,58,91,61,31","89,33,2,65,67,6,70,11,16,52,21,24,57,88,28,61,31","0,5,10,26,28,29,32,41,42,46,51,57,62,67,78,79,89,97,99","98,37,38,44,13,17,82,94,63","56,33,95","96,1,98,35,99,7,10,43,75,76,14,48,21,56,62,59,92,30","96,37,43,12,93,87,61","32,35,67,7,44,45,76,78,48,52,23,93","0,11,13,15,19,21,32,33,34,35,42,43,46,57,68,80,86,88,92,93","72,33,80","73,44,82,29,31",,,"65,1",,"1,39,11,75,77,46,49,83,21,87","34,39,40,74,77,78,15,21,55,23,56,31","66,3,35,5,6,38,72,12,76,51,83,93,26,61","97,36,6,7,8,72,13,77,50,82,85,90,27","2,91,50,61",,,"33,98,35,38,70,11,47,80,49,52,84,23,25,92,63,31",,,"7,18,83,88,60,63","96,1,70,71,42,12,45,80,18,23,95","2,3,68,98,45,14,79,16,51,21,22,23,86,60,63,31","58,4,93","71,11,76,47,28,30","34,3,36,7,40,72,77,14,79,49,50,85,55,89","68,37,70,39,40,41,78,15,85,87,62,92,30,95","96,1,98,69,38,43,76,14,85,87","89,66,3,67,68,38,70,13,17,21,85,23,88,25,92,93,57","98,35,4,37,75,14,80,18,19,21,87,55,24,88,95,31","96,66,70,75,48,63",,"70,73,11,16,54,25","65,43,44,49,92",,"25,10,58,21","5,14,20,31,36,43,44,48,54,60,63,65,68,72,84,86,88,96,97","0,97,98,41,61,23,28,29,95,63","0,33,7,13,15,80,18,55,22,23,54,58,60,30","34,3,13,45,79,50,84,21,90,30,63",,"1,2,18,23,24,25,29,48,64,67,73,75,77,80,81,82,90,91,99","0,96,37,39,10,75,12,16,48,81,51,83,21,57,63","64,75","43,12,15,79,81,90,59,63"
t5,,,"96,34,38,39,71,72,12,14,79,17,54,90,62,31","0,32,34,35,5,7,72,73,75,78,79,17,81,52,87,91,63",,"11,13,14,18,19,22,38,49,50,53,55,62,75,79,84,87,89,91,92","98,41,10,43,74,13,15,81,88,25,27,60",,"11,21,62","2,6,17,21,35,40,41,56,63,67,70,71,74,77,80,81,96,97,99","64,38,39,71,9,75,76,77,16,81,82,52,21,54,23,85,89,63","0,1,34,97,71,78,80,52,85,95,55,56,89,59,29,30,63","2,3,13,14,16,18,19,20,25,32,34,35,42,50,57,62,67,70,74,83,87,92,93,95,97","65,99,4,7,40,45,46,60,16,92,19,56,28,29,94",,,"4,69,70,39,74,13,77,81,85,22,94,31","2,5,10,12,23,25,26,27,31,32,34,46,54,63,79,81,82,90,91,97","4,14,20,22,23,33,36,48,49,52,57,58,70,74,87,88,89,94,99","98,99,68,71,41,44,16,86,87,88,94,58,62,95","64,33,2,3,14,81,84,21,85,23,24,89,93,31","90,67,44,31",,,"0,2,35,66,68,7,41,14,79,49,50,53,54,23,25","66,99,4,5,38,7,8,39,59,16,55,23,88,58,27,62","8,9,13,16,25,30,50,52,54,55,61,63,79,82,83,86,87,90,96","33,40,9,42,77,47,16,52,21,86,55,56,94,30",,"79,73,12,44,76,77,16,17,18,19,49,50,22,55,56","66,35,58,68,69,70,90,42,12,46,20,55,23,26,59","96,99,38,71,75,77,48,22,23,90,61,95",,"71,8,44,15,48,81,20,22,54,88,59","2,67,68,69,72,44,78,50,21,87,59,29","34,73,17,53,55,95",,"34,99,52,87",,,"2,4,10,11,16,33,34,36,49,56,57,77,78,82,86,87,91,93,97","0,64,98,99,36,70,43,78,47,79,80,52,21,87,24",,"65,4,7,72,75,12,53,86,88,57,58",,"1,14,17,18,27,37,40,41,50,51,57,62,63,65,67,71,92,93,99","32,36,37,70,10,17,86,90,28","2,34,4,36,70,71,99,42,74,75,15,61,20,88,58,29,95","0,98,3,72,74,15,16,59","3,12,16,19,25,27,34,52,61,62,63,67,69,70,71,83,85,91,97,99","32,3,67,99,38,6,7,40,71,80,84,56,92","0,13,15,18,36,37,42,44,48,62,63,64,68,75,80,86,87,90,91,96","33,65,35,40,74,48,17,80,20,85,86,87,91,94","66,90,6,9,74,91,45,14,79,48,51,52,21,83,24,58,59,29","98,69,41,12,21","0,36,5,68,70,78,15,53,23,58,28,31","2,66,68,5,40,77,50,51,84,23,95","64,65,97,70,88,11,13,14,46,77,80,81,87,56,27,29,30,63","2,67,5,6,38,72,41,10,14,81,18,51,52,53,54,82,90,91","81,70,23","1,97,37,70,42,74,80,53,87,94",,,58,,"5,69,70,43,12,13,78,15,48,50,54,89,26,27,62,63","0,33,2,65,36,68,69,7,44,79,85,94,88,57,28,61,62,63","97,98,4,36,37,71,40,11,43,78,17,50,22,58,27,60,29,31","96,65,2,34,98,69,70,39,76,83,56,26,88,28,63","65,21",,,"32,97,4,37,69,8,76,45,46,79,82,19",,,"4,37,39,44,77,80,53,85,91","64,98,3,41,74,11,44,75,46,92,82,53,55,60,62","10,12,19,20,29,30,34,40,41,43,47,59,64,67,69,73,74,75,76,80,81,92,93,96,99","33,48,18,51,89,63","64,65,6,7,42,43,48,49,22,54,25,90,60","33,66,98,4,5,41,11,86,87,88,26,92,62,63","32,97,69,6,73,10,42,44,48,18,84,58,59,93","97,67,37,40,42,92,21,55,23,56,88,60,29,95","98,36,40,44,45,14,78,79,49,51,20,53,62","2,7,11,16,23,33,46,49,56,58,64,65,67,68,72,73,85,91,96","3,4,38,71,44,50,52,86,28",,"36,72,75,46,49,56,95","2,66,38,40,72,51,59,28",,"32,49,64","32,67,40,12,76,17,81,83,57,26,59,92,95","32,34,68,69,73,10,43,76,46,15,47,48,50,57,27","10,11,16,19,21,35,36,41,45,47,52,53,59,62,66,77,84,91,98,99","96,4,5,38,39,71,72,74,43,46,16,18,83,52,88,27,93",,"33,34,3,65,12,50,51,20,52,87,55,57","3,6,15,23,24,27,28,31,33,34,35,36,44,59,64,67,68,70,78,79,90,98","71,11,52,55,56","1,4,5,6,7,39,74,47,83,22,92,93"
t6,,,"0,33,65,97,36,99,41,11,75,77,15,48,81,19,52,84,56,29","96,33,99,36,6,71,74,76,16,80,83,56,57,58,61",,"64,33,69,7,42,44,76,80,83,52,23,27,30","67,4,62,84",,"56,84,38,23","3,68,13,45,49,50,51,82,84,22,94,26,30,31","32,34,67,70,73,43,47,79,17,24,61,62","64,2,99,69,70,40,41,10,44,77,16,82,51,24,57,58","0,33,65,5,7,71,72,11,77,46,21,53,54,88,89,59,29,31","33,97,67,36,58,70,11,12,14,78,48,22,26,95",,,"64,36,15,84,23,29","65,98,4,36,70,7,77,18,84,85,56,57,93,62","0,2,5,9,44,77,46,92,81,51,93,53,86,59,28,29,95,31","0,9,10,23,29,31,33,42,43,45,53,60,64,70,72,73,75,79,80,82,89,92,93,97","0,67,70,42,77,53,58,59","0,38,41,12,26",,,"97,73,11,13,59,62","33,34,35,36,71,47,79,81,19,51,83,22,54,91,29,94,63","2,3,4,5,12,14,22,23,34,35,53,57,60,62,67,68,72,75,76,77,78,85,89,98","97,99,3,36,72,51,90",,"67,37,6,38,9,41,43,14,47,80,53,54,87,24,61,94","64,65,2,3,36,37,40,47,48,51,84,57,60","37,45,80,82,52,28",,"65,46,47,17,51,83,53,55,57,95","0,32,96,3,70,81,91,94","0,69,70,45,78,15,16,50,22,57,31",,"66,5,69,41,50,86,89,28,95",,,"96,1,98,69,6,7,39,71,75,51,20,84,22,61,95,31","2,35,4,37,66,69,40,9,10,42,83,86,88,89,95",,"32,35,76,13,51,85,59",,"96,33,70,11,75,76,78,49,85,22,54,26,28,29","33,65,98,68,16,48,31","0,64,96,35,5,37,8,76,13,79,82,51,54,25,59,31","97,6,45,47,81,50,20,56,25,58,27,28","0,32,39,40,45,77,17,50,84,21,86,24","64,36,43,75,14,20,54,55,87,26","1,34,66,5,38,39,8,71,77,79,81,82,93,22,27,60,29","66,7,72,15,16,47,53,54,55,92,63","2,3,16,22,23,31,40,41,43,47,56,57,61,69,71,73,75,80,81,84,87,88,93,95,96,97,99","66,40,27,78,15,84,59,60","65,97,8,41,42,72,74,47,89","32,99,4,70,71,59,76,46,48,20,85,55,24,57,27","68,90,8,40,12,60,79,16,17,49,50,92,21,22,58,91,28,61","4,37,40,9,76,47,48,87,55","75,76,38,39","64,34,36,5,6,7,39,71,14,15,79,17,55,24,93,95",,,"33,5,6,83,93",,"0,2,73,14,79,80,86,58,29","1,97,3,99,10,46,92,84,89,27,60,95","33,65,99,69,7,41,48,49,81,19,21,54,85,24,25,56,86,30","32,74,43,12,91,78,49,93,24,57,59,60,29","37,6,76,19,28,30",,,"41,14,16,18,50,86,90,27,62",,,"1,67,6,70,74,12,78,47,49,55,22,54,25,95","4,68,69,13,14,15,16,50,19,20,21,22,24,25,90,94,31","66,4,6,38,72,42,15,17,87,88,57,28","96,34,3,98,8,47,50,91","66,36,38,39,13,45,50,52,55,24,26,92,63","1,97,76,45,15,18,20,52","96,3,5,74,11,12,43,14,47,76,52,24,26,28,61,31","2,11,12,16,18,33,44,51,57,61,70,72,75,79,81,83,84,89,90","64,11,12,19,55,56,26","0,32,6,70,43,13,47,48,17,51,52,54,94,60,29,30","1,2,34,99,13,46,17,49,19,81,53,93,95,31",,"32,33,99,90,38,6,7,55,58,60,62","64,1,98,90,13,80,18,56,25,26",,"38,74,12,20,54,88,28","64,38,9,46,16,18,19,85","38,39,13,80,81,18,51,86,56,25,93","32,1,2,64,37,39,74,43,12,46,82,27,28,94,31","0,98,68,73,44,15,17,82,53,85,24,89,91,95",,"97,4,9,11,14,49,83,84,54,86,27,93","1,2,5,7,11,29,41,42,54,55,56,58,65,69,71,77,86,92,95","96,66,72,12,44,76,49,81,82","3,21,23,26,28,32,33,36,38,42,44,48,51,53,70,71,72,84,91,97,98"
t7,,,"35,68,22,87,92,95,63","97,39,40,10,14,20,24,25,26,31",,"97,2,98,68,10,46,21,54,85,24,59,63","1,91,19,77",,"34,4,40,74,17","0,32,64,69,10,12,86,55,60","4,45,46,80,49,57","65,4,37,68,9,12,83,23,26","64,1,69,75,17,84,85,23,58,30","0,1,89,35,69,8,72,10,43,75,80,18,52,54,23,25,30,31",,,"38,6,76,21,87,92,63","8,44,14,80,49","32,97,8,40,13,16,83,90,61","1,35,36,6,7,8,38,91,11,76,81,51,20,52,24,59,30","34,13,80,30,92,62","65,33,69,37,75,81,62",,,"3,72,9,18,84,58,31","0,1,98,72,41,73,11,12,75,76,80,52,87,56,60,30","64,33,97,36,7,40,10,42,44,17,49,20,56,88,94",28,,"1,3,4,99,10,46,78,51,85,23,63","80,83,93,56,25,88,61,63","49,39",,"97,98,3,69,70,80,49,84,28,63","1,20,97,95","1,3,21,23,25,28,29,39,41,54,67,71,72,74,76,80,89,92,93",,"1,97,68,70,39,8,73,81,84,53,93",,,"32,3,70,41,73,43,74,45,76,48,26,29","34,75,44,77,48,18,50,20,62,31",,"64,68,42,46,79,52,84,87,27,28",,"2,69,6,8,73,46,81,82,21,86,23,91","89,96,35,41,11,76,18,51,82,93,22,54,25,91,61","1,98,67,7,45,46,86,23,24,89,26,92,62","2,14,23,33,34,38,49,57,60,61,62,65,77,78,82,83,94,95,99","64,2,74","2,35,79,17,23","35,58,99,7,40,9,12,45,14,17,83,55,26,30","70,14,81,59,93","33,34,36,5,68,39,11,85,26,27,62","35,6,7,38,75,79,93,24,58,92,29","66,69,6,13,17,84,86,61,95","64,98,36,38,72,9,42,13,14,17,49,82,83,60","1,3,36,37,38,69,10,43,47,19,84,55","66,85,98,63","34,3,37,40,48,52,21,88,26,63,31","4,8,9,13,18,27,33,35,40,43,47,48,50,58,59,61,68,69,75,77,90",,,"80,9,44,15",,"96,98,81,91,92","38,11,81,20,59","32,2,73,10,74,47,18,53,91,62","40,9,73,14,19,51,84,89,31","64,99,38,78,49,18,89",,,"59,53,13,39",,,"32,33,64,3,36,66,97,43,45,20,57,28","67,36,37,6,49,83,87,58,61,30","1,65,35,70,44,46,78,18,82,55,94","68,37,7,43,75,77,83,20,21,52,55,26,27,28","70,8,74,46,78,17,81,83,84,61","64,69,38,6,12,58,94,31","65,66,36,71,72,45,46,82,54,90,29,63","99,5,6,7,41,80,17,50,19,22,54,86,27","43,69","89,97,36,74,44,45,83,20,93,25,90,61,62","65,35,67,7,8,59,77,78,15,83,54,55,24,58,27,92,29",,"96,65,2,66,8,77,47,83,20,22,86,89,91","0,96,3,35,68,7,42,11,12,76,78,84,24,94,27,60,62",,"65,72,73,75,78,48,19,84,22,55","56,4,77","37,6,42,11,12,82,83,20,87,58,60,94,31","25,42,5,71","2,35,99,69,7,10,76,51,55,22,54,59",,66,"4,72,76,49,19,85,25,61,62","0,34,5,9,41,13,45,15,47,48,86,23,89,92,94","9,11,16,17,18,20,25,29,30,35,37,40,50,61,64,68,69,77,80,86,88,95"
t8,,,"16,50,80,21","69,42,85,92,95",,"9,37,29","54,79",,"64,7,71,49,18,50,53,24,88,28,63","58,59,61,38","90,95","36,5,38,6,18,88,90,93,94","41,94,55","96,6,39,71,42,44,76,17,83,84,55,24,93",,,"35,67,68,40,41,11,12,43,45,89",13,"1,26,76,21","13,46,47,48,78,22,56,63",46,"32,1,2,5,9,11,52,22,56,58,29,94",,,"32,71,19,86,88,63","64,67,69,45,92,17,82,21,86,90,28","69,71",,,"32,96,7,15,48,52,28","62,87",66,,"32,34,67,39,40,23","43,28,53,52","64,97,36,75,12,77,46,81,82,86,56,91,94",,"65,4,10,74,12,13,14,44,45,18,92,61,94",,,"81,83,13,54","96,1,65,67,39,14,58,60,93",,"97,36,41,44,80,82,55",,"34,77,16,88,56,94","0,34,58,69,7,39,14,78,83,23,26,60,62",32,"7,9,18,21,22,24,29,31,35,37,41,51,54,64,66,68,69,75,84,89",,"1,42,25,86","49,84,54,92",95,"35,72,42,60,15,25,28","64,2,3,34,5,70,71,99,42,74,48,82,52,87,26,91,61,31","2,71,46,52,57,90","35,75,44,47,79,22,88,62,63","33,6,74,86,94,62,31",99,"96,65,2,98,71,42,77,14,18,85,24,25,58,92,57","2,66,72,41,12,46,78,81,19,83,21,54,23,84,25,63",,,"64,99,68,42,14,47,53,87,55,29,95",,"24,51,44","75,43,76,16,49,52","0,39,8,9,82,89","4,41,42,80,20,53,58,92,94","36,71,40,42,74,17,20,84,87,24,58,31",,,"43,5",,,"98,40,46,48,24,93,62","2,79,47,89,27,29","9,53,62,7","97,36,69,38,6,72,11,76,81,85,86,57,60,61","97,4,69,77,80,19,89,59","44,46,47,83,61","34,35,67,99,13,79,80,17,23","65,3,73,77,58",,"5,39,42,79,82,59","33,68,90,10,79,80,26,91,61",,"98,3,4,39,9,43,76,15,48,80,50,52,21,84,27,28,30","34,5,69,9,15,79,17,52,93,54,23,57,29",,"2,35,98,70,76,45,16,52,87,24,91","11,94","33,3,5,14,16,84,88,91,30",85,"64,26,80,36",,,"8,89,88,20","3,6,14,29,31,32,35,37,38,39,50,51,53,54,59,65,67,73,87,99","89,2,75,76,46,14,52,54,55,24,57,62"
t9,,,"25,10,61,53",43,,"32,82",,,"2,99,36,37,58,12,44,14,77,83,22,87,26,60,31","65,47,15",97,"72,50,20",68,"32,64,41,15,51",,,"33,65,98,37,53,54,56,88",,"96,42","66,4,39","45,15","97,98,99,71,91,79,51,20,85,87,23,24,88,30,63",,,"65,17,46","97,18,20,31,95",,,,25,1,,,"38,41,79,85,87,31","41,74","32,4,6,7,11,18,90,63",,"96,98,6,9,76,15,48,19,55,58,29,62",,,"80,58,62","97,71,46,25,61,94,57",,"33,6,81,83,30,95",,"72,60,61,7","81,9,20,21",,"32,42,76,79,17,55,90,30",,"68,13","74,19,69",,"0,32","65,97,4,9,11,44,80,17,49,51,20,23,62,28,30","88,11","0,7,41,80,58,91",82,28,"64,66,35,73,10,50,87,56,89,28,61,62","65,3,22,86",,,"34,35,37,38,69,11,45,78,17,49,23,88,59,60,31",,"40,42,20,30","71,8,72,14,83,54,93","34,45","5,71,44,81,87,25","97,34,3,67,5,70,12,14,46,83,57,27,92,95",,,"81,34,74,94",,,"10,59,86","72,86",8,"0,64,40,41,73,74,79,17,82,22,87,90,59,92","1,53,21,86,58,29","2,91","0,49,98,4","63,53,31",,38,"98,41,11,21,23,30",,"34,35,5,41,12,14,78,17,81,51,57,63,31","33,97,4,36,70,39,41,16,53,31",,"5,7,9,11,43,13,15,53,86,27,29,94",99,"2,44,54",,"56,77",,,,"33,36,40,10,74,16,19,83,25,58,62,63","96,66,41,58,31"
t10,,,4,,,,,,"32,66,67,68,5,70,45,15,52,27,93,30",,,,,,,,"91,59",,82,74,,"4,40,13,78,16,49,50,83,86,57,60,93",,,"27,28",57,,,,,,,,"10,43,12,78,27",14,"65,8,9,10,40,42,47",,"64,35,38,7,71,78,47,22,88,59,31",,,,"5,6,11,92,19,51,90,28",,"5,10,20,23,29,62",,90,67,,"5,44,85,86,91",,29,,,50,"0,1,96,67,46,47,19,89,90",54,"1,8,10,15,81,89,31",,,"99,69,43,11,45,79,20,84,29",28,,,"32,66,3,98,70,71,8,77,81,54,22,91",,"33,67,57",,,"48,35,11,38","1,75,77,15,80,23,88,59",,,"1,6,20,21,87",,,"65,58",40,89,"1,44,45,53,88,62","96,75,16,87,94,31",84,8,52,,,"51,69,37,84",,"1,44,13,59,92,61,94","74,75,45,47,82,20,85,55,95",,"97,99,68,14,79,17,62,31",0,96,,,,,,"69,7,43,46,91,60,93",34
