Clock Tick,Sursa_0,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,"89,67",38,"24,27,52,37",54,"91,77","9,36,31","70,23",1,"26,47",,"28,78,68","34,52","52,5","58,45,46",,"68,76,39","72,43,81,82,22,93","11,38","88,12","11,92",89,"75,78","8,19,85","68,75,48,56,29","64,91,4,44",,"96,18,34","2,98,21,86,93,30","34,69,46,79",69,27,"26,86","68,31","2,21,70","24,57,81,79",,"54,75,38","58,66,86,98","72,31,6,15","18,43",70,31,90,"73,74,95","96,52",,4,72,"80,96,39",,"76,63","24,99","35,11,38",,11,49,"12,78",,93,92,"57,42,47",13,,,"17,59","25,27,6,59",,,"81,41","56,28","36,44","42,75,12,48,28",55,18,"64,28,45,6",70,"48,57,65","18,4,37","8,24,56,21","57,43",81,,"80,99","97,3,31",58,,,"67,59,53","72,18",,,"92,30,55",29,"66,69,16,49,58","25,20,76",,15,83,"40,10,27","42,15"
t2,"70,8,43,20,87","49,31","32,96,66,69,77,14,16,80,50,58","77,23","18,52,7","34,3,23","41,31",,"25,18,4,38",,"65,7,43,76,63","2,35,39,26,59,63","42,49,53,86,87","16,20",,"34,70,41,48,18,83,22,90,27,63","34,37,6,38,8,71,76,14,79,80,17,49,89","1,34,97,43,26","11,19,84,87,56","70,14,17,23,59,61",,"34,35,85,71","80,18,88,53","65,36,70,42,21,87,31","89,37,70,9,12,76,46,47,52,55,25,29,63",,"4,38,40,75,43,83,86","96,3,29,56,89,61","97,4,41,11,77,15,83,93,92,63,62,31",,"65,2,83,14","56,75,52,76","35,99,10,15,82,87,88","68,37,73,44,45,46,82,89","16,96",,"26,23,63,15","35,10,52,22,59","96,1,34,99,37,47,48,17,28","67,91,48,81,82,27","80,46,31","26,92,38,95",70,"0,14,16,49,53,25,94","76,69,71",,"8,53,70",,"57,10,74,21",,"34,83,86,57,27","40,95","34,68,37,87,60",,"18,90,34,21","40,73,93,70","82,11,84,85",,"33,69,49",95,"48,18,13","56,62,52,60",,,"99,78","35,4,37,72,89,61",,,43,"65,43,11,13","75,4,54","1,97,38,40,73,78,50,52,21,25,90,60,31","70,38,87","48,26,88,38","0,65,69,10,79,18,89",45,"97,47,49,82,51","64,67,58,27","2,4,69,11,76,49,51,62","74,28,60","16,20",,"49,46,79","5,69,70,90,12,22,23,58,27","65,33,35,13",,,"73,20,13","33,34,73,12,50,19,90,59,60,93",,,"2,99,70,72,19,90,31",33,"65,5,73,74,15,81,18,29","35,3,49,21,87,57",,"65,74,68,55","34,31","67,35,69,72,78,49,21,85,93","5,39,74,46,92,29"
t3,"36,9,76,46,16,80,81,26,91,60","33,70,47,81,54,23,95","33,34,3,35,68,71,72,74,48,81,18,82,83,85,87,88,28,61",36,"64,2,34,66,71,43,11,78,47,80,82","1,33,41,75,79,86,93","32,1,67",,"37,72,41,12,81,87,24,88,60",,"79,16,52,21,84,55,87,26,94","65,68,37,74,46,78,48,79,83,25,29,30","3,68,99,10,74,60,95",73,,"1,33,97,4,38,40,77,14,46,84,55,86,23,87,92","3,13,15,28,41,42,47,50,52,57,65,67,70,73,75,87,92,94,95","4,31,79,16,86,28,63","33,2,38,10,15,16,58","96,40,9,78,48,83,53,86,90,27",,"40,88,57,28,31","91,10,59","32,64,34,67,99,5,10,44,13,18,83,20,57,26,27,95","96,33,66,35,38,71,8,41,75,77,79,48,18,94,23,57,62,31",,"97,2,35,98,39,8,71,42,91,24,58,88","97,11,48,52,87,57,26,62","0,1,33,3,68,5,43,14,78,48,52,87,89,58,91,29",,"34,35,9,44,79,19,24,60","88,41,13,15","67,37,71,40,76,78,80,18,83,52,53,85,57,58,92,29,95","65,34,6,38,39,11,15,18,87,55,24,92,29,95,63",71,,"67,4,83,87,92,31","33,65,36,69,38,39,72,11,79,92,82,21,28","33,3,4,42,43,13,80,49,18,21,23,93,95,63","76,79,80,49,51,86,55,87,92,30,63","33,34,5,27,28","69,43,11,46,79,91","36,82,23,92,95,31","65,98,5,6,7,70,44,20,21,56,92,62,31","32,41,72,28",,"33,36,80,82,87,23,88,92",,"64,33,34,89,40,76,82,51,20,25",,"98,3,75,80,24,91,31","57,98,4,12","96,98,4,6,7,8,71,75,47,81,50,83,21,24,26",,"3,37,43,13,77,78,81,83,58,59,63","33,99,4,69,37,75,47,80","32,37,38,21,29",,"36,70,40,41,84,55,23,56,89,28","65,33,70,71,10","8,40,88,26,62,31","2,35,98,48,18,89,26",,,"34,11,66,23","44,14,53,63,95",,,,"97,6,39,12,81,18,58,60,61,95",,"32,65,35,3,37,39,11,44,13,47,81,51,83,53,59,94,63","67,68,37,11,75,49","65,40,75,43,76,79,87,92","32,66,68,7,8,39,40,41,71,87,88,25,58,27,92",22,"66,98,6,7,38,42,12,14,18,91,93","71,76,80,21,59","33,34,41,91,14,79,81,50,19,52,87,88,27,61,94","48,91,69,78","19,36",,"70,8,40,13,19,24,93,62","65,37,6,8,44,13,45,15,80,92,61,87,56,89,59,60,29","68,39,40,71,91,11,76,45,17,54,87,25,59,62",,,"16,56,60,47","64,4,5,38,68,40,41,71,74,75,77,46,16,83,21,53,55,58",,,"1,65,66,6,71,73,13,16,54,86,28,95",,"96,99,71,39,14,79,84,87,88,28,94","32,67,36,10,43,19,53,88,92,29",,"37,45,16,49,81,25,60,94","11,43,75,16,27,28","13,14,19,20,31,32,43,44,47,51,54,59,62,63,66,75,77,80,81,82,87,90,92","64,33,36,90,17,49,20,25,58,91,28"
t4,"96,5,38,71,47,79,49,82,52,62,56,25,30,57","58,37,21,87,90,91,92","5,10,11,12,21,26,29,36,38,39,41,43,47,49,54,57,63,65,73,75,93,94","5,38","3,13,16,17,21,24,25,33,39,40,42,49,56,58,68,70,75,76,89,95,99","2,77,16,50,19,84,57,27","78,42,62,94",,"34,67,68,98,9,91,16,49,51,21,53,59",,"64,1,36,69,72,13,15,80,24,89","1,6,7,14,15,21,22,27,28,31,32,33,38,43,50,58,69,86,87,91,98,99","0,32,2,65,4,36,41,80,18,22,28,93",53,,"3,6,7,19,29,36,37,42,49,50,51,62,64,72,75,82,89,91,93","32,33,64,35,66,5,96,97,99,74,11,45,48,20,25,29,30","67,5,75,76,49,18,83,20,91","3,37,73,42,75,82,22,54,24,25,60,93","1,5,69,7,8,71,73,76,13,16,50,24,28",,"3,69,5,73,49,82,83,22","64,7,78,82,29","3,11,12,14,19,24,28,30,35,39,41,49,53,55,59,60,69,71,78,79,80,84,86,92","34,98,58,69,6,40,82,54,26,27,28,93",,"0,64,37,7,9,10,15,48,49,81,82,22,23,89,90,28,30,31","5,38,6,12,13,79,51,83,63","64,65,96,35,36,37,6,7,9,75,13,80,50,82,20,53,57",,"32,4,36,69,39,72,41,11,16,49,50,80,52","65,79","3,4,8,9,14,19,20,24,33,39,44,46,50,59,60,63,69,70,73,75,77,84,97","64,4,69,7,10,14,48,88,27","60,95",,"64,2,3,41,42,44,77,46,85,22,29,95","1,6,18,24,27,34,40,41,42,43,51,54,68,70,71,75,81,85,90,91,95,96,99","2,5,10,12,19,25,32,40,46,53,58,59,60,61,67,68,70,73,77,83,90","32,36,68,38,40,11,59,93,31","96,71,41,10,18,22","34,9,73,17,85,23,29","64,33,4,58,6,41,43,46,83,26","2,8,9,10,15,23,27,29,38,51,57,60,63,64,67,69,71,78,79,82,84,85,89,93,96","33,40,79,51,94",,"2,67,72,76,16,18,83,20,90,29",,"0,99,37,71,11,44,75,47,79,52,53,85,23,24,88",,"0,32,33,97,99,71,9,12,47,48,93,54,92,29","32,66,67,35,46,82","2,14,15,18,20,27,33,41,43,51,53,54,56,57,64,76,77,79,84,86,89,95",,"96,33,2,66,39,40,72,15,49,50,52,53,22,27","34,35,3,36,72,14,54,23,89","96,1,34,3,67,68,99,74,43,77,17,18,81,95",,"3,99,5,39,43,12,44,77,79,21,53,87,60,31","64,6,7,40,75,44,46,48,24","32,35,9,75,45,22","96,65,43,44,84,88,30",,,"8,42,43,79,81,51,83,87,26","15,48,80,83,19,87",,,,"96,3,37,38,72,9,75,45,77,47,48,19,57,91,93,31",,"2,18,20,23,33,36,56,61,62,64,67,70,72,80,82,85,86,89,92","64,96,66,3,99,6,74,44,45,81,56","64,98,35,67,69,8,41,74,12,14,15,80,19,61","97,35,5,38,70,90,81,83,52,21,53,84,86,26,91,30","0,97,83,85,60","64,67,37,39,73,11,43,75,46,19,52,21,84,55,24,90,27,94","98,7,72,73,42,11,75,15,82,84,90","65,97,35,37,6,75,45,77,47,16,17,18,80,22,86,89,26,28","33,35,7,39,41,23,24,25",22,,"64,89,4,37,72,9,91,11,44,45,50,22,23,88,25,59","2,11,18,19,20,26,34,46,47,54,57,62,68,72,76,78,79,82,93,95,96,98,99","2,34,70,7,9,41,73,92,18,82,86,24,90,28,29,94",,,"97,51,85,25,61,57","3,6,7,14,17,20,24,26,27,29,35,36,37,51,52,54,57,80,84,86,87,96",,,"0,3,20,21,22,23,38,39,42,47,53,57,61,64,76,80,82,97,98",,"32,64,89,7,10,12,13,45,76,48,17,19,51,21,55,57,95","64,65,2,98,68,70,11,44,16,54,26,59,63",,"97,98,6,7,71,80,50,82,54,24","96,35,36,41,10,74,76,18,58,91","4,5,7,8,11,16,23,25,26,29,34,38,42,46,48,52,56,57,58,64,65,68,71,83,86,89,91,94,99","1,35,67,6,10,77,78,16,48,24"
t5,"64,1,33,65,4,37,69,40,75,44,13,17,84,86,23,90,95","0,64,6,88,10,14,15,51,83,22,24,89,59","1,97,67,70,7,40,42,91,45,46,79,19,20,51,59",,"5,8,14,20,22,23,26,27,35,37,38,44,53,55,60,63,65,69,73,79,81,84,88,92,93","66,98,4,37,71,74,46,18,22,61","73,13,20,56,25,28,63",,"0,32,97,99,5,7,40,75,63,22,86,56,27,28,29,30,31",,"96,97,35,40,59,11,75,77,17,86,88,27,62","0,3,70,8,72,42,12,45,16,49,82,53,54,23,57,61,94","33,34,40,77,46,48,51,54,91",40,,"0,65,66,5,74,43,44,78,47,80,60,94,31","2,98,69,7,78,19,58,60","65,66,36,8,9,40,41,12,42,14,47,48,52,24,88,30","32,34,4,36,6,68,74,57,90,27,63","32,2,34,35,66,42,12,15,79,18,20,21,84,87,56,94,63",,"33,36,68,90,8,80,18,20,52,58,59,92,93,95","43,11,21,71","98,38,7,74,15,16,17,82,52,88,90,91,61,94,63","97,3,68,99,39,72,10,15,16,17,81,51,59",,"6,11,14,16,36,50,51,52,54,56,62,65,70,73,74,76,78,87,92,93,95","64,1,65,40,41,23,58,91","98,70,8,40,10,72,44,74,81,19,21,54,23,25",,"97,67,70,7,40,73,13,77,51,53,56,26,28,29,63","2,6,59,28,61","0,65,34,98,38,42,74,12,13,45,49,55,89,27,28,61","97,67,72,42,47,17,57,90","92,62",,"70,71,76,79,80,17,81,19,84,53,86,55,57,90,59,28","4,12,13,15,16,25,44,47,48,53,55,56,60,62,63,64,67,73,76,77,80,84,87,88,94,97","20,29,41,45,50,51,55,56,57,65,69,71,74,75,78,82,88,92,94,98","96,34,66,4,69,6,7,70,99,42,12,46,15,21,85","58,38,39,73,44,76,48,83,57,26","1,99,75,16,51,63","65,34,35,98,75,76,13,15,47,17,51,54,24,59,93","1,3,18,22,24,26,37,41,46,50,52,55,58,61,68,72,76,77,81,87,88","34,98,85,58,29",,"34,66,41,44,81,50,84,86,28,61",,"32,2,3,4,67,38,7,68,69,42,70,77,81,87,62,58,91,30",,"14,15,18,20,30,36,37,41,44,45,51,52,58,67,70,77,78,79,81","5,69,72,41,10,13,50,52,84,91,29","0,3,99,70,10,74,12,78,48,49,93,85,94,92,63,62,31",,"4,5,14,19,24,29,36,38,42,68,69,70,73,76,84,87,88,95,98,99","96,1,97,68,90,6,7,16,48,22,24,94,26,59,28,62","0,35,5,7,73,10,46,19,52,86,87,25,26,28",,"0,96,34,4,68,38,73,74,11,76,78,18,83,52,22,57,59,29","34,38,72,76,45,14,15,47,78,18,83,55,25,30","69,39,21,87,58","64,67,5,7,71,10,12,15,49,19,85,95,63",,,"2,98,69,7,10,74,75,80,50,55,88,58,60","67,7,47,92,49,24,58,60,29",,,,"1,2,67,41,42,14,79,82,20,54,55,59,94",,"0,96,99,6,74,76,15,16,49,87,24,30","2,8,10,12,14,15,17,22,28,33,34,36,43,53,62,71,83,90,92,94","0,2,9,11,13,17,27,28,29,31,45,46,49,56,60,62,66,68,70,77,89,90","1,4,11,12,13,16,42,43,44,46,54,75,76,77,85,95,96,98,99","3,35,72,10,56,25,58,57","5,10,13,15,26,33,34,40,44,50,58,59,61,62,68,69,74,77,86,92,96","97,34,35,99,38,12,46,79,16,51,86,87,88,94,31","64,3,68,70,72,82,84,55,57,90,95","64,5,40,72,11,12,44,75,47,17,20,54,29,31",79,,"2,34,68,5,38,41,43,76,14,78,16,17,48,51,21,56,29,31","0,7,10,16,17,24,28,30,33,35,38,40,41,48,49,50,51,64,66,81,86,91,94","6,8,10,12,16,26,30,31,32,47,49,51,52,63,66,74,78,79,80,88",,,"65,2,3,6,7,39,10,11,21,22,28,62","97,2,67,98,9,11,44,78,47,48,49,63,79,23,25,92,61,31",,,"9,11,12,14,18,27,36,37,44,48,49,50,52,67,68,69,87,88,89,93",,"67,68,42,44,78,80,50,82,20,22,56,90,31","34,69,9,14,17,83,22,55,24,56,61,30,31",,"64,1,89,38,40,9,10,14,17,22,57,28","2,4,5,6,39,69,70,72,46,15,52,25,59,29","0,2,3,15,17,22,28,30,33,37,53,55,70,73,74,76,79,88,95","80,81,50,51,93,87,89,61"
t6,"32,2,99,41,42,11,73,15,48,18,51,93,92,29,31","65,2,98,99,40,72,75,45,80,17,85,28,62","98,99,4,44,78,53,89,31",,"0,96,97,6,72,10,46,48,83,86,87,57,28,61,94","69,38,39,40,73,10,60,20,24,25,91,28","3,36,99,39,40,72,46,47,93",,"64,1,33,3,36,65,73,10,45,46,48,50,82,58,62",,"34,98,99,37,5,90,12,49,50,51,83,57,58,61","96,40,75,44,13,77,47,20,88,60","96,35,90,7,71,9,11,75,45,15,19,55,23,58,59,63,31","75,70,63",,"98,35,12,16,53,54,85,56,57,28,61,95","9,84,86,56,31","3,6,7,23,25,27,32,50,57,60,61,62,64,69,71,74,82,84,85,87,89,90,95,98","1,67,70,39,76,78,47,79,51,20,83,94,95","6,25,26,31,33,36,38,39,43,47,51,55,65,68,72,74,82,93,99",,"4,10,11,15,16,25,26,27,42,47,48,55,65,66,70,72,76,79,87,89,96","33,67,99,72,24,94","37,72,73,76,45,77,47,81,85,22,25,62","65,36,42,80,83,20,90,92,95",,"33,68,69,12,13,45,79,80,20,84,55,25,60,61,94,57","7,8,10,42,75,78,17,19,84,54","32,76,45,49,84,22,86,24,26,88,30,95",,"0,1,33,96,68,5,6,98,8,74,47,48,81,87,88,90,61","77,46,47,80,50,21,25,62","2,66,36,5,72,11,43,79,51,21,86,93","99,13,49,51,59,30","45,29,70",,"5,6,13,14,16,20,21,34,40,48,49,51,62,74,78,82,88,96,98,99","0,32,7,74,45,49,50,20,23","64,11,16,81,22,86,87,89,91","1,9,10,13,16,22,26,29,37,44,52,54,61,73,74,78,83,84,90,97","2,7,8,42,12,13,52,84,87,94,95","97,36,7,40,71,42,76,14,48,83,52,60,93","3,8,9,12,25,29,39,48,49,52,57,60,63,72,74,79,84,88,99","36,75,12,45,47,19,86,90,91,28","65,5,59,10,11,91,78,87,26,27,60,93,63",,"32,65,97,3,37,69,39,77,48,49,89",,"6,43,46,50,83,22,55,56,26,93,31",,"64,96,2,4,6,39,73,43,13,46,82,19,84,85,87,88,28,62","2,38,71,43,83,53,87,88,58,92","65,73,42,45,22,55,25,29",,"97,35,67,8,10,12,79,80,20,23,91,92,94,31","0,5,8,10,12,25,43,46,50,51,60,65,66,74,76,77,79,81,98","64,65,66,69,39,71,75,44,15,83,58,31",,"97,35,37,71,8,13,14,15,80,81,82,20,86,25,92,95","66,99,36,11,16,17,82,20,21,87,90,28,93","5,71,11,54,23,56,29,95","68,70,8,9,41,75,76,47,80,82,20,53,54,55,24,58,91,92",,,"18,19,20,22,27,35,40,41,44,46,49,52,54,61,65,84,89,93,95,97","98,36,42,78,16,81,51,84,54,57,28,62",,,,"64,34,35,68,98,70,7,71,99,74,76,50,87,88,27,62",,"34,98,4,41,10,45,79,57,58,27","1,4,58,69,41,42,13,77,79,50,19,21,89,26,59,93","1,97,37,6,39,72,42,81,82,20,21,52,23,54,55,91,93","2,3,34,73,15,48,17,50,19,80,55,23,24,56,59,60,31","65,71,74,43,16,81,18,95,89,90,28,62,31","99,4,70,9,83,20,22,54,87,89,31","2,3,5,9,19,20,83,23,57,26,29","0,96,36,38,71,12,92,48,53,59,60","1,34,3,4,98,70,9,14,15,46,82,52,22,55,86,93,94",13,,"32,33,97,35,7,74,15,92,81,85,54,57,27,28,94","32,36,71,75,14,52,21,85,55","1,15,19,36,37,42,48,50,53,56,57,61,67,72,75,81,85,96,98,99",,,"1,8,12,14,15,17,18,23,34,38,44,46,48,68,71,80,83,84,96,98","69,76,45,13,15,91,95",,,"32,96,35,5,8,41,43,77,79",,"33,6,9,77,46,83,23,27","97,99,38,72,75,78,48,50,58,27,93",,"33,35,4,36,67,39,69,99,91,12,44,46,78,86,27,92,61,31","32,65,47,81,51,53,87,23,90,95","24,1,45","2,3,4,68,70,7,8,41,71,11,44,76,21,27"
t7,"34,35,68,39,10,12,77,14,50,55,24,58,27,28,61","97,39,44,78,79,48,84,86,55","8,15,17,86,30",,"1,74,15,19,51","0,65,96,35,6,70,72,78,17,82,83,94","97,2,35,4,7,43,77,18,51,91,95",,"2,71,11,13,77,15,17,83,94",,"39,71,9,73,14,81,82,54,92,93,31","64,66,36,5,9,17,81,85,93","64,1,66,98,76,13,78,50,82,21,56,88","86,23,6,14",,"32,2,69,45,21,58,59",12,"0,33,2,35,70,72,73,10,13,77,78,81,19,22,56,92,93","0,66,72,91,43,77,48,49,50,80,59,28,30","89,98,41,75,45,49,57,58,29,62,95",,"64,1,98,6,38,44,13,46,17,23,62,91,30","36,69,40,17,51,20,83,86,25,28,30,95","33,66,4,6,43","60,30,87",,"3,5,72,46,21,29","32,34,35,68,44,76,49,60","56,17,2",,"64,66,38,91,76,45,46,78,25,59,94,95","67,35,4,70,22,89,91","90,94,7","5,40,79,81,52,54,86,58,28,93","99,4,49,82,84,22",,"32,33,65,35,66,37,7,39,73,10,12,50,52,27,60","78,19,14","44,30,76","64,33,3,35,75,45,14,50,24,89,94","99,4,11,19,51,55,92,63","32,33,66,5,70,15,80,81,18,54,87,58,59,61","32,66,67,68,38,71,40,73,10,44,45,14,80,20,53,87,61","32,33,66,97,39,13,17,54","89,4,38,7,12,47,18,22,56,57,90,88,95",,"5,6,71,40,10,12,13,14,52,21,54,26,59,31",,"98,35,13,17,18,49,27",,"5,40,72,10,74,49,21,53,23,26,59,61,94,95","68,42,11,15,48,17,79,80,85,89,26,59,63","97,16,17,82,61",,"41,74,45,46,47,48,56,57,26","39,41,11,13,17,18,83,21,88,57,58,27","2,36,6,41,59,47,27,92",,"6,7,75,47,16,17,48,91,62","96,35,37,12,79,80,49,85,22,86,88,91","96,33,97,98,36,38,70,50,52","1,3,4,14,22,23,25,27,29,32,36,50,59,77,78,81,83,93,94",,,"0,33,96,67,36,68,9,12,45,14,77,16,48,53,57,28,31","64,1,66,96,5,56,90",,,,"66,36,5,15,80,83,84,21,53,86,29,63",,"91,5,22,95","32,97,88,73,46,18,84,24,25,27","96,33,34,99,47,25,58,94,63","37,72,78,51,22,61,62","64,1,2,67,39,73,12,15,80,49,50,82,21,88,92,29,63","0,1,35,8,79,17,95","89,96,66,69,6,40,47,49,50,25,92,93","42,13,46,15,54,25,63,31","2,6,10,18,21,27,37,38,42,45,49,53,58,66,68,71,85,87,96","49,52",,"96,67,69,47,20,95,30,63",42,"0,64,5,38,44,23,60,93",,,"32,64,35,37,40,9,41,74,82,19,55,63,95,31","42,62",,,"33,34,83,29",,"98,35,70,11,75,86,62,63","0,4,6,71,13,18,23,95",,"2,34,5,70,90,8,42,11,77,83,85,87,23,58,59,29","68,7,71,44,48,49,56,88",39,"97,38,12,14,82,19,83,86,55,94,60,63,30,31"
t8,"97,3,6,78,83,88","32,34,3,18,52","76,22,92",,"50,59","68,44,13,80,90,92,29,63","37,71,9,15,80,17,21,24,27,60,61",,"35,6,42,52,54,23",,"66,6,74,48,18,20,25","90,71","89,97,38,39,8,73,79,20,25,92","96,98,44,82,87,62",,71,,"99,37,54,55,58,59,29,94","65,97,98,99,69,8,81,52,86","91,3,52,22",,"97,2,99,37,12,29,94","0,65,4,5,47,16,89,27,92,93",,"21,13",,"32,85","66,67,72,14,16,81,18,82,24,31",,,"10,43,12,82,21,57","0,33,66,8,10,92,17,82,19,51,87,60",56,"66,98,71,41,75,83,53","5,8,42,11,74,47,86,55,87,30,31",,"0,69,45,47,91",17,8,"2,8,17,88,25,58","15,54,23,25,59,29","0,96,6,10,74,13,19,21,22,89","97,5,37,18,19,50,21,85,30","40,59,42,48","0,97,37,70,73,42,14,80,17,81,83,86,92,30",,"1,7,42,75,19,57,58,63",,"73,19,97",,"65,25,69","64,33,65,3,97,6,76,49,81,21,23,25,90,62",69,,"1,6,7,28,93,62","2,42,15,86,61","79,50,51,22,89,61",,"32,66,72,9,50","98,67,5,73,81,19,27,60","1,2,3,34,68,91,12,77,83,20,59,92","97,66,37,38,6,39,73,74,46",,,"32,4,5,72,85,86,25,92","99,39,40,75,45,13,88,26,94",,,,"46,44,30",,19,"98,47,80,23,95","24,10,3","94,14,47","33,34,37,38,59,91,44,76,78,48,52,55,27",29,"0,65,74,43,24","20,85,39","67,99,73,13,50,59,92","66,38,70,8,44,24,61",,"0,3,60",,"21,22",,,"26,99,69,43,52,58,29","89,1,94",,,84,,36,"90,28,37,47",,"75,13,79,48,51,84,21,26,95","3,40,13,14,78,55,24,26",,"40,9,75,57,62"
t9,,"50,12,66","0,84,95",,,"64,99,8,11,87,88","64,33,65,66,98,38,76,49,82,58",,"80,76,69",,"32,3,38,45,46",,"44,85,94","34,39,71,12,18,83,52,24,89,56,59,29",,,,21,"89,55,7",88,,"9,7","97,2,35,34,42,77,79,48,81,50",,2,,"67,77","99,43,46,88,90,92",,,"99,75,37","68,37,7,71,12,20,84,85,93,30",,"32,19","0,66,12,76,21,53,54,25,27",,"97,8,72,9,11,56,25",,7,"65,19","93,77","37,72,88,44,45,47,82,56,90,27,28","89,91,27,69",99,"67,99,48,49,20,53,24,61",,"38,78,22,79",,"72,61,54",,"56,68","34,9,44,45,47,54,86,56,61,30",,,65,"32,92,31","8,76,14,80,20,55,30",,"51,19,94","4,29,54","64,44,46,81,90,30","45,21,87",,,"76,47,21,24,90","34,38,73,43,11,46,79,18",,,,90,,,"48,51,35,57","51,44","9,63","8,9,11,77,47,17,20,54,24",,"91,14,39","83,5","0,83,84","67,99,37,6,40,89,93",,"42,58,71",,"83,43",,,"24,33,86",70,,,40,,3,"41,5,86",,41,"37,38,8,82,86,63",,"0,26,79"
t10,,"9,93,71",,,,"67,42,76,51,53,54,30","0,96,44,83,22,86,87,59",,,,,,"43,6","0,2,35,68,38,72,10,11,42,15,47,92,19,26,91,28,31",,,,,,,,,"96,68,90,38,75,54,26,61",,,,,"70,73,45,15,85",,,23,"49,34,3,95",,"50,22","33,69,7,40,73,14,78,18,23,58,93",,,,,28,66,"64,12,55,39",,"34,30","74,13",,"24,17",,,,11,"0,96,36,73,78,16,60,31",,,"25,51","9,52,95","98,49,23,88,90,63",,"88,45",57,"66,43,4,63",,,,70,"74,12,85,31",,,,"51,92",,,"52,63",,,"61,94,23",,"44,53",,62,"64,33,45,50,54,23,87,58,27,28",,"83,75,12",,89,,,"49,70",,,,,,,"89,12",,,"50,92,66",,"96,73,34"
