Clock Tick,Sursa_0,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,"73,50","75,78,31","59,37","97,2,36,12,50,90","8,24",,44,"91,43,14,71","80,47","20,5,78","18,22,87","10,12,54","56,98,52","58,45","27,44","6,39","43,20,46",22,39,72,60,"85,69","88,10,76","42,75",64,,,"24,35",41,,"24,99,67","0,32,99,34","9,74",54,"38,79","27,29","75,77,38","18,70","41,42,37,55",,"84,38","34,67,28","44,93","26,28,85,39","67,52",73,80,"72,37,6","32,80",38,"0,71","80,65,99,96",69,"59,95,15",36,,,"88,34,95","35,5","72,98,53","16,83,20",,,,88,61,,85,"32,87,38,55","73,93","89,55,39","19,3","0,33,36,16,19","18,21,39",32,"3,38,14,21,58","88,41",,35,"98,29","51,47",20,52,87,"17,62","16,59",66,"80,74,84,92","65,17,73","8,62,87",,"9,43","19,31,45,15",66,"51,76","65,33,99,69,37",,"16,52,22,7","59,22",79
t2,28,"33,6,41,14,21,23","64,65,68,47,87,93","65,35,37,7,71,14,16,17,83,52,55,22,54,28,93","72,23",,24,"11,80,21,29,30","2,70,72,13,27","98,7,30,28,94","0,11,12,82,19,83,85,88,58","4,69,19,52,87","26,69,22","1,6,49,18,83,31","83,35,60","65,45,46,48,83,90","17,91","16,97,58","90,91,70,15","0,38",,"97,73,11,54,22,26","91,68,95","64,38","67,22",,,"2,72,14,78,17,28","2,50,68",,"98,45,78,79,82,51","98,38,43,11,50,22,57,28","18,28,14,39",4,"6,7,12,13,81","65,83,87,63","34,4,6,72,73,23","26,10,47,23,90","2,3,99,5,71,23,90,28",,"69,41,17,18,21,87,63","0,64,39,43,49,50,83,57","67,15","34,69,73,13,78,15","41,83,11,30",,,"0,67,90,38,43,13,58,59",,"34,37,40,75,26,31",,"35,68,8,73,15,48,90,91,95,31","66,11,94","68,39,85,58,92,31",7,,,"1,4,43,76,14,81,53,91,31","36,6,12,81,90","90,95","72,47",,,,18,"77,21",,,"1,37,6,10,42,48,83","16,49,18,20,27","68,5,38,73,43,45,83,62",83,"2,70,12,45,79,49,24,58,31","65,37,40,85,88,27","48,52","32,33,97,35,68,41,49,82,62,26,92,61,30","22,31",,17,40,"81,49,99",,"97,69","10,23","35,86,79","98,43,81,82,58",47,"64,68,6,7,8,40,49,82,83,91,29,95","32,96,6,15,18,51,54,58","96,67,5,11,78,47,48,79,84,25,26",,"32,35,78","1,97,35,70,76,82,54","19,76,37","59,63","40,72,49,93,22,26,92,29,31",,"34,36,8,76,46,19,20,51,85,60,63","64,80,87",
t3,"72,10","32,38,70,11,76,46,82,84,87,27,61,63","33,66,67,36,6,38,41,10,15,79,49,80,19,23,25","64,69,8,72,88,44,15,47,48,18,51,79,81,24,27,63","0,32,76,54,56",,,"17,82,68,70","35,76,79,82,83,52,59,92,95","0,65,2,72,41,74,79,21","64,98,3,35,5,6,68,40,71,44,14,78,92,17,50,56,59,60","32,64,2,34,5,16,18,92,29","64,34,85,21,55,88","34,67,38,39,10,42,75,47,80,82,22,86,57","21,59,5,62","99,68,73,12,13,76,77,80,49,19,52,59","7,71,88,60,29,30,63","72,46,18,19,31","33,6,7,29,93","67,6,15,17,49,55,31",,"64,3,36,75,17,18,83,52,23","33,69,81,82,31","88,37,55","10,45,80,49,88",,,"1,3,7,71,41,16,82,22,88,59","96,3,38,44,80,21,30",,"34,71,40,9,12,13,14,15,47,80,85,56,27,92,93","64,1,33,67,96,69,6,71,9,12,76,78,81,18,19,52,83","35,7,41,42,13,47,48,88","8,2","0,96,5,71,40,75,78,50,23,58,61","32,97,38,71,15,48,58","0,99,41,82,21,92,29","39,40,41,11,75,83,87,91,60,30","0,97,4,69,39,40,9,72,73,12,82,51,22,87,58,95",,"67,43,11,76,77,48,80,82,52,53,54,24,89,56,29","66,98,36,8,74,44,19,52,87,92,95","0,58,98","96,1,35,68,9,42,74,76,79,84,21,53,92,61","98,38,10,22,27",,,"65,34,70,73,74,15,49,19,51,52,87,55,28,93,30",,"33,35,58,7,8,83,21,24,56",,"70,7,39,9,72,43,76,13,46,78,82,21,23,27","1,5,45,47,49,56,62","32,64,97,37,74,13,18,83,84,29","81,71,55",,,"7,75,78,55,29,62,63","38,71,72,13,79,59,92,29","10,43,69,5","7,13,90,91,28",,,,"19,47","32,67,69,75,18,54",,,"64,65,97,5,39,7,71,44,77,80,49,52,57,58,95,63","36,79,80,88,25","32,34,35,99,40,42,11,74,75,79,81,85,87,25,91","33,77","32,65,35,4,37,6,38,39,67,73,44,15,80,22,56,89,27,30","68,72,12,49,51,93,86,87,57,61,31","69,71,47","2,34,69,11,43,13,45,15,48,60,50,52,22,54,86,28,95,31","98,99,70,8,80,83,19,95",,"97,11,38","33,69,18,51,26","66,36,10,13,86,55",,"41,31,95,7","8,82,78",76,"0,68,38,40,51,93,55,29,30","61,6","11,13,14,25,26,32,33,34,35,36,47,55,57,60,66,71,73,81,88,96,97","99,69,74,43,44,48,82,84,22,86,87,90,94","0,2,6,9,13,18,20,21,23,28,30,31,37,44,53,69,74,76,77,85",,"65,98,14,51,56,28","64,98,68,8,40,10,12,13,77,80,17,52,21,23","25,50,15","40,2,34,52","0,96,97,67,38,10,76,14,16,18,83,87,23,59",,"35,4,6,40,10,42,12,13,14,81,18,87,24,91,92","5,7,91,82,88,27",
t4,"98,99,38,55,59","12,13,15,17,18,37,47,48,50,51,55,58,68,72,80,86,92,93,99","1,4,7,11,18,20,22,28,42,43,48,50,62,70,73,74,77,78,84,86,89,98","67,74,82,19,84,89,26,59,60,30,31","64,50,12",,,"35,37,6,12,81,55,60","96,34,37,39,43,75,19,84,53,87,91,29","32,64,89,67,68,37,73,10,19,84,87,57,58,27","1,7,23,24,25,30,31,34,37,42,47,48,53,61,66,69,75,84,90,93,94,95","97,98,99,68,37,7,46,79,48,81,88,58,27,60,62","67,70,40,74,11,17","0,33,2,64,4,7,8,11,43,79,17,87,26,59,60","34,36,90,42,87,58,29","64,66,37,38,5,86,95,28,61,30,63","64,65,2,3,67,97,98,40,14,47,55,90","41,47,27,28,94","3,99,72,42,43,49,81,83","5,74,11,76,77,58,28,61",,"33,67,40,48,84,86,58,61","0,34,5,6,72,45,47,80,54","98,3,68,7,14,82,22","70,77,47,19,31",,,"34,67,36,99,80,18,50,51,85,54,87,25,58,57","32,5,6,71,10,14,81,83,20,53,55,90,93,94",,"0,1,64,35,72,46,81,18,84,86,91,60,61,95","2,66,70,39,42,75,44,13,45,46,77,87,55,56,27,60","64,2,36,5,8,43,79,81,52,23,91","76,13,47,80,49,57","66,36,72,42,43,15,93,21,24,88,28,63,62,31","0,42,16,17,19,84,21,22,55,86,92,93","64,98,7,91,76,45,19,59,31","89,34,99,9,44,13,52,22,88,57,58,59","89,33,35,36,68,6,13,47,16,17,18,84,56,57,93,94,31",,"4,6,15,27,28,35,36,37,49,50,60,61,62,64,66,68,70,78,86,91,95","2,4,7,12,18,22,23,38,42,45,47,53,54,59,69,70,76,77,79,81,96,97","65,37,9,45,19,22,56,89,59","32,64,65,99,7,71,75,48,87,55,25","0,37,80,18,21,85,55,86,59,31",,,"2,4,5,9,16,24,25,27,32,40,44,45,46,50,68,71,75,76,80,84,95,96,99",,"64,2,69,71,14,78,80,17,92,22,87,27,28,95",,"98,36,37,6,71,41,11,75,16,49,85,87,55,25,59","33,99,9,14,78,81,82,19,23,57,58,60,29","1,33,98,40,72,42,77,47,16,49,52,56,27,60","0,65,34,12,50,58",,,"2,98,38,71,11,45,52","32,65,2,34,4,69,39,41,46,15,16,18,19,50,55,23","32,67,22,58,91,28","33,99,70,9,42,80",,,,"11,81,20,53,22","64,66,68,70,73,43,24,58,27,29",,,"4,8,12,13,14,15,16,17,18,19,25,28,33,35,60,67,69,70,73,74,76,79,88,91,96","1,35,7,8,40,43,82,53,22,94","1,98,4,69,7,88,10,44,13,14,78,49,53,24,59","2,67,23","9,10,18,20,21,23,25,34,46,48,50,61,62,66,68,74,77,78,83,87,97,98","32,2,3,6,38,70,11,75,77,79,48,19,20,52,90,60,94","7,18,25,93,57","0,5,8,12,17,18,24,27,39,42,44,56,59,66,71,73,79,80,83,99","33,35,37,71,40,44,45,78,48,81,27",,"65,43,14,49,52,87,61,31","97,34,99,4,38,72,9,19,52,21,54,93","3,38,39,76,22,56,59",,"2,35,34,15","16,99,68","81,65,27","32,64,96,67,4,37,69,70,99,41,45,18,21,53,23,63,62,31",21,"1,2,5,17,19,20,23,28,38,42,43,44,48,50,51,56,61,65,69,70,76,79,90,94,99","1,7,10,12,16,21,23,28,29,39,40,52,56,63,64,66,70,80,85,95","3,15,22,24,34,35,38,39,50,54,56,57,60,61,64,68,70,72,73,75,88,90,94,98,99",,"97,99,6,10,11,18,90,30","96,33,67,4,99,6,71,42,11,46,79,86,87,89,61","40,43,27,6","32,66,98,12,79,49,81,84,21,53,24,57","1,3,8,19,21,24,27,30,34,35,39,41,42,47,48,53,58,62,73,74,82,84",,"0,1,2,9,11,17,27,28,29,31,33,38,39,50,53,56,58,67,71,75,80,82,84,98","2,34,75,14,78,48,79,83,53,93,30,31",
t5,"1,65,4,7,75,46,16,83,20,21,86","19,24,28,35,45,49,59,65,66,67,81,83,88,89,90,91,94,95,96,97","5,8,9,26,29,31,32,39,40,44,46,52,53,55,56,63,69,71,91,92,96,99","34,98,68,13,87,91","37,42,84,21,55",,,"2,3,98,72,44,18,52,86,23,25,58,27,57,31","1,98,68,71,74,11,44,15,16,81,58,61","34,3,40,12,76,15,80,18,61,82,54,92,29","4,13,16,21,26,27,33,36,41,43,46,49,52,57,65,70,73,77,81","0,9,20,21,22,28,30,36,42,43,44,57,61,65,70,73,76,77,93","4,37,6,71,75,45,46,15,92,49,20,25,28,95","98,35,36,5,37,68,69,72,76,15,81,50,21,54,24,56,92,95","4,77,79,31","34,3,69,70,42,79,18,50,21,53,24,57,91,92,31","89,66,99,41,11,44,77,80,49,82,84,85,22,87,25,95","1,2,34,33,37,66,95","35,38,47,19,23,27","96,97,36,10,43,84,85,54,23,89,90,27,92",,"66,4,37,41,77,47,49,20,95,87,89,93,30,63","2,98,37,39,12,46,79,16,49,18,61,55,29","0,34,36,74,91,12,48,80,51,56,90,27,29","99,36,90,82,83,85,25,58,29,95",,,"4,5,8,10,21,40,42,43,44,48,55,63,73,76,77,79,86,90,92,94,98","65,66,98,69,72,42,12,48,17,49,19,52,22,56,59,60,95,63",,"4,37,90,73,43,11,44,76,16,52,54,57,58,59","35,68,73,74,14,15,16,49,79,54,24,58,61,30,63","1,37,12,76,80,95,53,21,55,87,94,63","65,38,7,70,72,16,48,52,86,56,91,93,62","64,35,3,69,70,39,99,59,46,53,22,87,90,27,60,94","64,34,3,4,8,72,46,78,80,50,82,20,88,25,61,94,31","32,66,90,40,9,10,74,80,18,22,86,24,57,26,88","0,96,66,97,68,98,8,42,76,14,15,17,63,54,24,61,31","64,66,98,70,8,43,46,81,50,21,54,88,26,27,29",,"1,2,3,8,9,10,23,31,33,42,46,47,55,71,73,83,88,92,97","5,10,11,15,20,24,29,33,40,46,48,56,58,60,61,71,75,80,82,85,91","1,10,46,78,54,24,91,29,62","3,67,70,40,12,47,80,17,81,22,88,58,91,94","89,3,99,5,77,49,82,51,87,88,25,58",,,"1,12,17,20,23,31,35,36,42,53,60,66,69,77,78,81,85,91,97,98",,"4,9,19,20,41,42,46,47,48,50,55,57,61,63,72,74,76,77,79,81,84,88,97,98",,"64,97,3,5,38,42,12,47,79,83,20,53,22,93,94","89,97,2,35,68,37,98,10,75,17,95,25,92,61,30,63","2,10,19,20,24,30,36,38,41,50,54,61,66,71,78,81,88,90,96","64,33,68,5,38,41,49,18,19,52",,,"64,96,35,9,74,49,89,60","3,24,26,27,28,33,45,48,49,56,61,62,64,68,73,74,82,84,86,94","64,34,76,77,79,50,83,55,60,31","95,54,79",,,,"97,34,38,7,10,49,21,54","14,16,31,33,34,35,37,38,44,45,49,50,55,74,79,82,83,88,93",,,"2,21,22,27,29,40,43,45,47,53,54,62,72,75,82,89,90,92,99","33,34,58,39,72,74,12,13,14,60,21,54,85,26,28,62","65,9,77,46,15,16,48,94,27,30","0,4,6,50,20,84","1,7,11,13,14,28,40,42,43,52,54,71,76,82,85,86,94,96,99","97,35,4,69,7,76,17,50,82,54,55,62,28,30","97,73,43,12,14,78,21,86,61","64,65,96,67,36,74,76,78,16,81,87,90","96,34,66,68,42,12,77,17,93,53,55,26,92,29",,"96,68,5,73,74,75,19,54,88,26,91,93,95","2,35,37,70,7,39,41,42,73,44,77,47,16,50,22","33,58,12,45,78,15,79,19,20,26,61",,"33,98,3,38,8,72,75,81,87,24,25,58,28","0,42,72","0,32,2,33,68,98,10,12,59,28","33,2,34,35,5,73,10,77,14,15,46,49,50,52,54,87,89,95","73,82","98,67,4,39,72,10,45,46,15,52,21,54,58,30","3,8,9,19,25,35,38,41,42,45,46,47,49,50,55,57,76,81,83,92,97,98","66,71,10,42,12,43,45,91,81,82,19,86,55,58,27,92,29,95",,"0,96,2,34,67,40,73,12,44,86,89,59","58,37,72,78,20,53,88,26,91,28,29","98,35,72,74,14","7,10,11,13,18,19,23,28,45,47,50,55,56,62,68,71,86,92,99","32,64,2,68,6,71,11,13,78,80,50,88,25,90,91,28,94",,"3,15,21,23,41,48,54,61,62,65,70,72,77,79,83,86,88,94,95,96,99","1,3,4,17,23,24,29,32,33,41,42,44,54,57,58,61,63,65,67,70,77",
t6,"97,34,67,36,71,42,43,44,91,78,80,49,19,52,22,23,27,31","64,34,5,39,9,44,16,53,60,29,62","97,35,90,12,45,76,16,17,81,21,88,58,30","96,4,80,21,57","66,35,38,71,40,41,13,78,16,58",,,"0,99,39,40,9,41,76,77,15,79,83,54,94,88,89,26,59,62","64,97,38,12,14,60,17,49,51,21,86,25,90,28,93,30,63","1,33,35,6,11,45,49,81,83,52,53,86,59,60,93,31","32,96,2,38,39,51,20,54,55","96,39,71,72,47,49,83,53,85,86,24,26,94,31","96,1,3,39,42,43,48,80,50,82,87,58,60,29,94","32,97,71,40,91,78,16,93,27,28,29,94,63","32,97,47,48,50,19,54,23,88,26,61,95","2,4,8,40,41,43,44,75,81,85,87,23,56,26,88","33,36,5,6,59,10,73,76,45,18,52,21,23,27","98,71,8,7,75,82,57,93","68,37,9,11,46,16,17,21,86","33,2,68,69,70,7,75,80,81,51,56,57,29,95",,"65,2,5,70,9,76,46,15,16,80,50,81,82,53,88,31","97,3,38,71,40,41,73,44,13,77,50,21,85,23,56,27","65,2,4,39,8,9,40,11,76,13,47,79,49,18,50,24,59,62","98,3,4,69,11,12,17,50,20,21,53,87,92,63",,,"66,37,38,69,70,9,11,49,81,83,53,23,89,26,30,31","0,33,97,40,9,11,45,46,79,84,54,86,26,92,29,31",,"96,33,2,3,36,65,6,7,70,50,88,94,63","5,7,20,93,91,92,29","98,67,68,38,70,71,10,75,44,45,78,83,57,30","0,3,15,18,21,22,25,28,31,32,34,42,50,55,58,66,71,79,87,94,97","2,98,68,73,74,11,45,77,51,54,92,30,95","2,10,14,23,24,36,37,40,45,47,49,52,57,59,68,73,75,76,77,81,85,95,99","96,67,37,69,11,43,13,15,47,48,49,51,81,83,87,55,25","1,3,4,35,67,69,71,72,12,46,48,80,82,19,86,56,29","32,91,76,78,15,79,83,20,59,92,63",,"65,34,90,39,75,16,81,22,25,58,93,57","65,3,37,14,16,62,63","33,2,97,69,7,43,13,17,84,25","33,2,37,72,44,18,51,54,86,63","32,65,2,35,68,97,6,71,42,74,54,23,56,94,62",,,"10,48,22,88,62",,"32,67,36,6,39,73,12,16,51,52,54,23,60,93,62",,"2,58,40,19,56,26,28,29","0,96,59,15,18,22,87,88,27,28","0,3,67,5,69,11,12,45,75,76,80,82,87,23,26","96,2,35,37,76,15,79,17,83,88,89,63",,,"68,5,70,40,44,13,15,47,83,21,86,24,25,30","0,1,96,70,7,43,76,78,80,51,89,60,31","0,35,4,38,8,41,42,11,15,81,18,19,54","57,19,31",,,,"33,3,35,5,71,8,40,73,75,48,87,23,28","96,3,6,72,9,46,47,48,19,52,84,85,87,28,95",,,"0,36,11,46,81,51,85,86,24,59,61","97,99,10,42,78,48,24,56,59,31","64,2,6,72,80,18,82,52,90,93,31","34,99,36,41,74,29,61,63","64,8,51,55,88,57,26,60,95,63","1,36,71,78,83,29","96,35,68,6,39,11,16,50,85,54,27,92,94,95","7,20,53,88,25","64,1,3,90,38,7,73,84,58",,"66,3,4,36,6,39,69,46,15,16,47,48,92,21,53,57,28","0,1,5,13,14,24,28,36,43,45,49,58,60,61,63,68,74,75,80,81,85,89,90","96,34,98,37,6,70,21,93,62,63",,"0,66,37,71,11,13,80,49,20,84,86,90,91,29,30","71,44,49,19,85,22,90,59,31","64,96,3,67,72,41,11,78,15,80,22,23,54,90,60,95","97,36,39,71,42,74,12,13,75,48,83,20,86,88,90,28,94","88,17,10,52","3,37,18,22,93","33,2,37,71,72,59,91,13,14,78,27,60,61,62","32,33,65,46,93",,"33,66,7,46,16,20,52,53,57","38,74,43,16,49,18,50,22,56,93","39,78,16,51,87,62,58,30","0,33,96,36,69,8,72,42,75,44,16,48,87,25,90,29","36,70,7,45,54",,"32,66,37,25,90,57","8,11,13,18,25,37,38,40,50,52,60,68,72,73,74,76,84,85,90,92,95",
t7,"33,2,35,66,68,70,39,41,11,14,48,17,82,24,89,26,61,63","2,98,71,42,74,85","0,3,72,13,14,51,57","73,53,23,25,61,95","96,99,69,79,17,18,49,81,83,60",,,"64,33,34,65,4,96,13,78,48,53,95","32,66,3,36,99,7,40,41,78,48,18,50,24,56,88,62,31","96,4,38,39,43,75,16,22,24,25,63","74,15","6,40,74,13,45,15,80,17,59,95","33,65,35,68,5,97,7,73,91,47,81,84,27,62,31","65,20","96,68,37,69,7,39,72,11,46,81,51,20,52,22,55,57,93","33,35,36,74,11,14,47,16,54,89","96,68,37,39,8,72,74,75,13,15,48,79,51,53,86,58,28,62","64,70,40,78,15,49,83,21,91","97,2,67,78,80,22,88,60,61,30","1,35,4,39,40,73,12,13,44,46,47,21,87,24,26,91,93",,"0,32,96,68,6,72,10,13,14,19,24,57,59","96,67,36,7,8,42,75,78,86,94,28,30","1,10,20,26,28,33,41,52,53,57,58,61,69,70,71,78,81,83,84","96,2,68,5,71,8,9,91,79,48,51,52,26,59,30",,,"32,97,6,12,45,47,19,56,60,93","34,74,43,47,15,18,51,82,85,91",,"68,5,41,75,49,20,87,25,62","8,89","0,65,99,11,15,49,50,82,58,59","6,10,12,14,39,41,43,46,60,61,69,74,75,82,83,84,85,89,92,96,99","32,4,18,83,52,55","33,6,39,11,43,13,79,51,54,28","33,71,12,52,53,85,56,28,93","65,36,7,73,45,77,78,92,20,28,62","48,1,74,96",,"0,12,13,51,85,59","1,35,84,6","32,6,72,11,79,81,52,21,88","41,14,83,24,57,59,62","96,34,69,40,72,43,45,15,79,84,53,28",,,18,,"0,3,68,10,11,44,82,53",,"89,10,88,57,63","65,34,38,72,73,43,46,48,80,50,85,55,91","34,70,21,22,86,89,91","4,6,73,43,44,75,14,46,92,82,21,87,24,62,26,60,29,30",,,"32,65,3,36,69,72,12,80,51,59,93","66,99,40,44,47,17,85,22,93,95","66,36,68,73,12,44,45,20,93,29","41,61,6,71",,,,"1,2,65,99,6,39,72,74,12,79,83,52,84,25,59,30,95","99,5,71,78,80,17,81,51,20,86,23,25,26,92,63",,,"34,66,98","96,3,5,45,15,50,87,90,29,30","96,3,36,37,71,12,76,47,51,20,22,56,61","66,68,69,45,46,78,82,30","81,92,47","5,42,45,25,95","4,5,10,15,28,37,38,41,42,44,46,51,59,60,63,65,67,76,82,91","9,51,46,47","0,75,46,15,16,79,51,25,28,63",,"34,98,70,7,72,41,45,18,83,55,23,24,25,59","64,65,67,6,10,11,12,48,83,87,23,88,91,92,31","35,67,42,43,44,14,46,53,89,90",,"1,6,9,12,18,19,22,23,27,48,50,68,70,73,77,83,93,96,99","65,67,38,39,74,11,12,46,47,80,17,21,53,24","16,36,37,39,43,44,46,47,51,52,56,58,63,71,75,87,92,94,97","72,11,19,56,61","35,38,72,11,78","31,86,63","75,4,93,30","51,4",,"36,8,77,23,22,55,58","0,73,32,47","97,34,3,67,5,73,80,82,28,63,31","97,5,38,6,39,74,43,22,54,88,89,58,60,30","57,51,77",,,"66,35,36,69,6,43,12,81,19,21",
t8,"3,37,69,40,9,12,76,15,84,93,87,29","73,57,43",94,"99,39","65,34,67,98,39,73,10,91,77,47,82,52,26,59,30,95",,,"92,5,87,63","67,4,10,77,85,23","36,13,46,47,51,55,26",99,"84,63,23","9,76,13,14,59","25,44,61","0,33,2,3,65,66,38,67,8,9,70,98,45,15,85","0,32,97,98,10,78,93,62","0,34,4,70,42,50,19,24,92,93","35,67,38,73,44,13,50,53,55,23,56,85,87","98,10,76,77,87,24,56,92","34,99,42,83,62,63",,"98,35,99,38,39,8,90,60","1,83,20,52,24,89,92,62","32,35,6,72,44,21,87,60,95,63","0,32,65,38,39,42,43,13,54,23,89,62",,,"33,74,75,52,95","4,37,36,7,16,87,61",,"69,10,48,29,31","21,23","6,73,84,22,89,90,92,93","98,67,40,9,73,11,45,78,51,59,95","33,44,16,48,82,19","26,12","2,42,95,79","6,74,50,51,25,95","80,49,52,25,62",,72,"89,21,31","66,35,38,76,49,87,23,90","98,95,23","36,90,39,16,81,19,26,29",,,11,,43,,,"32,67,6,39,70,41,13,77,21,31","8,57,28","1,70,10,11,78,47,80,53,56,91",,,"97,42,82,85,22,58,28,61","10,37,42,21","99,40,9,74,47,16,87,23,25,27,92,63","89,76",,,,"32,67,68,69,70,41,42,44,45,15,80,50,51,82,90,92,62","4,36,7,8,42,11,56",,,,"2,67,70,11,52,23,55","97,50,84,23,60,63","96,65,90,39,10,12,76,52,87,24,26,91,92,62",17,"0,53","64,3,8,45,49,83,20,22,87,29","98,4,70,72,23","32,2,6,72,74,43,13,50,20,87,91,62",,"0,33,37,10,44,13,77,81,51,84,22,30,63","3,71,59,76,46,17,53,86,56,57,27,30,95","68,5,40,48,85,54,91,60,31",,"64,65,5,39,74,43,76,45,47,16,79,92,88,57,59,60","1,2,14,15,20,26,32,40,41,43,45,52,56,61,64,70,75,81,88,92","34,6,7,9,42,73,13,14,48,18,19,82,83,24,89",,"34,98,43,75,55,56,28",89,"24,89",,,"79,80,84,21,87,31","65,34,7,9,51,24,95","65,99,4,38,10,42,81,18,22,26,95","64,1,73,46,20,91,61,95","61,79",,,"97,71,47,16,49,86",
t9,"64,13,5",26,,"0,40,11,86","33,68,6,70,9,46,80,51,53,90,27,28,61",,,74,"46,42,6,22",56,,"78,50,14","72,51,79",55,"40,74,76,80,82,53,89,91","72,27","32,38,81,83,31","96,68,39,43,76,77,59,60,30","69,79,82,52,26","64,3,14,48,50,82,86,60",,"42,74,45,79,25,28","64,26","43,17,54,89,92,30","34,35,44,76,15,86,28",,,61,"8,75,35,77",,,"25,85","69,17,51,20,29","30,63","89,85","18,44",62,5,"75,61,14",,,"32,68","4,68,40,20,86,27,92","10,31","50,61",,,,,,,,"42,84,90,7",,"97,66,72,13,48,51,23,90,94,95",,,"33,99,37,19,92","67,87","65,2,3,70,7,71,13,14,82,84,21,88,26","2,43",,,,"0,98,4,9,76,13,77,93,86,24,57,29,94","12,15,22,89,60",,,,"98,68,44,83,57","8,17,28,21","70,9,13,14,79,48,80,18,86,25,58,27,28,94,95",,22,"36,58,40,75,79,81,19,84,53,23,24,26","29,19,93,94","67,11,14,52,89,60,61,94",,"64,99,90,42,56,89,58,62",25,"4,9,41,23,88,92",,"32,36,10,42,44,46,17,21,85,63","96,34,3,66,69,6,7,73,77,79,84,94","69,74,49,21,61",,"0,7,71,74,14,79,16,49,83,26",,,,,"3,38,41,76,15,48,83,29","81,57,59,30","75,46,49,21,86,23","67,3,4,37,80",,,,,
t10,"81,62",,,,"1,2,5,14,15,86,62,31",,,,55,,,,24,,"16,18,43,6",,26,"5,45,79,81,51,24,26,92,61",73,"9,18,71",,62,,"5,46","57,18,97",,,,,,,36,"56,33",,,89,"1,94",,34,,,51,"64,41,12,14,83,55,94",,"13,47",,,,,,,,71,,"9,98,93",,,"73,18,90","98,30","96,33,75,48,17,49,52","24,50,39",,,,"36,37,78,63,58,61,31","57,98,30,97",,,,"51,86,63",,"35,7,40,47,81,51,21,85,57,60,31",,,"88,34,13",6,"56,57,5,65",,"2,79","62,78","32,29,87",,"67,4,53","33,97,37,48,54,57,28,93","8,57,77",,"1,36,48,51,54,87,58,91,60,93,31",,,,,"68,37,70,71,45,50,54,25","75,44,60,39","13,79,54,88,61","35,77",,,,,
