Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,34,4,,2,,55,,,77,95,,14,"60,21",22,36,,"57,18,52,63",,63,,,,,,,,51,,,"98,78",58,15,,54,,66,7,,65,84,,51,91,,,,77,,,,"42,83",73,,34,,"48,92","17,50",36,,,84,,"17,19",15,39,,,,39,4,,88,,99,,77,"9,74",,"97,70",35,,,51,"56,33",,,78,,"57,91",,,56,72,,54,,"26,71",,74
t2,,,,,,69,,,,,,,,,"58,43",,"73,25,62",,17,,,,,,,,42,,,87,36,36,,,,,5,,,"56,88,79",,,89,,,,,,,,,,,"1,79",,,52,43,,,"40,33",,57,32,,,,,65,,,84,,,,"74,47",99,,"24,26,4",12,,,,"92,69",,,,,"62,7",,,"83,84,69",21,,,,,,
t3,,,,,,56,,,,,,,,,,,,,18,,,,,,,,,,,,66,43,,,,,,,,"97,72,16,48,86,89",,,,,,,,,,,,,,"89,84",,,73,,,,,,25,,,,,,,,,"40,56,53",,,,85,,,,,,,,55,,,,,,,,"33,51,61",,,,,,,
t4,,,,,,"48,84",,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,"26,14,71",,,,,,,,,,,,,,91,,,90,,,,,,,,,,,,,,,"48,92",,,,,,,,,,,,38,,,,,,,,"42,28",,,,,,,
t5,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,"89,41,7",,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t6,,,,,,"34,70",,,,,,,,,,,,,,,,,,,,,,,,,,"57,37,5,79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t7,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,"97,84,70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,33,56,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"83,86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
