Clock Tick,Sursa_0,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,58,55,32,77,"88,97","1,36","86,71",85,30,"82,15",,"68,55,39","72,68",98,27,45,"18,47","1,5","35,39","51,35,14,71","40,72,51,59,28",71,60,,"59,22",81,"75,22","4,94",24,70,,"33,78","83,36",74,67,91,"32,67,51",38,11,"9,3","65,43",93,74,"40,21,71",47,"68,93,14","96,33","49,43,76,38","65,11",56,54,"66,76",69,"49,83",91,1,"49,29",68,"0,4,87","24,57,91,78",7,"64,59,30",39,"88,19,47",94,"40,48","49,23","32,60","57,60,45","52,76",29,"56,49,6,31","26,12","58,92","33,42","83,20","69,61",26,"92,61","33,31",40,44,92,"64,65,96,67,53,25",12,,81,"45,94","73,4,63","33,67,5",88,"1,35,12,59","96,82","13,71","32,87,55","96,47",46,4,70,"2,58"
t2,,88,"83,66,67,36",62,"48,19,63,55",32,"93,79",,78,"65,2,71,43,22",,"0,37,74,12,94","11,20,76",70,"4,93,94","52,93","4,77","91,62","3,62","33,6,70,43,13,15","96,36,68,70,11,12,78,19,24,91","56,19,93,15",68,,"82,20,60,98",,"24,83",55,22,98,,"74,79,17,56,92,61","96,67,75,80,53",18,"32,57,83","1,59,12,15","34,66,76,57,27",66,"48,68","84,15","83,71,15","27,45,86",,"6,15,19,54,93","4,77,38","71,41,11,13,57,27","40,74,83,89,95","37,71,11,18,53,56","38,68,6,39",71,24,"0,68,47,56,26",,"64,67,35",59,,"94,71",45,"94,30,47","67,74,14,15,16,17,22,61,62,31",85,"16,24,83,60",74,"35,90,43,48,51,26","57,82,87,55","80,43",1,94,51,"99,41,46,56,26,61",,"33,34,53,63","91,5","96,78","35,79","96,65,35,12","64,59","98,51,76,22",,"66,74,46,71",43,,"96,78","40,57,34,81","72,17,83,68",,,"99,14","58,99,30,47","36,31",4,"68,5,72,77,83,84,55","40,46,83,94,95","49,98,70","0,11,37","49,63","19,76,31","88,58,27,47",40,"66,4,87,15"
t3,,"48,73,90","89,65,34,35,23,25,31","24,57,5,39","11,46,47","2,67,94","41,27",,"74,92","66,99,70,40,24,26",,"32,66,5,38,72,78,17,82,83,58","38,6,40,51,55,59,28",29,"71,49,82,86,88","41,99,71","64,3,99,30,26,59,62","39,12,15,57,59","57,84,77","18,75","98,35,71,74,75,14,15,92,17,83,84,55,56,57,60,63,31","43,13,49,86,27",,,"7,9,13,51,94",,"64,67,12,28,62",1,"26,82",13,,"34,39,71,43,76,49,93,59,29","46,20,89,26,60",,"2,36","98,36,72,9,45,77,83,20,57","2,68,74,43,46,47,56,94,62","0,23","88,57,45","65,2,12,36","64,96,6,12,45,79,53","51,14",,"97,35,11,45,46,14,53,86","11,66,3","98,67,4,37,39,15,79,19,55,56,94,62,31","67,78,80,20,53,90","34,68,6,78,15,48,79,21,54,55,28,29,31","66,3,71,12,45,47,86","93,21","16,62,59,22","4,71,11,78,49,55,57,58,59,29,95,63",,"32,33,13,89,91,57","66,98,77,78,24,60",,"99,70,15,82,19,21,87,57,31","90,93","64,27,55","32,64,34,65,71,73,12,45,18,82,55,27,60,63",,"65,25,96,7","18,55","65,66,40,72,77,79,18,83,20,95","58,67,68,31","66,71,79,47,21,95",91,,"66,36,11,20,26","96,33,2,34,4,72,78,22,29,94",,"46,79,47,17,89",17,"74,46,83,56,30,31","83,43","33,68,72,13,46,15,18,19,91","24,91,68,94","36,56,60,61,62",,"32,70,43,76,59",47,,"59,61,14,30","20,94","32,64,96,35,67,75,20,57,59,60",,,"34,27,4","0,2,34,43,44,77,16,49,52","32,78,15,79,51,63",63,"0,65,3,67,75,45,20,57,62","32,33,65,67,19,25,27,31","40,75,56,26,59,94","66,38,39,41,48,51","66,4,71,88,94","56,35,71","0,73,44,76,16,49,26,93","65,20","45,47,16,49,51,94,63,30,31"
t4,,"58,11,95","33,99,71,40,13,46,17,19,56,91","36,74,11,18,51,54,59","96,39","89,49,60,15",52,,"96,73,42","32,98,75,77,51,52,23,59,29,62,31",,"2,99,73,49,20,23,89,26,59,92","96,1,66,71,74,78,80,24,57,27,60",,"9,53,21,55,92",31,"34,98,68,39,8,78,17,20,52,24,57,60,61,94","65,67,36,68,70,9,74,82,51,20,83,84,60","51,94,47",,"32,33,65,3,39,9,73,13,16,82,21,26,94","98,14,47,18,50,94",,,"99,11,49,57,26,27",,"89,27,5,70",23,"88,2","35,93",,"66,3,68,6,70,13,45,15,77,18,51,21,53,86,57,28,62","33,98,7,40,76,50,19,51,88",,"99,69,5,15,51,23","32,64,65,67,68,8,40,75,14,47,51,52,94,87,25,26,62","33,5,69,39,42,11,45,77,15,16,78,18,22,87,63,31",1,"73,10,14,87,93","32,68,5,23","17,86,87,90,94","19,66,11,20",,"10,91,13,18,51,83,27","2,6,48,49,51","0,33,65,3,99,9,43,76,46,18,22,24,89,58,88,63","16,17,61,54","0,33,65,66,99,74,46,17,82,88,59,60,30","2,4,70,72,10,76,15,17,49,51,52,81,84,95","41,74,45","98,68,5,39,91,77,78,82,57,90,27,61","97,98,99,70,73,74,43,48,17,80,19,20,53,27,92,61,31",,"2,98,36,5,39,46,15,95,62,31","0,32,2,38,74,43,13,14,49,26,61,62",,"65,2,4,43,14,51,22,91,92,63","88,13","1,16,83,88,61","2,4,10,19,21,37,39,43,51,52,58,66,68,72,77,83,84,92,94,99",,"40,92,85,95",88,"0,64,75,12,49,28","4,36,71,78,83,59,60","4,38,6,76,77,31",,,"32,2,5,39,49","32,97,60,47,92,87,55,62,59,28,30,31",,"96,43,77,78,19,95",,"64,65,4,39,42,75,12,61,22,87,29,63","65,71,12,18,21","39,9,43,45,14,57,26,60,63","57,82,12,22","34,67,68,78,24,27",,"2,69,77,17,83,21,57,91,61","16,49,44,63",,"4,68,8,45,77,19,57,27","75,51,87,55","34,13,92,16,22,24,26,91,28",,,"74,47,51,88,93","66,67,69,40,15,81,55,94,26,62","65,43,45,14,17,20,27,61,94",19,"34,39,15,52,26","89,34,66,36,71,74,15,79,51,57,93,63","64,34,66,76,80,17,51,20,88,27,60","65,9,43,76,47,19,57,26","0,32,64,48,21,57","33,43,13,78,15,49,22,91","64,66,69,13,51,53,22,55,86",28,"64,68,38,71,43,77,14,79,88,57,61"
t5,,38,"1,97,73,74,43,14,78,49,50,21,22,59,29,62","33,66,68,78,15,80,17,19,93,55,27,60,61","3,62","71,7,9,45,47",45,,"88,46","33,67,5,39,11,45,46,47,78,19,87,56,91,60",,"71,40,91,77,50,22,56,57,88","33,2,34,4,42,49,83,22,62,94,91,92,93,30,31",,"0,1,39,73,43","66,87,79","67,70,7,40,9,41,11,12,73,50,51,54,27,28","64,33,34,96,7,42,11,75,76,78,48,53,22,25","66,4,49,20,26,27",,"79,47,22,87,27,93","64,20,63,39",,,"67,72,76,77,55,88,58,62",,"98,4,36,94,95",2,"48,73,66,90","18,71",,"64,2,35,67,9,11,12,14,47,16,83,52,24","35,68,69,13,14,48,63",,"65,12,45,76,16,17,19,94,89,26,27,62","34,3,4,99,38,70,10,11,44,76,24","64,1,65,35,38,10,14,79,48,55,89,59","17,55","27,25,19,92","1,83,76,45","32,5,49,82,58,59","32,2,6,38,40,43,75,59,28,31",,"96,65,36,76,50,25,26,57","65,37,20,53,86,88,27","34,66,73,47,16,82,54,87,28","64,1,91,21","96,2,67,98,5,7,8,39,51,94,22,23,89,58,91,62,63","32,97,69,88,9,41,19,53,56,26,27,61,94","34,10,42,14,52","64,2,3,35,67,70,9,11,13,14,45,47,17,89,60,93,94","2,34,36,37,14,15,46,79,83,87,28,93,30",,"1,99,9,76,78,47,18,23,59","64,33,34,99,69,39,72,76,47,79,18,50,22,55,57,94",,"69,88,73,11,45,78,48,20,23,62,26,27,30",,"35,5,73,76,18,24,25,26","97,40,41,76,46,49,20,54,23,25,26,30",,"80,82,20,70","48,90,63",94,"32,97,98,91,15,47,17,19,51,93,24,88,61","99,69,53,86,87,30",,,"1,71,9,74,47,18,94,62","1,66,67,5,7,44,45,77,18,83,24,27,95,63",,"64,90,21,26,92",,"97,70,27,47,16,20,84,88,59,60","39,15,48,49,56,93","67,79,51,59,62","70,39,51,84,26,60","99,4,74,12,57,59,92,94",,"64,35,67,68,99,39,73,12,15,52,25,30","64,4,15,19,53,90",,"64,97,35,76,51,87,88,58,93,63","58,36,70,76,45,26,31","99,74,47,15,82,54,56,62",,,"66,38,41,73,11,44,13,16,49,86,55,63","32,64,65,36,39,72,91,75,76,60,82,22,25,59,57,31","64,40,75,76,83,52,87,30",35,"9,43,76,17,18,82,22","2,38,6,70,9,41,42,43,45,17,86,88,59","32,67,36,68,7,72,73,16,48,83,95,31","98,67,71,15,79,83,56,62,95","37,16,83,54,62","1,2,65,36,66,74,45,93,21,89,59,60,61,30","2,38,6,43,77,54,56,94","24,34","3,40,59,76,78,48,21,26,27,62"
t6,,,"98,70,42,45,77,92,20,54,55,24,58,27,60,94","0,9,13,14,30,31,34,35,40,43,45,65,67,71,76,79,82,86,89,94,97","99,84","39,43,14,82,19,93,95,63","90,68,14",,"90,19,76","89,1,97,35,74,12,44,14,76,49,57,58,30,63",,"64,1,34,35,70,43,15,47,19,51,54,24,60,29,31","32,64,35,99,39,8,46,79,53,23,56,61,63",,"5,40,11,47,57,58","32,49,58","32,36,6,14,15,48,93","35,69,6,46,92,81,54,55,56,28,61,30,31","2,98,40,43,76,50,23,58,28,30",,"43,4,44","4,9,51,57,28,62",,,"34,4,5,73,47,90,63",,"32,97,99,47,80,58",,"16,65,43,95","16,56,31,15",,"65,36,69,38,44,19,54,55,91,95","2,45,31",,"35,4,70,72,10,14,46,48,49,78,55,24,90,59,93,95,63","37,39,46,81,54,56,58","0,37,40,17,19,20,83,23,25,91,61,95","74,12,78","62,78,46,63","96,35,67,69,10,75,46,17,52,55","1,66,67,36,98,99,77,89,92,62","65,99,68,69,71,47,15,79,21",,"67,68,39,72,77,92,61,62,95","40,73,81,50,83,54,55,93","2,38,17,90,92","23,77,15","1,3,40,77,19,83,87,24,57,27","64,99,37,73,78,82,83,55,90,93,30,63","99,19,28","34,99,38,71,73,43,75,15,18,19,83,84,87,55,29,95,63","32,33,64,35,69,8,45,18,82,25",,"66,69,8,17,82,56,26,61","1,35,67,68,9,11,46,16,52,56,89,88,63",,"6,39,75,50,52,55,28,93",,"77,17,81,19,51,54,22,56,62","33,69,47,50,53",,"51,36,15","16,4,31","32,57,82,55","35,41,73,43,76,45,14,48,54,28,63",94,,,"33,6,38,70,42,43,77,79,16,17,82,19,93,95,63","3,35,36,39,12,14,17,49,81,89,93",,"73,75,76,54",,"98,67,68,40,44,76,14,50,51,24,90,95","2,66,41,13,78,82,22,57,29","32,89,66,31","98,3,36,72,9,11,75,18,62","32,33,2,66,72,73,42,17,82,52,58,91",,"34,3,4,5,10,11,78,81,60","65,99,77,46,51,88,91",,"66,69,74,47,16,86,55,90","4,69,71,73,10,77,46,47,63","65,4,76,49,50,21,63",,,"98,37,15,81,19,59","98,68,5,70,9,10,12,46,79,48,51,20,83,24,92","96,99,68,69,8,41,53,25",18,"40,73,21,56,61","98,68,5,37,8,10,11,77,47,48,81,18,52,24,90,91,29","89,33,65,35,96,11,12,15,47,18,57,90","96,35,36,70,13,45,78,16,49,93,53,22,89,90,60,29","67,5,38,41,18,22","98,67,4,5,38,39,40,14,52,55,90,27,95","32,34,99,71,11,78,15,21,23,29","74,54","96,69,72,11,46,22,24,56,91"
t7,,,"64,96,4,37,90,11,47,51,53,26,28","2,99,4,70,8,10,49,50,81,21,22,87,58","34,52","40,78,79,51,86,88,57,62","11,12,88,57,60,95",,"97,61,71","69,72,13,17,93,55,27,61",,"67,7,44,13,46,16,18,61,62","67,9,47,18,19",,"96,65,38,70,20,87,62","67,53,94","66,37,71,45,13,80,53,86","66,71,73,13,79,49,18,19,87","96,99,68,71,15,82,87,59",,"66,30","67,36,5,58,68,77,22,24,26,59",,,"97,44,45,17,28,95",,"16,34,52,38",,"96,47,80,18,83","64,65,9,45,79,49,24",,"81,1,88,37","66,99,71,79,82,52,23,93",,"96,1,33,71,40,74,11,75,13,47,88,91,61","73,21,31","96,97,70,72,41,75,12,80,53,54","33,34,5,14,18,83,84,91,30,31","39,74,47,22,56,30,31","33,34,99,37,70,41,73,74,19,57,26,59","2,3,38,39,70,13,78,51,52,55,23,31","76,77,83,54,91,94,95",,"80,9,90,47","35,67,71,74,43,12,45,21,25","32,1,69,5,23","2,36,71","64,35,70,12,14,16,80,20","0,14,54,22,25,58","24,20","96,65,4,37,74,79,92,49,51,21,58,28","67,77,13,16,22,89",,"34,38,71,73,43,12,75,51,92,94","3,36,6,71,45,15,48,17,82,23,90,29",,"34,3,37,41,74,13,18,83,54",,"66,91,12,78,49,50,53,59,60,29","35,95,38,79",,"66,67,5,71,9,11,43,45,76","33,66,30,15","2,68,74,11,22,92,62","37,21,79",49,,,"64,3,35,40,41,59,12,13,15,21,53,86,89,27,92,29","71,9,73,13,51,86,25,91,57",,"58,68",,"32,89,66,36,43,11,45,19,54,57,62","98,67,99,38,70,92,17,51,52,23,24,26,60,62","0,94,78","67,99,8,43,77,16,80,20","1,3,35,9,45,49,83,54,31",,"38,7,51,84,86,55,58,92,62,63","96,2,34,59,73,11,76,83,20,94,26,27,62",,"1,2,37,6,43,24","6,43,44,49,88","66,43,48,30,31",,,"35,68,71,77,82,20,24,26,91,61","96,33,8,11,45,50,19","2,37,9,10,12,46,58,60,62",16,"64,92,54,71","1,35,4,44,13,76,49,28,62","5,38,39,45,91,62","68,74,75,91,14,17,18,82,52,59","35,36,74,52,56,93","32,97,34,99,37,69,70,9,88,94,62","74,45,92,17,19,52,28","39,78,50,91,93","12,82,19,20,52,83,60,29,95"
t8,,,"72,44,48,63,95","98,69,75,44,52,56,25,88","67,41,45,17,56","33,4,68,70,74,17,20,24,26,27,92,31","96,67,39,80,17,51,83,22,94,59,62",,"43,21,79","0,94,88,86",,"33,76,81,85,90,93","16,89,82",,"66,98,37,75,46,83,22,59,28,95,31","64,6,82,83,57","2,35,49,81,87,55,95,31","0,38,14,16,93,94,63","11,45,46,78,92,83,22,60,61,31",,0,"32,66,99,75,12,76,17,91,60",,,"1,12,14,81,19",,"74,45",,"67,35,38,40,44,76","66,68,8,83,52,53,54,22,61,94",,"4,73,48,25,90","3,74,49,56,94,92,62",,"39,43,44,79,20,30,31","92,78","26,84,29","32,65,96,35,67,45,46,15,16,79,87,89,28,61,62","9,42,43,44,79,16,49,60,61,95","66,40,14,78,20,24,89,58,88,93","35,9,41,11,74,75,14,18,20,93,63","64,89,35,67,49,55,25",,"49,44,38","32,33,34,89,68,5,72,19,87,57,91","91,83,36","32,66,99,5,82","90,36,61",24,"16,59","66,42,76,46,48,20,53,56,88,30,31","24,3,60",,"68,70,40,74,11,79,21,93","70,12,80,51,84,86,92,95",,"96,67,42,77,16,53,24,25",,"2,72,43,23,57,92,31",,,"69,38,39,6,10,47,79,49,52,23,56","0,35,91,43,78,82,89,59,61","96,33,69,6,73,76,78,15,56,27,60,93",,,,,"96,98,37,78,83,84,54,61","6,43,82,19,20",,"0,12,45",,"35,99,5,71,77,15,48,80,18,21,93,94","32,1,34,96,4,5,69,7,59,73,75,76,19,20,27,28,94","49,74,92,87","32,34,71,47,83,58,30,95","39,13,46,15,21,93",,"82,20,94","32,66,35,68,69,6,39,75,17,87,24,25,92,93",,"38,71,11,15,54,23,91","90,11,21,79","2,37,11,78,79,87,23,88",,,"64,1,33,3,72,18,50,56,28,62","89,35,54","4,73,91,77,48,82,54,23,24,59","24,47","96,6,53,24,31","58,99,30,55","3,99,74,54,87,24","33,34,99,69,5,77,92,28","33,34,69,13,78,80,19,51,91,29","64,58,41,75,17,24,26","96,68,5,41,10,12,82","9,12,57,27,31","67,70,75,25,92"
t9,,,88,"41,26","68,12,78,15,22,87,60,29","97,34,99,72,11,12,75,46,76,77,22,54,59,28,30","32,1,34,64,36,5,66,73,78,49,82,19,20,53,89",,"66,31,47,15",48,,25,90,,"32,35,56,67,12,78,54,23,24,26,60,61,63","62,35,11,51","96,33,91,46,82,56,88","41,45,47,24,90,27","32,64,73,10,55,56,90,63",,58,"1,38,7,78,83,52,23,31",,,"35,86,71",,"33,10,42,14,78,18,87,55,93",,"56,51,20,61","0,32,3,99,69,6,75,78,82,23,62,25,30,57",,"58,63","34,39,77,18,27",,"66,3,50,18,21,28","96,82,30",98,"64,99,39,71,9,76,77,48,20,58,60,94","64,33,67,15,18,53,24,94","0,80,63,87,56,28,61,31","33,34,4,16,91,28","37,10,13,81,53,88",,"81,37","1,97,76,46,79,58,59,60,95,63","64,53","34,59,92,94,31",32,"28,62",98,"0,72,69",62,,"65,45,20,29","96,75,83,19,27",,"64,81,90,59,60",,"32,96,71,40,82",,,"33,44,53,78","98,5,71,12,79,92,17,21,22,60","4,7,71,9,41,14,46,91,61,30,31",,,,,"24,55,14,31","40,75,53,15",,"91,66,83,93",,"1,2,34,6,17,49,82,52,86,26,28","97,36,77,87,88,58,91","56,58","56,65,4,38",11,,"9,49,50,22,28","0,1,36,5,13,45,78,82,54,86,57,60,31",,"53,36,21","16,54","1,90,38,51,55,58,94",,,"5,79,83,52,29,31",,"1,66,3,35,97,47,21,22,88,26,92",43,"66,11,78,46,79,95",87,"4,21,52,55","64,73,46,24,58,31","1,2,97,98,99,59,30,31","12,77,16,83,54,87,28","36,70,46,83,57,59,60,95","67,68,51,59,94","73,10"
t10,,,,37,"72,74,91,14,57,59","66,3,98,69,6,48,50,83,84,91,61","97,35,40,47,56,28,61,31",,"2,38,77,16,51,87,91",,,,"88,95",,"33,2,36,13,16,17,50,19,89,29","33,13,18,24,91","76,79,19,22,92","10,4,95","0,34,37,74,19,88,25,29,95",,,"96,65,69,41,25",,,"6,43,79,18,83,21,93,31",,"0,1,71,19,88,92,61,31",,"64,34,11,49,19,59,29","67,39,11,81,26,27,92",,"0,87","9,11,28,17",,,61,,"2,6,75,49,50,51,82,56,57,26,59","2,35,34,77,82,83,54,28","18,95,71,47","24,88,27,47","48,98",,48,"96,98,99,69,80,22,61",,"79,49,87,24,56",,"18,20,5",,26,,,87,"40,93",,"66,68,61",,"9,21",,,"89,14,31","1,67,70,73,49,56,26,93","37,70,45,52,21,85,59",,,,,87,"16,70",,"1,65,59,15,51,86,27",,"3,69,41,55,91","0,3,45,55,90","73,4,71","66,15,48,88,63",55,,"56,47","98,67,37,7,74,14,79,52,89",,"32,5","24,50,37","73,27",,,"36,43,12,17,89",,"72,98,55","40,21,71,15","38,19,23,89,30",,"0,69,43,30,63",63,"68,70,77,46,24,58,61","72,3","65,67,39,40,75,24,89","32,64,66,36,76,45,17,49,82,60",
