Clock Tick,Sursa_0,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,"58,66","91,5,55","32,23,15",,30,"89,1,12",71,,,"82,15",,"38,55",83,,,"65,91,36",,"73,1,34,59",28,"97,14",40,"54,71",26,66,"16,59,28,62",10,76,4,,,,"71,46,63",2,31,"56,17,67,99","33,83,13","32,67,51","38,55",66,"18,11","96,65,20",37,,79,,"90,52,15",19,"4,38,43,16,49","88,65,37",,"20,54",57,"99,3,45","49,83,6","24,50","88,74",,,"73,99","91,61",59,59,27,"4,47,31",83,40,2,32,"59,12,45,76",52,"40,29","56,43,21,31",26,"88,58",78,"83,20,70","26,51,47",62,92,71,,44,"22,15","25,67",3,7,81,"58,45,94","48,90",5,,,,,"82,55","80,90,47",46,4,"26,13,70","4,52"
t2,"49,2,51","88,17,59,36","65,1,9,45,91",,,"70,17,84,91,95","49,31,93,15",,,"65,2,43,22,91",,"0,66,88,47",35,,,"48,67",,"74,23,55,88,91,60",,,,"50,31,37,15",77,"59,2,51,38","64,66,98,77,17,57,61",,"56,51,46","58,99,47",,,,"33,4,43,15,19,21","66,23","66,79","12,76,52,22,57,60,62","96,65,46,25,93,31","89,66,11,83,57,27,60","0,11,47",31,74,"50,75,92,46",,,"33,31",,"2,3,99,41,82,95",71,"64,66,99,37,18,56,88,94","90,40,15,55,26,63",,"59,75,53,37","59,68,94","68,87,58,93,62","67,35,71,47","16,62,13,22","48,26,34,93",,,"94,34,4,52",,"17,98,68,77","66,20,78,98","93,14","88,58,30,95","25,12","20,70",69,"2,83","10,14,47,17,20,93,87,56,57,61",3,56,"33,34,66,40,15,47,22","88,76","26,99,87",,"96,71,51,28,29","43,66,11,4","57,27,5",82,"56,31,6,15",,,"16,43,60","32,89,60",,,"25,44","64,27,15",95,17,,,,,"0,74,11,37","4,76,77,45,88",33,"27,63","35,71,40,75,12,51","88,97,58,47"
t3,"26,69,94,47","67,4,73,77,24,60","68,54",,,"40,35,78","36,9,91,46,47,16,78,79,86,27",,,"66,83,21,54,59",,"49,2,59,63",91,,,"32,89,34,88",,"0,33,4,7,12,48,22",,,,"33,66,36,38,41,46,78,20",,"32,36,76,15,17,20,24,57,27","0,2,67,70,78,49,51,26,94",,"96,36,71,78,22,57,29","2,73,76,16,87",,,,"65,35,36,45,79,54,88,91","1,51,38","2,38,71,43,49","3,68,5,39,46,83,84,26","71,40,19,92,95","65,4,38,7,75,12,22,55,59,93,62","4,68,6,43,48,51,95","33,79",42,"33,70,73,13,26",,,35,,"96,39,89,92,93,94","56,49,21,15","35,41,77,48,82,22,55,57,61","91,9,74,43",,"38,78,49,83,91,60","32,49,87,24,27,60","41,74,60,86","34,70,43,44,13,77,19,91,60,63,31","35,18,56,26,27","17,75,22",,,"64,17,30,55",,"1,34,5,12,45,57,26","0,2,75,13,14,50,51,23,28","74,86,71","73,78,80,87,26","81,91","72,75",,"96,66,82","1,5,71,72,73,75,44,49,50,51,22,94,58,27,28,62,63","84,39",,"32,65,67,44,80,49,51,89,62","69,73,47,48,51,55,61,63","62,76,22,31",,"36,76,19,21,24,26,27","68,40,48,23,27,30,31","4,93,94,39",,"2,66,11,45,46,78,16,53",,,"66,40,47,18,24",68,,,10,"9,83,14,71",47,59,,,,,"48,42,78","68,69,46,15,56,61,62,63",31,"51,14,31","96,66,36,68,43,18,19,20,57,27","0,73,43,44,77,63"
t4,"64,76,16,87,27,95","7,54,22,57,58,63","53,60,21",,,"74,19,61,14","1,33,35,4,38,39,74,43,12,77,17,18,51,24,56,92,95",,,"32,68,78,17,50,49,53,60",,"32,99,4,69,78,82,91",59,,,"33,66,99,4,90,55,56,26,94,63",,"97,5,72,11,24,89,26,27,62",,,,"32,96,2,35,40,74,43,47,80,17,51,23,56,59,30",,"65,34,4,71,40,72,73,45,78,16,82,83,54,56,28,62","32,69,72,88,12,76,15,92,20,23,56,58,27,60",,"32,67,5,43,15,17,49,82,24,94,59,93,30,31","56,68,45,51,24,26,61,94,31",,,,"68,73,12,50,52,90,93","57,91,37,47","32,99,37,69,40,11,15,47,23","96,65,98,35,72,9,11,75,53,89","70,43,15,80,49,21,89,90","0,58,68,70,71,72,13,77,15,48,17,86,24,94,56,88,30","36,12,76,15,79,80,19,53,86,27,30,63","89,71",,"93,77",,,83,,"67,40,74,83,86,55,87","91,66,43,94","65,11,13,78,59,92,93,62","66,35,39,47,82,21",,"65,66,68,7,47,22,56,92,30","56,66,14,22","78,18,22","98,3,4,12,79,18,22,59,93","33,71,72,74,43,75,76,78,49,93","1,5,78,56,60",,,"0,1,8,12,77,61",,"36,72,14,83,55,56,62","36,69,18,82,83,54,57,27","42,78,15,19,55,56","98,36,75,77,14",15,"26,12",,"40,43,92,31","0,34,6,18,19,53,55,23,24,26,88","74,12",,"99,36,5,11,76,77,81,19,20,24,57,27,94","65,4,37,36,38,74,44,77,78,19,52,59,92,30","68,5,71,78,79,63",,"32,35,4,14,47,80,61,62,63","96,65,33,14,20,61","32,3,74,47,55,30",,"32,64,68,38,39,17,18,49,55,90,59",,,"32,35,4,39,51,59,28","59,12",,,,"96,67,6,70,8,43,49,53","4,38,76","57,66,20,61",,,,,61,"33,2,36,39,71,9,16,19,52,57,91,60",71,"33,36,76,78,87,57","0,38,11,76,14,15,46,80,92,21,23,59,28","64,66,3,71,40,79,81,18,19,21,59,92,31"
t5,"96,45,14,80,56,61","82,19,39,31","67,7,49,83,59",,,"64,51,93","64,96,34,97,58,40,73,11,82,19,20,55,23,26,59,28,30",,,"67,6,7,71,74,45,94,61,30",,"35,36,9,74,76,15,52,54,56,58,92,61,94","17,60,77,57",,,"0,64,38,74,43,75,76,49,51,59,29",,"38,6,39,75,14,16,51,20,94",,,,"34,98,4,70,44,16,49,83,55,57,26,60,29,94",,"35,67,5,70,39,43,12,19,52,88,58,92,61,94","96,1,36,68,71,50,52,22,87,91",,"34,66,4,40,9,73,12,45,79,16,83,53,87,27,61,62","64,34,66,36,98,72,11,75,15,20,22,55,88,57,59",,,,"72,41,17,20,84,86,57,58,59","4,39,44,76,54,59,62","39,41,76,16,51,52,55,95","33,38,40,13,15,18,51,82,54,59,95","67,36,5,12,47,16,82,91,29","1,34,35,37,9,43,45,78,49,50,19,82,87,26,28,63","5,70,71,8,40,14,49,81,83,56,26,93","21,5",,"59,27",,,"96,53",,"0,33,32,34,65,37,70,75,78,80,20,58","2,35,59,47,82,51,55,27","96,39,74,91,17,20,27,60","0,2,3,4,38,16,18,19,51,22,23,59,94",,"0,32,4,73,76,45,16,82,85,29","2,34,71,82,29,31","35,16,28,61,31","97,68,5,74,16,20,52,84,24,27,62","34,39,42,45,14,46,17,83,21,86,55,92,61","49,76,14,31",,,"3,5,47,83,26,91,62",,"0,32,96,11,76,19,51,22","32,64,96,35,67,37,12,76,15,80,52,53,22,94,25,62","1,9,11,43,76,17,82,94,30,31","3,70,83,27,62","9,43","98,51",,"18,21,71,63","97,66,35,4,11,77,83,54","34,68,70,72,17,91",,"64,97,3,38,72,75,12,46,17,26,28,61","64,97,3,67,99,39,8,41,11,17,81,58,27,31","4,6,74,45,92,17,49,56,89,60,30",,"33,2,66,67,99,44,13,16,30","46,79,50,83,89,28","34,66,36,38,44,78,49,52",,"0,3,36,37,67,73,74,12,60,88,94,91,28,62,95",,,"34,3,67,99,91,11,76,13,19,20,57,58,27,94","70,72,77,78,17,57",,,,"34,66,40,75,12,21,86,92,29,30,95","56,27","0,38,40,72,51,62",,,,,"76,30","64,3,35,6,74,11,12,79,82,51,22","70,6,79","32,89,67,69,74,46,15,94,56,62,59,30","69,6,45,77,78,17,82,55,56,91","33,2,35,65,68,39,46,78,51,20,83,54,87,24,60"
t6,"40,10,46,15,78,19,83,22,59,92","71,9,46,15,78,18,87,92,94","66,35,36,77",,,"66,11,76,13,16,57,26,94","0,66,99,68,70,8,72,48,22,88,94,63",,,"8,42,11,86,55,56,87",,"96,65,67,68,5,39,8,41,71,46,80,18,50,51,21,22,24,93","3,67,39,7,51,94,62",,,"68,37,70,39,71,11,78,47,83,53,24,27,61",,"64,66,37,76,15,18,87,57,90",,,,"64,67,39,7,76,13,18,53,87,88,25",,"97,3,69,9,11,13,79,18,89,91,29,30","99,5,40,11,43,13,54,95,31",,"65,99,68,90,10,77,14,84,88,25,58","0,1,32,67,39,71,74,43,60,48,17,50,80,83,90,28,62,63",,,,"0,34,39,40,78,51,28,94","99,58,9,11,77,17,53,24,56,27,30","96,68,90,9,74,45,46,24,57,26","66,37,71,74,43,16,80,50,20,90,91,28,61,94","72,76,17,18,51,60,63","33,39,47,18,20,54,91,61","64,1,66,35,98,75,78,21,22,88,25,29","36,43,12,54,62",,"98,68,78,14,17,57,94",,,"49,6",,"66,35,38,71,73,46,48,50,56,59,28,61,31","0,99,36,38,20,93,22,23,92,61,62,63","33,34,40,73,42,14,15,95","32,64,98,36,68,71,11,14,49,52,84,24,57,60",,"97,67,69,52,87,24,58,88,61,94","99,70,43,78,19,28,93","64,33,76,15,79,19,59","64,69,39,72,51,57","32,1,65,3,68,10,12,19,88,25,59","68,53,27,61,63",,,"32,36,38,43,76,16,22,88",,"97,6,40,46,24,61,95","99,9,45,77,47,16,17,49,55,24,89,91,60","4,6,8,18,23,26,32,34,40,46,47,48,57,59,66,68,69,87,91,92,99","32,5,39,71,84,24,29","18,66,79","66,27,36,13",,"4,79,16,47,56,93","32,67,99,38,25","35,5,40,76,15,54,59",,"68,70,39,73,78,83,84,30","32,1,34,66,71,9,46,86,57,94","96,1,34,33,97,47,18,55,90,93,94",,"64,98,38,43,79,18,82,52,23,89,94","34,67,5,71,54,25","99,69,71,41,43",,"1,4,22,24,27,33,35,41,42,51,52,63,80,83,84,92,93,96,99",,,"98,68,46,50,84,87,55,56,26,93,62","1,51,92",,,,"0,32,99,38,72,47,82,20,26,91","49,93,62,71","24,58,36,77",,,,,"4,69,8,56,26","42,48,18,83,20,86,55,26,27,31","75,86","5,8,19,20,22,34,39,49,55,60,61,64,66,68,71,77,82,83,95,96,98,99","64,34,3,37,10,74,61,53,22,86,87,94,90,88,29,30,31","32,96,36,69,72,9,74,12,13,14,45,17,94,53,22,23,57,62"
t7,"32,33,65,35,97,98,74,43,17,82,62,57,91,63,30,31","64,33,96,35,6,70,74,49","43,3,38,51",,,"99,68,6,39,15,48,49,82,87,88,62,31","65,75,29,62",,,"93,39,31",,"89,1,33,34,37,6,70,40,12,13,20,57,60,62","32,99,5,9,18,19,52,82,22,55,24,89",,,"3,40,41,12,44,45,77,92,22,54,62,60,30,31",,"32,2,67,68,43,77,46,82,31",,,,"69,9,11,48,89,61",,"1,33,8,77,48,50,84,93,31","35,37,46,79,80,21",,"3,11,48,81,52,55,60","35,5,37,40,9,12,78,18,19,21,89,93",,,,"32,96,99,74,80,49,18,82,55,56,26,27,92,61,30","68,6,71,12,14,78,48,82,55,26","98,10,75,12,77,60,18,88,28","0,64,70,41,78,47,79,49,55,87,23,24,27,31","34,39,11,78,57,59","3,74,76,46,16,21","32,91,13,23,24,90,59,61,94","67,77,47,15,17,24",,"32,1,5,74,11,12,76,82,51,62,60,30,31",,,"66,11,86,56,94",,"43,76,13,79,18,19,51,21,24,57,88","32,34,37,40,11,75,45,76,58,28,31","67,46,80,90,28","6,70,41,12,13,45,83,53,27,61",,"64,34,99,41,55,89,63,62,31","35,40,41,74,75,13,15,47,17,18,79,20,21","97,2,36,69,71,9,14,24,57,56,94","9,11","97,5,77,15,20,57,91,60,94","57,45,6",,,"66,67,68,37,15,18,82,21,63",,"64,71,16,80,54,90","1,68,5,90,7,8,10,74,26,95","0,33,2,65,67,96,97,39,73,45,77,49,20,52,58,60,95","12,15,16,18,21,22","32,33,2,35,16,31","32,35,14,15,23",,"64,34,38,45,78,22,30,95","89,52,37","96,66,37,71,43,45,16,18,19,51,89,26,61",,"35,8,9,74,14,53,92","33,2,68,70,15,87,23,56,28,62","64,37,38,91,11,43,77,86,23,27,28,95",,"3,37,40,11,87,57,92,31","70,17,49,56,93","76,70,15",,"65,34,97,40,47,82,19,54,86,58,30",,,"0,1,96,5,72,45,77,54,88","27,19,76,55",,,,"1,35,4,36,37,77,55,22,54,62","99,70,43,13,45,77,19,24,31","32,99,4,15,22,26,28",,,,,"97,2,34,77,51,52","0,1,65,66,96,37,40,72,43,78,53,28,93,94",83,"1,2,3,7,9,11,12,13,18,21,26,28,35,37,38,40,47,75,79,80,92","33,54,24,58,60,95","1,67,6,70,15,80,82,55,56,27,93"
t8,"1,34,4,5,39,71,12,13,77,79,18,55,93","40,12,13,79,53,86","37,39,76,47,79",,,"2,3,34,37,71,9,73,45,77,18,22,92,63","57,5",,,"57,13,79",,"48,29,31","1,2,33,4,37,58,66,71,74,46,54,88,26",,,"96,72,46,79,81,82,84,87,57,93",,"69,40,47,79,19,63",,,,"8,68",,"74,55","83,38,55",,"0,37,41,74,86","33,65,41,14,54,91,92",,,,"64,66,98,37,14,29,62,95","98,70,74,15,49,19,83,84,86,93,88,92,61,94","35,4,70,7,72,13,48,20,84,25,63","1,4,77,93,29,30,63","98,3,38,74,20,56,94,28,61,30","52,69,84","2,67,99,16,82,54,87,57,60","2,34,4,44,22",,"66,39,79,83,84,55,56,89,91,61",,,"0,2,68,38,39,78,81,82,55,23",,"97,36,68,16,26,27","96,67,6,70,41,10,14,83,52,87,26","19,76","67,93,30",,"17,19,28,5","96,1,33,37,9,73,44,45,76,16,50,91,95","32,67,5,6,39,8,49,82,51,55,29",,"64,67,4,36,40,9,51","10,11,15",,,"65,9,11,19,54,57,59,31",,"79,18,21,91,31","34,42","75,50,83,51,22","65,68,9,74,43,82,90,91,28","36,71,74,13,47,19,94,63","33,2,71,43,18,19,82,91,94",,"10,14,80,17,24,89,60",95,"0,33,64,67,36,6,78,49,20,21,22,87,24,92,30",,"18,93","40,43,75,49,22,91,60","2,66,39,14,15,51,20,83,54,59",,"6,39,41,73,78,54,55","73,75,12,45,78,86,29,94","2,98,9,46,82,51,29",,"70,8,44,77,14,48,50",,,"73,12,14,17,53,21,95","35,4,71,47,63",,,,"97,5,39,18,51,23,56,57,59","33,3,35,68,40,10,75,78,15,18,54,58,94","2,67,98,18,27",,,,,"66,3,67,99,47,19,20,59","99,70,17,49,54,23,59",64,"6,72,43,16,17,52,54,23,93",67,"41,75,11,49,86"
t9,"3,36,68,11,50,21,23,88,28","65,68,43,81,50,83,20","48,41,26,55",,,"32,4,69,8,10,47,23,56,58,28",,,,"33,35",,,"0,96,6,70,41,79,48,93,21,53,27,63,30,31",,,25,,"80,44,52",,,,,,"0,42",53,,"33,42,6","96,79",,,,"77,47,22,23","64,65,96,3,35,97,40,41,73,43,81,25,63","97,3,50,19,85,93,30","19,86","32,64,66,37,77,84,55",,"34,92,62","99,69,81,82,23,56,27,60,30",,"0,64,34,67,37,9,49,54,23",,,"32,9,74,45,22,25,59",,"12,22","65,98,12,53,60","69,71,63",8,,"51,12,46","90,39,10,48,81,54,23,89,58,92","66,37,11,47,20,53,89,26,27,92",,30,"65,36,43,82,25,91",,,"97,35,40,46,14,51,20,87",,,56,"64,25,13","1,42,76,54,59,94","4,5,38,6,49,51,88,57,93","1,97,99,39,74,79,22,55,89,28,31",,36,80,"73,75,77,47,79,80,50,53,55,57,28,31",,16,"80,54","32,65,3,36,9,12,50,19,21,53,24,25,61",,"0,74,17,50,53,56,93","10,81,82,90,59,92","96,33,59,23",,"98,75",,,89,"97,99,43,79,49,21,91,93,95",,,,"98,68,11,16,19","89,65,2,36,39,74,14,79,16,80,50,83,53,57,59,30","70,74,16,83,23,60",,,,,"89,98,36,38,40,43,44,49,50,57,58,60,95","73,98,75,21","61,94","24,41,73,86",,"26,38"
t10,"38,6,73,48,20,54,24,90","72,25,75","88,75,11,98",,,"97,67,20,30",,,,,,,"40,75,45,78,86,87,92",,,,,95,,,,,,,6,,35,95,,,,"1,76","52,13,31","61,78",,"48,2,26,62",,,"68,9,78,52,93,92,61,94",,"71,8,47,21,24",,,"36,10,18,24,57,60,62",,91,"17,13","2,31",,,"72,26,11,70","25,4,5,86","4,38,40,43,44,48",,,"2,40,9,18,83,21,54",,,"70,75,45,78,80",,,,"10,35,98","49,51,23,53,55,61","67,99,59,73,11,48,20,86,27,62","67,4,37,5,87,56,62",,,40,"83,11,38",,,95,"67,70,40,80,84",,"34,59,22","24,88,44,15","1,68,40,20,24,95,31",,26,,,,"33,15,86,56,94,31",,,,90,"32,66,67,17,51,20,61","35,12,78,55,25,29",,,,,"65,71,73,15,79,80,81,53,54,90",,"32,78",,,"76,37"
