Clock Tick,Sursa_0,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99
t1,,"91,5","32,66,69,15",,30,,71,,9,"8,39,15",,"51,38","17,83,84","50,35","19,78","16,45","24,64",5,"74,43","97,51",75,71,"82,62",,28,"81,10","98,51",,"24,18,20,34",,,"66,78,87","2,66","79,46,31","74,99,28","18,13",32,41,,11,"80,65,20,96","93,37",74,,81,"68,14,15,87,90",31,"16,49","65,11,37",,20,"19,66,11,36",45,"49,6",,"74,94","76,22","59,62",,"17,20,68",59,78,,19,"83,77",40,32,"34,83","60,76","2,52","40,29","6,43,79,49,21","26,20",92,"33,34",83,"51,61,47","59,26,3",59,71,95,"25,44,86",92,"32,65,35,12",,,,,"73,4,63",67,"88,45","12,54","73,82","13,86",55,"90,47","40,46",4,,"2,52,58,94"
t2,,"36,54","0,67,36,71,9,43,76,45,23",,78,,"43,79,21,56,93",,"82,15","82,3",,"66,36,37,76,19,27","64,67,73,78,25","33,18,83,54","74,92,30,31","64,14,47,52,87,90","83,61,94","12,36","33,34,71,39,42,78","26,36,76",70,"70,6,43,79,56,93","24,92,94",,"18,20",45,"59,19,20,76",,"39,40,16,17,50,22,56,59",,,"43,51,56,92,61","69,38,23,59,31","96,76,87,71","2,4,42,18,20,24,58,94",93,"2,83",,,"48,68,55","72,75,48,50,51,59,95","45,71","78,39",,,"43,78,82,88,94,95","33,87,79,63","53,94,15","38,51,6",,72,"97,68,5,38,6,59",87,"86,71,47",,"33,34,99,78,18,27,93","26,68","66,99,5,91,77,24,27,60",,"72,73,75,12,45,50","66,68,77,78,17,57,91","92,14,30",,"97,46","65,67,47,53,25,26","80,96",94,"32,65,96,99,75","59,61,7","41,82,99","80,20","40,11,47,18,53,54",98,,"67,35,46","25,35","64,66,43,11,77,19,57","66,72,24,60,61","17,91,20,60","19,21",,"10,47",,"40,72,18,19",,,,,"99,19,92,30,31","34,60","4,68,10,48,26","72,50","17,2,58",50,"0,74,11","16,49,43,76","65,19,20",47,,"32,66,73,82,87,27"
t3,,"24,50,51,53","6,39,8,47,18,87,56,89,26,60,61",,"56,59",,"34,74,13,78,15,47,49,22,86,29",,"65,36,43,45,22",52,,"32,2,35,46,14,55,93","34,10,81,89,58,60","64,96,37,39,74,12,79,53,24,25,91","96,33,34,4,39,42,79,55,61,63","88,41,77,63","75,67,55","80,67,84","3,35,6,46,17,56,62","80,75,5,22","40,12,29,71","40,74,75,45,13,49,22,86","32,78,54,87",,"50,39",,"97,69,71,46,14,17,57,91",,"96,98,73,12,13,77,78,57,90,60,62",,,"64,96,71,73,11,76,57,30","98,37,79,17,20,52,87,24,63","6,43,49,51,83,93,56,61","0,32,64,66,97,59,73,47,51,22,54,57,27,30","86,71","66,67,35,69,75",,,"65,45,37,94","66,36,77,83,26,27","49,90,31","9,17,31",,,"64,96,2,4,40,47,48,49,80,22,55,92","89,74","32,64,36,9,91,45,83,57,27","76,47,19,86,26,27",,,"98,37,71,45,77,53,57,91,62",94,"79,63,70,31",,"4,39,13,14,79,16,17,52,62,58,28,30","57,11,45,59","0,64,3,4,12,15,51,54,26",,"10,26,52,92","32,1,64,67,5,73,12,49,23,26,92","96,27,4",,33,"38,6,40,16,22,54,88,89,60",92,99,"4,58,40,26,92",85,"93,92,37,94","72,59,36","96,38,39,70,44,51,55,95",,,"96,83","33,13,18,19,91","67,68,39,40,71,79,16,49,23,94,26,59,62","2,43,12,76,22,54,62,31","72,12,15,22,28","54,43,14",,"49,77,63",,"96,71,43,46,51,20,63",,,,,"2,66,8,82,51,58,94",56,"97,98,72,76,77,47,51,22,58,27,30,63",20,"34,5,87,23",20,"48,58,66,39","66,68,71,46,15,18,26,94","71,75,48,51,28","16,38",,"4,45,83,88,59,93"
t4,,"16,20,22,57,26","64,33,98,3,35,5,72,74,11,75,78,49,22,59,29,30",,"34,66,68,76,77,20,22,57,91,29",,"33,65,67,98,39,42,76,92,17,91,60,94",,"14,79,83,87,90,60","41,45",,"0,1,33,67,69,78,82,83,88,91","0,99,7,74,87,95","3,40,9,43,17,92,94","64,67,37,9,59,76,46,88,58,27,94","19,55","0,32,60,74","83,89,60,95,57","96,1,99,59,12,13,49,19,52,83,86,27,29","89,17,60,62","65,68,43,56,93,31","68,81,82,83,20,52,26","66,67,36,37,17,83,53,56,58,30",,,,"96,1,68,39,73,78,15,52,93,94",,"64,67,58,5,68,7,72,99,45,47,83,84,93,26,91,61,30",,,"38,40,77,46,93,94","34,4,40,41,73,45,78,51,88","64,66,40,74,78,15,47,18,21,53,86,94,27,30","67,36,68,39,11,43,76,78,16,19,83,23,91,60,62","81,6,79","0,38,43,18,52,26,91,60",,,"38,41,15,82,54,87,57,90","32,12,76,15,49,22,25,93,62","33,66,46,56,88,94","33,66,5,82,59",,,"32,65,99,36,70,71,73,74,11,77,56,61,63",18,"96,1,2,35,4,5,66,39,8,67,68,75,51,52,25,59,61,62","97,68,43,16,81,95",,,"1,70,39,41,43,15,55,27,94","64,49,82,55","66,43,12,75,46,78,88,29",,"64,97,3,5,69,77,19,87,24,57,90","67,38,39,10,77,15,52,55,91","68,70,39,45,47,16,50,21,53,88,63",,"96,51","2,36,75,16,83,84,22,56,89,88","99,58,51,95",,"89,31","4,7,20,21,86,90",82,34,"73,20,30,87",,"38,78,49,54,55,87","17,91,12,57","66,36,37,74,81,94,57,26,29,62",,,"64,65,75,25,92","97,74,43,12,46,50,54,31","1,98,90,70,74,12,45,78,15,20,22,24,56,27","32,68,46,47,15,79,51,83,56,91","34,56,36,5,70,71,82,84,24,26","50,47,15",,"64,88,53,62",,"33,36,75,76,92,49,26,28",,,,,"0,32,36,69,38,11,43,15,20,55,22,23,57,26,59","29,22","70,11,13,46,78,20,56,57,59,60,61,94","40,59,51","74,67",51,"65,2,3,73,49,59","0,11,12,19,31,32,35,36,38,59,60,65,70,72,74,79,91,96,98","70,6,76,79,24,26,31","64,15",,"35,71,41,74,13,78,17,20,24,25,90,91,61"
t5,,"72,75,47,15,18,82,62","1,70,42,13,77,48,17,82,83,55,24,91,94,31",,"2,35,39,74,15,49,51,54,23,61",,"32,35,68,99,70,46,48,18,83,26",,"96,35,71,7,12,25","10,14",,"64,74,79,48,17,52,25,92,63","18,94,31","1,34,73,78,47,15,82,84,21","66,99,36,68,8,77,15,49,51,57,26,93","35,11,37,51","34,66,36,7,22","96,59,68","4,5,20,24,25,40,41,51,53,55,57,58,60,61,65,66,68,69,70,72,75,91,92,95","57,95,78,7","33,41,11,76,15,49,83,22,86,63","64,65,67,69,72,11,12,15,50,88,25,59,57","35,4,99,8,12,55,25,61",,,,"32,3,36,16,49,82,86,56,88,61,95,31",,"32,1,2,35,4,36,38,74,11,44,76,14,53",,,"37,41,74,80,20,55,59,62","99,14,47,55,26,27,92,93","4,36,38,91,44,45,77,16,17,80,81,59,62","3,5,6,71,12,14,15,46,17,80,21,61","25,43","99,39,71,12,45,77,51,54",,,"66,67,16,50,52,21,22,91,92","2,39,71,74,43,13,46,47,82,84,53,24,57,56,91","35,4,48,23,26,59,29","0,2,36,77,15,92,62",,,"18,58,93,76","35,28","10,11,12,17,22,23,30,41,46,55,58,60,70,76,78,81,88,89,97","12,45,44,79,90,60",,,"0,65,3,9,74,75,12,79,18,93","1,2,9,11,77,53,56","0,32,33,96,68,5,40,72,73,18,21,56,61",,"45,83,88,89,59","1,3,36,88,94","71,74,11,76,13,48,49,52,90",,"66,19,36,95","34,4,69,76,55,24,90","80,19,36",,"79,95,78,71","58,27,45","2,15",74,"78,17,51,59,94",,"1,66,71,17,53,56,88,61,31","1,34,68,78,84,94","64,33,5,59,75,76,77,78,86,24,25,27",,,"73,78,16,82,20,26,94","66,4,68,76,20,53,93","36,72,75,13,14,92,17,88,91,60,30","33,34,36,71,9,11,45,16,82,19","32,6,43,75,16,80,21,89,92,29","36,38,9,44,45,82,91,95,63",,"99,5,54,55",,"66,68,69,70,74,77,47,80,82,22,56,89",,,,,"1,65,68,6,40,72,45,78,16,83,24,56,91,60","70,62","64,34,67,6,75,17,49,50,82,29","96,68,78,17,27","18,42","27,26,11","40,77,17,84,23,57","97,67,5,6,39,40,14,80,17,51,83,22,55,58,61","98,69,72,43,77,16,54,87,56,29","36,77,91,61,94",,"64,1,5,70,72,42,43,15,19,54,62,30"
t6,,"65,2,38,39,9,74,43,12,83,95","99,40,73,12,50,88,27,92,93,62",,"32,3,36,71,9,43,18,50,24,26,27,93,62",,"2,11,12,45,75,16,19,53,25,28,57",,"6,40,46,19,31",25,,"3,99,71,41,73,43,16","49,71,55","65,99,71,16,55,56,88,95,31","0,32,2,3,38,11,43,47,80,82,52,53,23,56,62","39,91,48,83,26,27","2,43,80,82,28,62,31","40,20,76","0,64,2,67,36,97,98,73,11,16,81,22,23,54,26,28,30","85,56,59,30,31","6,19,24,26,37,39,45,46,48,53,55,66,67,74,79,82,89,91,96","32,66,9,73,16,17,84,54,89,90,91,62","33,2,91,19,52,88,59",,,,"64,33,2,34,67,5,6,47,48,79,18,81,87,29",,"97,66,37,6,48,81,19,23,27,63",,,"34,68,5,91,75,52,54,27,95","0,1,74,75,49,94","1,34,3,98,39,12,20,54,58","33,40,72,45,84,86,89,95,31","40,10,66","4,5,70,9,74,76,21,56,57,90,27,62",,,"0,32,34,13,78,47,51,24,59,31","98,35,68,6,9,11,78,79,19,21,55,23,63,94,31","1,97,99,76,13,77,78,51,20,57,58,60,30","96,3,67,43,47,80,51,24,26",,,"35,46,16,86,28",24,"0,33,34,56,38,7,74,44,48,19,86,24,26,63,31","67,71,14,15,83,87,91,93",,,"8,13,83,84,58","32,34,39,54,23,26,59,29","2,36,58,74,76,80,22,55,26,59,92",,"66,67,98,73,10,91,95","64,99,5,80,17,51,87,90","34,6,78,55,93,94",,"32,2,38,71,14,15","74,11,94,58,27,61,62,95","32,97,67,35,5,46",,"96,6,43,14,80,49,21,56,92,30","0,99,73,10,14,93","16,36,45,23",55,"64,66,36,12,77,49,24,57,61",,"0,34,6,73,83,22,23","67,74,82,23,56,30","1,98,35,12,46,16,17,20,89,91,60,61,31",,,"98,40,76,15,51,22,55,57","0,49,51,23","96,35,4,5,82,63","64,35,67,14,52,21,55,90,93,94","33,2,66,40,47,18,54","1,35,39,8,12,88,89,90,92,93",,"34,36,37,74,24,89,91",,"0,2,67,5,38,78,55,57,59,29,95",,,,,"64,71,74,12,76,17,52,53,54,86,93,25,90,29","57,99,39","16,83,53,54,89","5,74,11,76,93,92,61,95","43,28","38,6,72,75,77","1,67,5,12,47,51,20,62","64,89,3,4,9,75,45,86,88,57,62","66,47,49,18,21,91","32,99,12,76,49,54,55,26,59",,"65,36,16,18,50,51,22,55"
t7,,"66,35,68,69,99,40,42,79,48,84,55,23","96,34,68,80,20,52,54,84,86,58",,"98,67,5,6,70,8,41,72,79,19,52,83,84,86,28,94",,"97,66,69,10,20,52,23,55,90",,"33,97,78,53,86",83,,"18,34,77,62","56,66,53,70","0,90,46,48,89,26,62","69,40,44,48,18,83,54,24,29,95","32,1,98,67,4,75,53","33,39,40,79,87,95","72,65,43,69","32,37,77,48,82,90","34,66,98,8,79,61","32,1,2,98,38,92,18,51,52,94,54,23,57,59,60,62","1,2,33,34,5,37,51,53,92,95,31","97,3,90,73,45,14,46,51,26,31",,,,"89,66,35,74,44,60,23,25,28",,"65,43,55,25,94",,,"35,4,69,70,45,14,15,17,83,24,89,90","71,39,18,83,53","57,50,99","96,65","32,70,45,49,23","33,97,98,42,15,47,17,22,95,59,94,63",,,"33,99,4,36,71,44,77,79,17,20,56,58,28,62,63","0,1,33,64,37,38,8,14,54,87","34,3,68,5,69,7,72,98,75,14,47,92,50,87,28,62","32,89,71,72,75,44,76,79,49,20,21,57,60",,,"24,83,19,6","16,59,22","98,37,71,42,77,93,29","89,1,34,35,36,70,54,25,94",,,"32,64,96,35,4,73,25","67,70,75,76,78,51,21,24,57,88,62","98,99,69,39,11,15,51,87,60",,"0,2,36,38,43,47,49,54,23,26,31","34,4,40,12,16,58,61,31","56,1,14,86",,"99,37,6,70,9,16,21,27","96,99,39,47,82,51,87,93,30","33,2,66,12,18,91,62",,"66,4,40,11,47,53,54,27","17,34,19,78","24,10,32,93",88,"2,5,70,16,53,56,62,31",,"96,67,86,24,25,28,62","71,9,42,18,22,60","67,7,72,73,15,50,19,84,23",,,"66,36,70,39,11,45,80,27,60","1,55,56,26,94","2,18","0,1,37,41,13","96,65,99,69,39,74,79,49,31","73,74,11,13,48,83,55,57,26",,"32,1,35,38,39,41,12,80,17,18,59,95",,"1,98,37,90,11,15,23,58,61,62",,,,,"37,5,70,41,42,46,47,81,84,21,61","58,4,74,94","96,25,18,37","89,90,46,71","71,47","83,66,53,37","34,36,70,72,43,44,50,19,83,91,28,63","99,10,77,52,24,30,63","35,4,53","98,37,69,72,11,17,50,83,20,21,22,24,57",,"0,57,40,67"
t8,,"0,32,34,96,4,76,13,80,60,94,31",37,,"1,33,97,75,12,46,14,89,60,63",,"0,1,37,38,41,51,59",,"89,81,74,4","32,64,12",,"39,47,24,57,28","32,38,40,43,29","98,5,72,77,22","65,75,50,22,25,28","99,36,70,20,57,94","96,65,70,9,11,46,47,20,89,58","26,2,18,66","94,38","32,64,2,99,38,71,43,49,28","99,5,73,13,16,17,50","36,38,78,47,48,55,23,63","72,76,77,15,20,57,63",,,,"7,10,42,13,24",,"0,87,15",,,"33,2,12,19,22,88,58,29,63","96,67,35,6,70,12,56","2,67",92,"2,94,98","96,1,13,78,16,82,24,88,61",,,"1,5,73,43,76,80,49,88,89,29",89,"39,11,12,16,82,85,22,24,89","68,69,70,7,40,46,50,19,83,54,56,28,94,95",,,"67,59,12","98,68,77,78,26,60","43,6","5,74,49,28,29",,,"16,33,92,63","66,99,73,74,43,14,48,17,20,27","38,9,16,52,94,62",,"32,1,71,40,11,75,15,82,51,21,53,56,63","66,46,47,78,83,20,24,27,28,30,63",29,,"34,4,40,47,53,54,55,29","3,38,40,41,13,46,18","1,68,69,70,39,15,16,82,84,54,23,59",,"0,32,2,99,70,39,76,51,23,24,58,91,93","35,31","25,74,83,13","26,90,63","1,33,98,71,76,15,79,89,29",,"89,36,40,77,16,57,95","6,8,79,16,26","34,3",,,"32,2,3,6,14,59,62","32,64,99,5,78,82,22,87,27,29","32,99",,"9,52,57,93,94","96,65,98,67,76,77,17,58,59,94",,"66,43,16,19,83,23,28,61",,"99,6,9,16,48,87",,,,,"49,98,3,44","97,73,78,82,55,87,88,93","35,95,38,39","33,67,19,56,88","4,6,70,44,76,16,63,31","32,2,35,12,54,23","64,98,99,75,79,15,24","41,34","33,83,30","1,35,67,68,73,13,60,78,48,52,28,62",,"60,39"
t9,,"64,33,97,67,98,87,58,27,30",41,,"17,47,95,7",,"36,77,54,24,61",,"99,67,39","66,91,84,94",,59,"96,37,79,47",59,"20,13","2,34,49,28,29,62","99,4,38,71,8,48,49,51,92","35,38,74,77,15,16,82,23",47,"67,4,6,70,77,15,47,18,21,53,24,93,94","64,88","0,4","68,69,39,71,9,43,28",,,,54,,,,,"97,99,79,47,26","5,84,89,91,95","32,60",,"82,99,69","40,64,14,55",,,"26,53,95",67,"64,2,6,15,83,55","34,99,37,12,45,18,29",,,"89,17,60,84","17,3,12,76",,"24,18,78",,,88,"0,33,65,4,37,38,40,42,12,79,50,19,92,93","82,3,45",,"65,68,6,70,9,20,22,92,29","32,65,2,35,74,43,49,18,50,92,62",,,"0,1,65,67,97,43,76,56,88,63","35,37,80,52,28,31","9,43,76,45,17,50,20,57,60,29,94",,"1,3,36,74,75,12,15,82,20,87,55,57,59,28,62","33,18,91,13","64,67,53","98,72,75,76,19,31","43,82,21,23,91",,"65,68,70,43,47,80,18,51,90","11,76,51,86,24,90,88",,,,"24,91,77","2,36,45,77,15,17,62,58,59,30",58,,"86,27,45,62","99,4,70,46,78,51,20,87",,"96,97,71,76,21",,"64,88,86",,,,,39,"14,15,48,17,90,27,92","33,74,91,62","35,4,73,26,60,29,63","98,56,69,12,46,24,26,61","33,99,68,70,15,17,18,82,91","4,45,82,26,61,31",,"32,89,78","34,3,5,74,18,88,27,31",,68
t10,,"8,78,61,59,93",,,"73,85",,,,"11,52","1,2,38,43,49,51,87,27",,"98,20,68","33,44,46,54,63",,"72,98,35","56,69","37,88,19,52,21,56,26,27,30","33,34,3,37,71,42,13,45,47,78,55,92",76,"39,40,74,16,82,54,86,27,63",61,30,"74,47,18,21,60",,,,"50,21",,,,,"72,49,44","90,62",68,,"4,76,62,15","19,20",,,"72,96",60,"9,67,53","4,10,14,55,87,93",,,"33,7","73,47,39",,"92,61,22,30",,,,"35,71,72,13,46,47,15,83,86,63","10,90,14",,96,"96,33,73,42,79,48,82,19,23",,,"49,90,5,78","19,20,54,79","8,40,73,21,55,28,93",,"67,68,5,72,9,42,45,17,50,22,88,94","74,12,28,98","89,94","69,70,71,46,78,51,20","9,22",,"11,12,45,76,26,29","48,19,93,61",,,,"28,54","65,3,71,80,57,90,60,61","0,87",,"4,14","97,40,61,27,29,30,31",,"40,4,46,68",,"73,94",,,,,,"1,2,37,5,43,45,16,51,59","1,5","7,47,18,83,22,58","33,72,91,49,51,83,84,54,22,88,59","89,34,4,5,71,46,79,16,92,57,28,94","88,97,76,93",,"67,36,94","33,42,43,14,84,56,89,93,63",,
