Clock Tick,Sursa_1,Sursa_2,Sursa_3,Sursa_4,Sursa_5,Sursa_6,Sursa_7,Sursa_8,Sursa_9,Sursa_10,Sursa_11,Sursa_12,Sursa_13,Sursa_14,Sursa_15,Sursa_16,Sursa_17,Sursa_18,Sursa_19,Sursa_20,Sursa_21,Sursa_22,Sursa_23,Sursa_24,Sursa_25,Sursa_26,Sursa_27,Sursa_28,Sursa_29,Sursa_30,Sursa_31,Sursa_32,Sursa_33,Sursa_34,Sursa_35,Sursa_36,Sursa_37,Sursa_38,Sursa_39,Sursa_40,Sursa_41,Sursa_42,Sursa_43,Sursa_44,Sursa_45,Sursa_46,Sursa_47,Sursa_48,Sursa_49,Sursa_50,Sursa_51,Sursa_52,Sursa_53,Sursa_54,Sursa_55,Sursa_56,Sursa_57,Sursa_58,Sursa_59,Sursa_60,Sursa_61,Sursa_62,Sursa_63,Sursa_64,Sursa_65,Sursa_66,Sursa_67,Sursa_68,Sursa_69,Sursa_70,Sursa_71,Sursa_72,Sursa_73,Sursa_74,Sursa_75,Sursa_76,Sursa_77,Sursa_78,Sursa_79,Sursa_80,Sursa_81,Sursa_82,Sursa_83,Sursa_84,Sursa_85,Sursa_86,Sursa_87,Sursa_88,Sursa_89,Sursa_90,Sursa_91,Sursa_92,Sursa_93,Sursa_94,Sursa_95,Sursa_96,Sursa_97,Sursa_98,Sursa_99,Sursa_100
t1,,"97,12","56,82,44,45","24,13","56,37",67,,"18,37,6,71","57,83","89,41","26,83",,4,78,10,"62,22","35,38",8,"40,90","34,4,55",,61,"51,78",,"74,19","40,19,52,22",38,21,,36,"96,86","20,61",,"94,90,20,22",7,"62,95","66,72,73,45,94","17,68","80,99","66,100,78",48,"16,54,6",93,,48,59,66,"40,81,52,84","64,15,83,57,27",,"84,54","34,3","18,84","1,42,95,47",,90,"74,31","32,22","13,46","65,9,99","88,46","20,6",,"49,34,45","18,67,34","64,67,72,9,87",,65,"82,79",63,68,49,"57,27,87,23",99,51,10,46,"40,72,14","51,85,69","60,85,47","52,54","88,49,69","10,27,6","6,9,80,50,25","16,23,7","73,98,31","28,54,84","9,90,21,22",,"97,36,29","17,34","80,66,68",59,"60,78","25,19,36","24,2,20,7","24,28,94","8,86,78",60,"64,89,10"
t2,,"41,28,38,94","65,5,10,42,50,52,85,60,62","5,38,54,86,87","87,79,31",64,,"1,39,11,12,53","8,73,82,27","100,6,78,17,61","9,3,68",,26,72,,"40,72,43,79,20","75,13","50,37,71","45,78,18,51,89,27","33,67,69,8,73,43,12,52,57,61,94,63",,23,"100,52",,48,"64,36,42,93,31",,"72,12,53,36",,"95,63",73,"99,38",,"2,4,72,54,55,27,29,62","36,39,31","27,69,46","65,79,48,15,27,92","97,29,74,5",71,"64,15,48,23,92",27,"4,39,43,76,22,88,95",63,,"34,66","26,99,55",,"66,100,46,83,53,21,87","98,4,6,73,43,59,62",,"100,71,40,73,18,87,58","89,26,91,71","80,54,15","3,36,72,74,14,46,18,51,25",,"18,61,50,29","48,96","3,71,16,61,62","32,65,67,6,82,92,30","66,6,7,12,47,48,23,88,90,29","90,11,92","72,73,42,16,55",,"70,39,85,88,57,94","2,3,6,75,53,94,63","65,97,35,69,73,75,77,79,23",,46,"99,83,68,71",,,"57,35","65,97,100,14,49,52,55,24,88,28","24,51","40,99,53",6,"56,18,69","96,49,54","36,40,10,47,80,84,53,54,57,91,29","40,64,36,23","1,3,40,24,90,29","64,36,94","97,8,40,49,21,30","33,97,99,5,7,73,42,75,77,81,22","64,66,74,44,45,51,58","99,40,9,83,53,24,91","100,42,11,15,19,21","33,67,38,71,40,13,45,79,84,27,61",,"99,74,77,19,54,92,30","65,67,38,13,78,94","75,84,85",64,"41,63,37,15","65,49,72","97,38","81,42,67,30","37,70,38,40,71,10,77,83","80,89,52","66,6,44,46,47,63"
t3,,"42,11,24,60,31","64,36,68,6,7,69,9,12,13,48,80,55,87,23,26,30","68,7,42,74,76,15,55,90,92","66,98,9,43,13,81,51,57","11,44",,"64,98,10,74,44,46,52,62,63","64,86,23,90,61,62","64,2,35,5,12,14,15,46,92","33,35,47,90,61",,95,20,,"34,71,48,87,58,27,94","98,6,42,11,87","34,38,73,43,45,48,54,87,28","64,100,71,47,16,15,79,80,81,61","37,6,40,9,74,75,46,79,80,49,81,82,21,22,53,85,26",,"72,51","33,84,53,39",,"37,84,13","65,66,72,9,91,11,75,81,56,59,92",,"71,73,81,58,95",,"89,26,93,54","27,87","91,83,69,30",,"64,1,36,5,6,39,70,41,42,12,19,52,87,57","64,33,6,80,49,53,56,90","38,77,48,58,94","64,97,90,7,40,41,81,83,26","48,25,90,54","8,48,69","98,6,45,18,20,28","69,38","75,81,50,20,55,85,30,94,62",,,"64,72,28,37","5,7,40,73,51",,"67,37,69,9,73,15,47,18,85,57,27,28,93,30,63","32,2,99,38,7,70,71,12,13,79,20,87,24,93",,"4,39,77,46,15,48,79,21,29","36,79,51,19,83,54,57,30,95","33,47,50,85,25,90","65,34,99,100,69,71,76,50,21,22,23,87,90,59,92,31",,"96,84,86,88,62","27,52","99,20,88,89,30","64,35,38,8,42,86,56,26,88,63,31","2,4,13,15,21,27,34,36,37,38,39,43,51,59,61,62,63,68,83,91,94,96,97","64,1,5,13,47,80,22","88,25,12,53",,"58,69,90,40,9,74,76,77,18,21,26,27,30","66,99,70,42,44,13,46,15,76,17,78,21,26,59","98,36,37,38,90,8,41,42,74,76,13,14,49,84,53,58,60",,,"97,7,74,12,15,49,81,91",,,"73,98,37,7","64,34,68,5,38,39,72,10,12,15,16,47,86,56,94,26,59,30",85,"66,35,69,39,13,79,84,21,60,31",,"42,3,58,22","36,38,20,84,85,23,29,63","3,4,71,42,15,48,18,83,52,21,22,87,88,61,30","1,73,74,11,15,19,31","66,58,48,51,53,87,55,94,26,62,31","86,45,30,95","96,3,82,84,22,54,26,28,31","2,35,69,39,43,76,83,93,87,55,89,91,28,63,31","1,67,36,100,6,75,14,17,22,61,62,63","64,66,67,68,100,7,10,11,12,45,49,20,85,22,57","98,3,73,78,49,53,85,26,91","3,69,42,11,43,75,46,17,51,85,54,87,24,94,30",,"35,4,37,70,12,20,84,23,24,57,60","97,2,98,4,68,90,45,26","10,50,69","65,34,82,45","98,69,5,43,87,27,28","64,46,23,56,26,28","75,13,71","98,6,72,78,52,56,88","96,6,9,11,13,47,48,80,53,85,57,31","40,12,29,84","8,13,79,21,90,27"
t4,,"64,99,5,77,52,56,57","1,8,15,19,27,28,34,35,37,40,43,49,57,59,63,66,67,70,84,86,89,93,98,99,100","65,97,67,36,98,6,71,75,84,53,88,91,61","64,35,68,69,71,8,41,77,14,17,49,82,84,55,85,23,88,89","46,1,92,30",,"2,100,69,13,14,15,77,78,80,81,82,85,25,27,93,30","66,67,68,6,70,44,79,51,60,29,31","4,72,74,49,81,19,52,53,88,60,30","32,65,5,38,8,40,59,79,18,50,20,21,56,89,27,62",,"25,42,54","16,71",,"66,36,37,6,39,69,13,45,77,92,82,85,90,28","97,3,58,5,74,12,79,16,83,85,26,92,29,62,31","64,2,100,7,72,77,93,85,57,29,30,63","3,4,5,38,70,8,72,99,75,77,14,83,54,87,62,28,30","1,14,17,19,27,28,29,31,42,44,47,48,51,58,64,68,72,77,83,84,87,89,92,93,98,99",,"96,1,99,47,15,81","86,71,62,7",,"96,90,87","37,73,43,45,14,46,47,48,18,60,79,83,84,28",,"37,6,41,43,46,48,50,20,55,23,24,25,63",,"40,17,29","9,13,38","34,100,6,15,88,57,94",,"32,97,8,9,10,40,44,13,77,92,85,86,89,26,60,31","96,65,98,3,5,38,47,79,82,85,62","96,97,66,99,37,6,8,73,75,16,24,91","2,100,71,74,43,11,76,78,52,89,59,28,95,31","35,37,71,73,47,81,19,85,61","100,37,38,41,45,79,19,83,61,63","2,34,41,11,77,91","8,46,6,97","32,65,2,35,37,71,45,14,79,80,82,83",,,"1,36,73,15,82,22,91,61,31","100,9,12,47,48,53,56,27",,"64,2,34,98,5,38,99,44,13,45,79,49,24,90,59,29,95","65,40,9,77,92,53,86,58,28,29,30",,"3,6,22,27,30,33,38,49,52,53,65,68,70,72,81,83,85,88,97","99,100,37,6,69,9,73,47,49,81,85","65,37,8,45,16,55,23,29,63","66,98,6,40,12,13,60,15,77,86,24,57,28,93",,"25,57","80,97,83,60","35,100,72,81,18,83,26","66,98,37,70,40,9,45,79,48,81,52,54,27","3,11,14,17,30,33,35,46,49,55,64,71,72,74,79,81,82,84,98","65,98,67,72,9,48,18,52,54,55,56,26,60","3,68,11,49,21",,"33,65,3,36,37,6,7,66,75,13,15,47,48,50,79,52,22,54","32,98,5,71,40,77,14,60,80,19,85,88,25,28,31","34,71,40,44,46,15,47,81,21,88,28,95,31",,,"2,100,78,80,17,87,90",,,"43,91,19,84","3,11,19,21,22,29,35,37,41,48,54,60,61,71,74,78,91,92,93","48,91,53,79","32,98,36,37,41,42,45,48,20,22,23,57,27,30",,"38,40,72,16,52,88,63","34,3,66,37,99,9,42,73,46,17,50,53,87,58,59,62,31","98,6,8,9,59,45,49,82,19,86,89,27,28,94","97,98,6,7,9,14,84,53,86,25,90","6,12,13,16,19,20,27,32,42,43,45,47,49,65,71,73,75,77,93,96,100","37,39,11,28,29","100,70,7,72,42,43,76,77,50,86,29","4,11,12,26,29,30,34,36,37,40,44,46,53,57,64,67,70,85,86,98,100","35,68,38,70,8,40,13,80,50,93,53,87,90,92,29","2,3,6,13,16,25,26,33,37,39,46,48,51,52,58,65,70,78,82","64,65,99,7,9,17,18,51,86,25,58,59,95","2,19,25,26,29,36,41,52,53,63,72,77,78,80,81,82,83,98,100",,"2,8,9,13,21,26,28,38,39,40,42,64,65,72,73,85,86,88,89","32,64,99,6,70,71,41,11,43,77,16,48,51,88,27,61","51,23","33,3,68,37,20","97,99,4,71,40,12,77,47,79,81,50,82,86,26,91","32,74,15,47,17,18,79,52,81,83,55,86,89,61,31","98,100,61,15","64,1,65,3,35,37,39,73,15,49,82,61,23,90,59,29","64,33,73,42,75,45,15,17,19,52,84,55,26,27,60,29","9,90,4,62","32,33,65,99,69,40,9,48,18,50,53,62,94,88,61,30"
t5,,"1,33,3,34,7,40,9,43,47,49,25,62","33,97,38,73,11,75,14,46,47,78,18,79,20,22,25,61,31","2,3,9,11,17,19,23,30,31,40,45,46,47,69,79,81,83,89,96,99","1,3,4,7,15,20,25,42,46,48,50,58,67,75,78,80,83,86,91,92,96,99","66,55",,"32,33,65,35,4,90,97,99,75,49,83,54,86,87,57,58,59","96,1,2,65,4,97,74,75,13,50,20,26,63","34,3,38,70,18,51,93,23,56,26,59,28,29,63","1,7,13,16,19,31,39,42,51,54,57,58,67,69,72,73,77,78,82,87,88,91,94,97,100",,"65,99,38,76,81,84,29","82,58,43,45",,"1,3,8,10,29,33,38,41,44,47,49,50,61,63,65,67,68,70,97,99,100","64,33,37,39,43,44,45,18,20,53,54,84,56,25,94,95","96,65,67,68,6,88,9,91,11,12,44,20,24,26,59,94","1,7,9,22,23,35,37,39,42,48,53,56,84,88,92,94,95,96,97,98","96,65,3,100,71,78,15,16,18,50,23,24,90,88,60,62",,"98,3,74,42,20,89,28","98,36,5,9,73,12,44,80,50,82,27",,"16,40,53,31","3,100,5,6,69,71,10,76,17,49,20,85,87,55,61",,"11,13,15,32,35,56,62,65,70,74,77,79,82,85,86,91,94,96,98",,"51,4,87,47","67,35,22","67,37,40,72,10,73,78,49,84,55,29",,"96,66,98,99,69,74,78,48,18,23,24,56,30","34,99,69,71,8,9,42,13,15,81,18,51,83,54,24,60,63","100,42,13,45,15,79,83,20,53,87,88,57,59,28,29","98,3,69,9,10,42,13,77,16,17,19,21,85,60,63","98,3,100,8,72,42,43,12,45,77,83,84,22,87,60","98,3,72,10,42,49,87,62,90,27,30","88,57,99,5","3,90,10,42,75,77,58,92,30,31","1,3,5,10,11,12,24,25,33,49,53,57,60,61,69,73,89,98,99",,,"33,99,38,40,74,75,12,13,81,18,83,27,92,93","64,1,4,10,75,20,84,54,86,62",,"65,4,71,8,11,17,55,94,91,60,62,31","3,8,42,74,45,46,80,84,54,88,61,63",,"5,10,13,19,28,42,43,45,47,50,55,57,63,64,67,76,80,90,91,92,94,95,96","66,98,5,7,8,43,75,45,14,20,21,84,23,87,58,29,31","64,1,66,89,4,5,98,99,12,14,52,24,57","96,2,67,70,9,41,11,78,16,82,61,55,58,27,29,62",,"99,91","11,15,92,20,23,28","65,1,97,68,98,42,17,49,91,94","33,99,5,69,73,20,53,85,87,24","32,100,10,42,44,45,50,52,86,25,26,92,95,57","2,35,100,70,7,8,41,45,78,51,20,21,83,85,86,58,95","65,36,5,43,92,28",,"1,98,68,5,71,8,42,43,80,51,83,93,25,59,28,29","64,96,37,8,11,45,79,48,83,84,93,87,62,91,61,30,95","3,4,12,45,80,18,52,55,22,54,86,94,63",,,"96,33,13,50,19,53,54,93",,,"32,34,3,71,75,14,54,25,26,59,94","99,36,7,9,42,13,45,79,17,18,83","3,41,11,13,46,18,83,61,94,31","7,15,16,19,26,34,38,47,55,62,63,64,65,70,71,72,83,85,94,97",,"64,34,35,70,39,13,15,80,20,27","4,5,6,13,19,32,33,35,48,56,57,60,64,69,70,71,77,79,81,82,86,90,91,92,93,95","1,97,35,67,5,7,72,73,77,46,17,50,55,58","32,96,67,4,38,39,75,52,22,54,87,58,59,92","97,2,34,4,35,36,8,41,10,78,15,79,22,57,91,61,95","68,5,6,79,21,54,87,25,63","1,2,67,36,98,13,46,78,48,79,20,85,23,63","96,3,71,8,88,10,74,15,48,49,18,51,52,21,82,24,59,62","33,2,34,97,37,98,73,77,46,60,48,18,84,24,27,28,31","5,8,41,72,43,15,17,81,19,84,94,54,55,89,92,30,63","1,12,14,20,29,35,36,39,50,52,56,57,60,67,75,79,80,83,88","64,89,96,97,68,6,70,73,10,44,76,14,15,57,91,28,93",,"32,3,67,7,71,41,45,46,49,18,50,51,53,56,58","7,20,22,23,24,28,31,39,47,58,59,60,66,69,74,75,76,79,85",100,"89,98,99,70,44,57,90,30,63","6,13,14,20,22,23,29,30,31,36,45,51,53,57,64,73,80,83,85,89,90,95","97,98,3,4,37,6,99,8,10,14,80,50,51,24,57,88,94","67,4,69,99,8,40,10,76,18,21,23,88,91","89,99,38,71,9,13,45,48,18,19,50,83,84,55,86,25,91,57","97,99,5,72,91,49,51,22,56,94,88,28,62,63","33,43,77,39","1,37,39,73,77,92,51,20,84,87,55,91,28"
t6,,"32,65,66,35,36,96,6,39,100,45,79,48,80,20,53,54,23,90","2,4,90,72,41,17,81,21,88,58","32,64,66,37,70,39,8,10,43,78,49,18,50,51,22,26,28","2,6,10,16,19,22,30,34,36,40,45,47,53,59,60,61,62,72,94,95,97","97,41,47,23,88",,"34,40,9,42,73,45,47,16,19,89,26,91,28,29,94","3,5,38,42,76,77,49,22,87,89","65,8,40,73,47,79,84,54,22,86,57,90,62,95","64,66,98,99,6,70,71,14,17,52,55,84,23,24,85,86,60,93",,"97,67,68,90,70,73,10,12,20,21,52,87,56,94,58,30","32,66,37,81,50,84,26",,"64,96,7,42,74,75,80,21,54,55,24,25,86,88,60,30,31","1,9,14,22,23,34,40,47,51,55,60,63,66,70,71,78,81,82,89,91","4,10,13,15,16,25,31,32,41,49,53,61,62,75,78,79,84,90,92","11,21,25,31,34,43,44,49,50,52,57,60,66,73,74,82,85,86,91","39,45,86,25,30",,"34,35,67,37,100,71,41,48,84,21,86,55,56","1,2,6,10,11,21,30,35,37,47,56,63,75,76,77,81,83,88,99",,"64,66,98,71,9,45,47,88","32,89,96,35,68,97,38,82,21,57",,"97,34,66,68,69,99,100,40,17,18,19,83,26,60",,"9,50,28,60","88,17,42,21","89,1,96,36,47,48,25,27",,"100,37,11,46,15,49,51,83,53,88,59","89,4,37,100,73,76,77,50,23,88,57,26,91,30","2,17,21,32,40,51,56,60,63,64,68,70,71,72,84,85,86,93,98","35,38,70,8,75,49,53,22,86","7,9,13,16,23,24,31,34,40,44,52,53,55,56,57,59,64,65,82,86,89,92,93,94,99","89,68,6,73,44,14,78,52,93,22,56,57,58,28,29","37,39,7,71,46,49,82,55,30","34,35,4,36,70,71,100,44,49,18,52,22,24,88","66,68,90,38,100,8,72,77,15,47,17,52,21,84,56,58,92,31",,,"6,11,24,25,30,39,41,47,49,51,53,59,63,71,85,86,88,96,100","32,66,35,98,6,78,80,83,90,61",,"26,61,12,58","33,34,66,44,76,47,16,82,52,22,23,56,25,26,91,95",,"34,35,66,69,98,41,74,11,78,17,82,20,56,59,60,61,31","33,2,97,38,39,42,12,13,76,15,16,48,78,24,60","96,2,67,38,7,71,73,44,48,82,62,58,59,61,30,31","32,64,97,39,7,10,45,79,48,83,20,52,53,84,56,85,63",,"66,20,94,98","6,70,72,10,13,21,87,24,25,61,30","34,36,6,40,15,55,25","4,11,77,47,16,61,60,29","69,8,41,78,16,19,53,85,87,89","4,6,12,14,16,19,30,31,32,36,37,42,43,49,62,71,76,82,87,89,99","2,66,71,15,86,26,30,31",,"97,99,4,73,11,84,53,23,61,63","1,4,68,90,41,73,16,50,52,58","1,70,7,59,43,78,50,51,20,83,56,89,27,93",,,"32,1,4,5,40,9,73,43,16,51,24,59,63",,,"6,39,40,41,11,77,82,53,22","1,69,77,82,51,53,85,95,62,31","67,5,6,7,8,10,77,78,84,56,25,90,27","67,5,8,73,10,74,12,44,80,18,52,58,59,29,95",,"1,97,98,4,99,6,71,100,19,83,90,28,62","1,7,8,16,21,22,25,41,43,44,45,47,61,65,68,94,97,98,100","65,99,41,12,44,78,25","72,12,13,77,16,51,26,91,93,30","98,69,7,72,9,11,14,17,50,82,85,88,89,92,30","3,71,9,43,75,13,46,81,50,83,55,23,90,60,62","32,34,35,5,69,9,41,15,16,94,87,89,60,62","32,65,72,45,13,78,16,17","32,89,96,5,39,9,10,41,42,15,49,81,86,88,57,94","97,35,36,69,44,14,79,80,18,27,28","2,34,69,38,40,74,43,16,81,82,23,93,30","65,48,20,55,56,92,62,95",,"96,98,69,11,43,15,79,17,80,82,83,95","96,36,5,8,9,10,40,44,72,73,18,52,21,53",,"97,67,69,38,39,8,41,76,78,61,84,55,88,29,31","65,3,67,100,39,72,11,75,17,19,84,93,55,61,62","2,35,67,9,41,73,75,76,85,87,27,60","89,66,9,45,14,80,81,50,82,83,53,86,25,28,29,94,63","34,66,100,5,69,10,11,75,47,79,17,54,92","34,3,69,41,43,79,21,24,92,61","35,100,37,85,55,93,30,31","98,3,71,42,75,86,25,59,95,57"
t7,,"4,37,69,70,72,75,15,18,19,51,61,84,55,88,58,91,29,95","96,71,54,91,95","34,72,77,14,16,80,82,52,21,57,58,60,63","32,65,38,21,54,90,28,93,63","2,3,35,98,72,10,53,56,25,90,95",,"66,3,36,67,70,7,72,48,22,95","35,39,40,10,81,18,52,53,84,24,92","66,98,99,37,71,9,43,13,16,48,50,21,91","34,4,74,45,53,28,63",,"3,11,19,23,28,35,37,40,43,44,47,48,53,57,60,77,86,89,93","97,70,75,77,80,51,83,86,30,87,89,90,62,95",,"81,73,59","32,67,36,100,7,73,46,48,80,50,86,88,90,59,61,30","97,98,3,36,5,70,99,76,17,82,19,83,22,23,89,27,95","32,2,41,20,55,59,93",54,,"64,36,5,7,39,9,59,43,75,83,95,94,27,93,30,31","32,64,65,67,68,69,13,15,16,49,18,79,58,28,29,94",,"69,72,73,75,44,77,92,83,52,86,23,91,60,30,63","99,8,41,51,88,94,27,30",,"89,3,5,75,76,80,52,22,88,57,59,92,29,31",,"100,5,13,78,49,81,86,58,92,61,31","65,34,91,46,78,53,59","35,7,8,45,46,92,16,81,19,54,23,90,60,31",,"33,43,75,14,47,81,91,28","70,40,75,12,14,48,17,61,21,86,55,29,95","4,47,81,50,52,89","67,50,88,25,57","1,33,66,36,6,39,41,75,46,79,51,26,28","32,67,36,40,43,12,75,15,21,53,86,25,26,92,95","65,75,80,83,21,54,22,86,25,87,95","9,14,15,21,26,28,51,53,54,62,64,73,81,82,86,87,89,91,93,95","97,67,36,40,9,51,87,23,27,63",,,"3,67,7,10,42,43,14,79,80,52,84,54,58","69,41,42,11,77,17,18,82,21,85,23,89,91,92",,"56,7","69,41,10,14,78,48,81,90,60",,"32,89,99,7,9,23,24,25","64,35,67,10,50,27,94","68,40,9,74,43,77,46,20,22,86,88,26,27,28,93","35,37,8,80,81,89,91",,"64,2,37,87,63","64,65,2,4,36,38,90,8,73,42,100,44,45,78,84,53,22,26","7,41,10,59,84,85,87,27,28,31","3,68,71,12,80,62","75,77,80,18,20,58,93,31","34,39,44,77,81,63,84,53,25,29,57","8,75,14,46,18,19,52,84,24,29",,"32,81,19,24,60,31","69,39,10,12,20,55,89,27,29","16,32,26,19",,,"89,98,35,58,6,39,72,41,77,85,88,57,26,31",,,"2,4,36,38,44,81,83,52,87,58,28","2,80,81,50,25","23,34,39,40,42,44,52,55,58,59,60,62,63,65,71,73,87,89,93,95,96","33,100,6,46,17,81,88",,"65,68,37,8,41,11,12,78,87,23,61","2,10,74,51,83,24","100,74,76,95","33,2,3,68,100,70,8,42,45,46,57,27,62","64,99,68,37,5,74,60,83,86,59,28","98,70,73,74,12,16,52,84,22,57,59","4,37,74,75,44,45,17,19,52,53,56,58,91","66,90,79","72,76,47,79,19,52,83,56,25,30","1,34,71,21,90,95","66,8,72,89,90,27,61,63","1,99,8,16,86",,"68,44,14,52,87,55,25","1,46,81,50,84,86,87,89,93,95,63",,"2,4,6,40,73,10,42,47,48,52,22,86,24,62,95","32,33,66,35,96,70,74,21,56,25,92","66,39,13,78,82,21,29,30,63","32,34,3,36,70,41,73,11,74,77,78,49,85,22,26,92,93,31","33,68,46,14,80,51,20,53","2,67,20,87","64,65,98,5,41,75,79,16,87,25,28","35,74,76,45,49,82,22"
t8,,"98,71,8,73,44,13,46,85,22,26,59,93",24,"100,20,95","24,18,29","65,39,12,13,14,78,54,61,94,31",,"41,50,20,88,60","34,99,37,46,48,17,80,19,88,28","36,68,39,7,42,75,82,83,20,27,94","46,15",,"64,96,98,36,5,72,9,45,78,80,49,18,51,22,31","1,98,36,6,38,8,9,10,73,13,47,79,92,19,53,24,60,93",,"26,53","65,2,68,8,41,10,72,76,15,19,52,93","40,46,47",,,,"2,66,6,8,40,11,77,79,16,17,52,54,87,88,25","89,38,8,40,42,43,72,45,19,22,87,57,90,91,61,31",,"65,2,35,6,42,78,15,79,17,49,85,22,24,57,61,62,95","34,50,39",,"64,9,42,78,84,93,61",,"32,1,64,3,65,68,69,39,98,41,11,18,20,85,22,91","32,64,98,99,74,18,51,94","65,98,4,39,41,74,43,17,50,21,22,53,24,86,59,28",,"80,17","2,46,78,52,84,22,87,27,28,94","34,67,90,14","68,5,47,84,61","2,67,69,15,80,18,20,21,30","2,7,13,16,51,20,84,85,31","8,9,42,73,12,76,47,53,85,26","7,11,16,19,23,33,39,40,43,50,55,57,60,61,65,66,72,78,85,98","34,70,74,26,28,93",,,"65,98,68,5,16,21,87,23,89,94","36,38,71,13,45,15,50,22,88",,,"96,97,67,85,31",,"62,12,86","17,82,44,63","36,70,79,17,49,83,87,92,95","75,43,44,30,88,94",,"33,34,5,8,41,72,49,82,23,89,30","1,34,98,37,9,14,47,49,18,81,82,93,54,55,56,89,59,29","37,74,80,51,23,56,63","39,44,50,89,58",22,"17,74,69","32,1,35,37,70,83,89,90,93,95",,"91,62,95","33,35,47,81,57",25,,,"70,52,62,84,23,56,25,86,94,61,30,95",,,"67,42,46,92,17,86,89,90,60",76,"64,66,35,4,36,69,70,72,98,100,43,15,80,81,82,54,86,26","2,3,68,82,54,56",,"66,7,10,43,47,48,49,79,89,60,29,95",89,"39,23","65,99,37,5,71,41,44,76,81,18,20,29",46,"97,7,40,42,44,80,85,89,26,93","64,81,66,51","27,38","11,3,12,20",29,"32,4,6,77,47","4,47,18,59,31",,"66,5,10,76,81","3,80,82,54,57",,"36,5,7,74,12,13,77,15,92,54,87,25,58,27,28","16,59","70,90,54","68,90,6,59,47,16,48,79,84,56,57,58,27,60,62","85,77,21","58,100,46","3,67,69,7,42,13,45,47,48,78,81,22,23,54,26,61","72,58,15"
t9,,"67,10,16,83,87,27,63",,,,"34,71,40,45,49,86,87,89,91,60",,61,"36,71,45,47,15,85,91","32,96,87,25,31",,,"33,71,75,79,16,17,83,27","3,68,99,7,40,59,48,18,21,54,23,56,85,27,63",,,"96,49,4","80,51",,,,"33,65,73,44,45,13,82,53,85,24,91","96,66,3,41,46,85,54,25",,"67,36,99,38,39,100,14,46,80,81,18,21,89,27,94","62,54",,"54,49,14,7",,"2,66,37,7,71,10,42,75,76,77,79,83,52,56","4,37,39,41,15,47,81,52,23,89,90,29","12,82,85,87,56,62,63",,,"16,10,19,92","65,49,3","91,87","96,50,88,14","64,34,35,5,9,77,91","70,16,81,84,89,61,31","32,1,74,47,79,80,59",19,,,"9,44,97","8,72,49,58,93",,,"72,17,50,94",,36,62,"72,76",,,"68,7,71,9,74,11,75,14,48,22,60","66,68,69,39,40,43,12,75,46,16,19,86","48,50","1,100,7,84,22,90",,3,"99,81,50,85,27",,,38,,,,"65,67,36,37,8,11,60,92,18,22,55,28",,,"1,68,69,10,78,20",98,"1,33,97,37,9,12,45,14,20,22,88,92,29,30","49,90,61",,"82,53,30",75,,"48,83,69,63",,"32,96,35,100,38,10,18,51,53,56",,,"43,99",88,"62,46",35,,,"19,92",,"72,11,16,49,50,19,83",,16,"42,44,46,19,87","7,40,12,87,27","81,30","2,66,38,72,73,44,46,17,19,20,83,56,94",97
t10,,"89,82",,,,"36,100,75,79,16,20,21,22,52",,,69,11,,,"100,6,74,82,85,62,63","64,65,35,67,69,100,41,12,46",,,,,,,,"46,62,69,14",,,"32,34,12,20,54,93",29,,"4,39",,"99,73,12,45,14,15,16,48,82,53,23,24","33,3,68,100,8,75,12,16,48,84,85,54,25,26",64,,,"97,66,11",,,,"88,33,94","32,1,96,44,13,19,58",29,48,,,69,,,,35,,93,25,,,,"65,36,6,39,59,12,44,76,78,80,52,21,85,27","71,76,79,51,85,94","64,76",28,,59,"98,51,7",,,,,,,"66,21",,,"66,48,85,23,29",,"32,2,68,38,49,21",,,"96,50",,,88,,"8,41,99,15",,,,,,49,,,,,"96,66,51,23",,"42,58,45","65,54","96,4,93","36,39","36,70,10,74,14,21,58,27",
